Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.28,128.04,4.2,1.29,129.16,4.24,,49.3,62.7
1.34,133.89,4.39,1.34,134.13,4.4,,48.7,67.7
1.21,120.73,3.96,1.22,121.87,4,,47.7,55.7
1.32,132.26,4.34,1.32,131.93,4.33,,47.8,65.5
1.24,123.63,4.06,1.23,122.98,4.03,,49.1,55.4
1.23,122.92,4.03,1.22,122.29,4.01,,49.2,54.4
1.22,122.15,4.01,1.22,121.85,4,,49.4,54.1
1.26,126.26,4.14,1.25,125,4.1,,49.2,57.8
1.24,123.88,4.06,1.22,122.4,4.02,,48.3,55.2
1.23,122.56,4.02,1.21,121.21,3.98,,48.3,54.5
1.15,114.52,3.76,1.13,112.61,3.69,,48.2,46.6
1.19,119.25,3.91,1.17,117.16,3.84,,47.3,51.4
1.3,130.15,4.27,1.28,128.02,4.2,,47.3,63
1.32,131.67,4.32,1.3,129.51,4.25,,46.9,64.7
1.34,133.7,4.39,1.31,131.25,4.31,,47,66.5
1.32,131.82,4.32,1.29,129.37,4.24,,46.3,64.2
1.34,134.3,4.41,1.32,131.54,4.32,,46.3,66
1.35,134.66,4.42,1.32,131.82,4.32,,45.8,66.3
1.34,134.23,4.4,1.31,131.38,4.31,,45.9,66.2
1.34,134.2,4.4,1.32,131.64,4.32,,45.6,66.2
1.34,134.48,4.41,1.31,131.49,4.31,,46,66.5
1.34,134.15,4.4,1.31,131.32,4.31,,46.7,66.3
1.34,133.65,4.38,1.31,130.93,4.3,,47.3,65.5
1.33,133.17,4.37,1.3,130.46,4.28,,47.1,64.9
1.33,133.27,4.37,1.31,130.68,4.29,,47.1,65.3
1.33,133.42,4.38,1.31,130.91,4.3,,48.1,65.3
1.32,132.44,4.35,1.3,130.2,4.27,,47.8,64.6
1.32,132.12,4.33,1.3,130.09,4.27,,47.3,64.5
1.32,131.74,4.32,1.3,129.57,4.25,,46.9,64.1
