Difference Between AL & AR 
0.0374416
0.0201338
0.0883267
0.0194384
0.0332375
0.0298519
0.0113584
0.00924489
0.0242545
0.169058
0.17058
0.150678
0.148574
0.174799
0.190804
0.235277
0.283697
0.305592
0.327636
0.347183
0.372553
0.385967
0.396347
0.401027
0.423719
0.433549
0.417455
0.41656
0.412668
0.41102
0.371999
0.332367
0.316124
0.297958
0.253222
0.227415
0.184351
0.149701
0.0976494
0.0914872
0.0936336
0.11655
0.176176
0.193862
0.229916
0.242498
0.259578
0.273615
0.274874
0.280115
0.280751
0.290277
0.29436
0.297849
0.291104
0.287788
0.273046
0.271811
0.268971
0.262465
0.239338
0.225541
0.188663
0.175221
0.132181
0.109668
0.0991344
0.105656
0.110135
0.164476
0.204742
0.226626
0.26586
0.295312
0.323758
0.350424
0.367169
0.379343
0.387614
0.390992
0.394404
0.405791
0.403707
0.413339
0.393175
0.370018
0.349443
0.325491
0.306482
0.267104
0.240339
0.198618
0.159768
0.117384
0.135793
0.161315
0.220844
0.247173
0.277832
0.293732
0.313136
0.321994
0.334656
0.341455
0.348899
0.349563
0.355078
0.349026
0.35009
0.351766
0.350119
0.324191
0.321093
0.303314
0.27614
0.264092
0.259192
0.225314
0.191246
0.155639
