Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.24,123.89,4.06,1.22,121.78,4,,40.7,60.7
1.19,118.98,3.9,1.16,115.93,3.8,,41.8,54.3
1.2,120.14,3.94,1.18,117.55,3.86,,44.4,56.7
1.18,117.69,3.86,1.15,115.01,3.77,,43.4,54.9
1.31,131.12,4.3,1.29,128.98,4.23,,45.1,68.4
1.34,134.33,4.41,1.32,132.38,4.34,,51.7,69.3
1.34,134.45,4.41,1.32,132.42,4.34,,49.1,70.6
1.35,134.79,4.42,1.33,132.74,4.35,,49.9,70.4
1.32,131.97,4.33,1.3,129.64,4.25,,51.1,66.2
1.36,135.9,4.46,1.34,133.65,4.38,,45.1,70.7
1.35,135.26,4.44,1.33,133.31,4.37,,52.4,69.8
1.36,135.56,4.45,1.33,133.36,4.38,,52.9,69.3
1.38,137.74,4.52,1.36,135.79,4.45,,47.5,71.6
1.37,136.75,4.49,1.35,135.11,4.43,,51.1,69.9
1.35,135.27,4.44,1.33,133.36,4.38,,45.8,68.4
1.34,133.94,4.39,1.32,132.06,4.33,,46.2,67.3
1.34,134.03,4.4,1.32,132.04,4.33,,47.6,67.2
1.34,133.79,4.39,1.32,132.04,4.33,,47.5,67.5
1.33,133.25,4.37,1.32,131.98,4.33,,48.1,67.2
1.33,133.11,4.37,1.32,131.79,4.32,,44.7,66.9
1.33,132.51,4.35,1.31,131.35,4.31,,43.1,66.6
1.32,132.18,4.34,1.31,130.67,4.29,,42.3,65.6
1.32,132.44,4.35,1.31,130.67,4.29,,42.2,65
1.32,132.28,4.34,1.31,131.05,4.3,,40.9,65.5
1.32,132.13,4.33,1.31,131.09,4.3,,41.1,65.4
1.33,132.73,4.35,1.32,131.59,4.32,,41.7,66.1
1.32,131.98,4.33,1.31,131.02,4.3,,41.2,65.2
1.31,131,4.3,1.3,130.01,4.27,,41.7,64.4
1.31,130.8,4.29,1.3,129.7,4.26,,41.1,64.1
1.31,131.34,4.31,1.3,129.99,4.26,,41.7,64.2
