Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
152,153,15,13,0,0
134,150,109,33,94,20
131,152,116,98,7,65
129,154,101,95,-15,-3
131,158,84,141,-17,46
133,154,121,138,37,-3
149,167,104,106,-17,-32
162,165,113,94,9,-12
167,174,122,102,9,8
174,155,129,86,7,-16
176,151,136,84,7,-2
173,158,133,84,-3,0
171,150,128,78,-5,-6
171,147,124,77,-4,-1
165,144,118,74,-6,-3
168,145,117,74,-1,0
166,144,136,80,19,6
168,146,114,84,-22,4
174,136,130,77,16,-7
175,151,113,95,-17,18
177,144,111,88,-2,-7
174,135,119,81,8,-7
171,131,127,79,8,-2
169,140,108,135,-19,56
169,138,132,135,24,0
170,137,132,125,0,-10
173,150,104,98,-28,-27
172,150,123,136,19,38
171,151,132,97,9,-39
163,151,133,96,1,-1
158,153,88,135,-45,39
148,156,82,139,-6,4
140,155,129,92,47,-47
133,155,78,89,-51,-3
127,156,123,89,45,0
137,161,129,89,6,0
138,163,123,91,-6,2
151,163,122,86,-1,-5
160,166,126,85,4,-1
175,163,141,81,15,-4
176,166,135,82,-6,1
172,164,154,77,19,-5
167,156,122,68,-32,-9
158,153,115,66,-7,-2
160,147,112,63,-3,-3
164,142,111,64,-1,1
168,140,111,66,0,2
174,140,112,69,1,3
175,134,112,71,0,2
174,138,109,76,-3,5
172,139,107,82,-2,6
170,142,106,123,-1,41
169,143,105,91,-1,-32
168,147,106,95,1,4
169,146,103,99,-3,4
170,153,136,106,33,7
169,155,134,108,-2,2
170,156,131,107,-3,-1
169,158,132,106,1,-1
164,158,131,104,-1,-2
157,160,131,102,0,-2
148,161,131,100,0,-2
141,162,123,98,-8,-2
138,161,122,96,-1,-2
135,162,114,94,-8,-2
139,164,112,93,-2,-1
145,163,116,129,4,36
157,165,121,132,5,3
163,165,118,88,-3,-44
171,169,123,87,5,-1
175,169,128,84,5,-3
175,168,133,80,5,-4
167,164,120,126,-13,46
162,162,114,72,-6,-54
157,154,108,67,-6,-5
163,147,108,63,0,-4
167,141,109,64,1,1
172,134,109,64,0,0
174,138,109,69,0,5
175,135,107,72,-2,3
172,139,105,77,-2,5
170,134,105,123,0,46
169,136,133,122,28,-1
168,140,124,124,-9,2
168,143,120,131,-4,7
168,149,120,129,0,-2
170,151,123,117,3,-12
170,158,95,133,-28,16
170,161,122,129,27,-4
170,161,122,107,0,-22
168,166,85,110,-37,3
167,162,127,108,42,-2
165,163,132,104,5,-4
155,159,72,101,-60,-3
145,160,67,98,-5,-3
130,159,62,96,-5,-2
126,160,64,93,2,-3
126,159,141,134,77,41
131,160,122,129,-19,-5
134,162,104,132,-18,3
141,162,97,128,-7,-4
150,158,114,121,17,-7
157,159,122,116,8,-5
166,154,120,108,-2,-8
170,149,128,113,8,5
170,153,128,123,0,10
169,151,126,68,-2,-55
161,166,118,129,-8,61
150,165,107,69,-11,-60
137,160,96,67,-11,-2
135,158,91,64,-5,-3
139,152,95,64,4,0
145,145,99,61,4,-3
150,144,101,63,2,2
155,139,104,64,3,1
160,142,106,68,2,4
160,137,106,69,0,1
158,131,104,69,-2,0
151,174,99,115,-5,46
144,175,94,119,-5,4
