Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.32,131.64,4.32,1.29,128.6,4.22,,45.1,62.7
1.31,131.18,4.3,1.28,128.05,4.2,,46.6,62.4
1.32,131.52,4.32,1.29,128.84,4.23,,48.5,62.6
1.25,124.59,4.09,1.22,122.01,4,,48.3,53.3
1.43,143.44,4.71,1.41,141.18,4.63,,49.1,72.5
1.43,143.24,4.7,1.41,141.2,4.63,,49.8,72.4
1.43,143.14,4.7,1.41,141.47,4.64,,46.8,72.3
1.43,143.2,4.7,1.42,142.04,4.66,,47.1,72
1.43,142.74,4.68,1.42,141.81,4.65,,46.9,72
1.43,142.57,4.68,1.42,141.92,4.66,,48.1,72.2
1.44,143.52,4.71,1.42,142.41,4.67,,48,72.3
1.31,131.11,4.3,1.3,129.75,4.26,,48.9,59.4
1.33,132.6,4.35,1.31,130.84,4.29,,49.1,60.9
1.33,133.04,4.36,1.31,130.92,4.3,,49.1,60.8
1.34,134.04,4.4,1.32,131.91,4.33,,48.9,61.5
1.47,146.77,4.82,1.45,144.75,4.75,,48.9,74.2
1.45,145.13,4.76,1.43,143.15,4.7,,48.7,72.3
1.46,146.06,4.79,1.44,143.99,4.72,,48.7,73
1.45,145.07,4.76,1.43,143.07,4.69,,49,71.8
1.45,145.17,4.76,1.43,143.23,4.7,,48.9,71.4
1.43,143.23,4.7,1.41,141.38,4.64,,49,70.3
1.43,142.6,4.68,1.41,140.83,4.62,,49,69.6
1.4,139.77,4.59,1.38,137.96,4.53,,48.7,66.7
1.41,141.46,4.64,1.4,139.61,4.58,,48.7,68.2
1.41,140.92,4.62,1.39,139.17,4.57,,49.9,67.6
1.39,139.42,4.57,1.37,137.33,4.51,,50,66.9
1.41,140.84,4.62,1.39,138.64,4.55,,49.9,67.6
1.41,141.37,4.64,1.39,138.78,4.55,,49.6,67.6
1.42,141.99,4.66,1.39,139.14,4.56,,49.2,67.6
1.43,142.6,4.68,1.4,139.61,4.58,,48,68.6
1.42,141.71,4.65,1.39,138.91,4.56,,47.4,67.7
1.41,141.45,4.64,1.38,138.1,4.53,,47.2,67
1.41,140.75,4.62,1.38,137.52,4.51,,48.8,65.9
1.41,140.88,4.62,1.37,137.36,4.51,,47.4,65.7
1.4,140.48,4.61,1.37,136.92,4.49,,47.4,65.2
1.41,140.74,4.62,1.37,137.24,4.5,,47.6,65.8
