Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.39,139.17,4.57,1.37,137.06,4.5,,49.1,64.2
1.39,139.36,4.57,1.37,137.47,4.51,,49,64.4
1.39,138.72,4.55,1.37,137.46,4.51,,49.7,63.8
1.38,138.26,4.54,1.37,137.25,4.5,,50.2,63.6
1.38,138.2,4.53,1.37,137.22,4.5,,48.4,63.9
1.39,138.71,4.55,1.38,137.98,4.53,,48,64.8
1.39,138.64,4.55,1.38,137.93,4.53,,48.9,65.2
1.4,139.67,4.58,1.39,139.39,4.57,,48.9,66.4
1.4,139.65,4.58,1.39,139.15,4.57,,48.3,66.4
1.41,140.71,4.62,1.4,139.94,4.59,,48.3,66.9
1.4,140.2,4.6,1.4,139.75,4.58,,47.2,66.5
1.4,140.3,4.6,1.4,139.84,4.59,,47.1,66.8
1.41,140.64,4.61,1.4,140.13,4.6,,46.4,66.9
1.41,141.13,4.63,1.41,140.69,4.62,,46.6,67.7
1.42,141.65,4.65,1.41,141.39,4.64,,46.8,68.2
1.43,142.96,4.69,1.43,142.79,4.68,,46.8,69.5
1.44,143.91,4.72,1.44,143.91,4.72,,47.2,70
1.45,144.8,4.75,1.45,144.99,4.76,,47.3,71.8
1.46,145.84,4.78,1.46,145.92,4.79,,48.5,72.3
1.47,147.24,4.83,1.47,147.07,4.83,,48.2,73.2
1.47,147.17,4.83,1.46,146.26,4.8,,48.4,72.1
1.46,146.11,4.79,1.45,144.73,4.75,,48.6,70.6
1.47,146.66,4.81,1.45,144.82,4.75,,48.4,71
1.48,147.94,4.85,1.46,145.77,4.78,,48.6,71.7
1.48,147.94,4.85,1.46,145.96,4.79,,49,72.6
1.49,149.49,4.9,1.48,147.55,4.84,,47.7,73.9
1.47,147.35,4.83,1.45,145.46,4.77,,47.9,72.1
1.48,148.38,4.87,1.46,145.88,4.79,,47.5,72.1
1.45,145.49,4.77,1.43,143.22,4.7,,47.4,69.2
1.46,145.99,4.79,1.44,143.8,4.72,,48,69.7
1.46,145.7,4.78,1.43,143.37,4.7,,47.4,69
1.43,143.43,4.71,1.42,141.52,4.64,,47.4,67.5
1.42,142.21,4.67,1.4,140.2,4.6,,48.4,65.9
1.41,141.41,4.64,1.4,139.71,4.58,,47.8,65.5
1.41,141.17,4.63,1.4,139.58,4.58,,48,65
1.4,140.47,4.61,1.39,139.08,4.56,,48.1,64.6
1.42,142.24,4.67,1.4,140.47,4.61,,47.7,65.5
1.41,141.31,4.64,1.4,139.77,4.59,,48.2,64.9
1.41,141.19,4.63,1.4,139.65,4.58,,47.4,64.4
1.41,140.7,4.62,1.4,139.61,4.58,,48.5,64.4
1.4,140.22,4.6,1.39,139.16,4.57,,48.5,64.5
1.4,140.12,4.6,1.39,139.34,4.57,,48.4,64.8
