Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
173,152,136,131,0,0
173,143,134,132,-2,1
174,148,132,116,-2,-16
175,162,132,120,0,4
172,161,130,128,-2,8
169,156,127,122,-3,-6
171,132,129,69,2,-53
176,139,129,94,0,25
174,142,128,121,-1,27
174,144,125,112,-3,-9
175,144,122,116,-3,4
174,158,122,138,0,22
171,162,119,128,-3,-10
172,177,117,131,-2,3
172,174,115,124,-2,-7
170,174,111,132,-4,8
169,175,112,130,1,-2
167,173,110,123,-2,-7
163,172,118,122,8,-1
158,167,120,118,2,-4
148,170,69,121,-51,3
140,170,67,120,-2,-1
133,171,65,118,-2,-2
132,172,68,120,3,2
133,172,70,119,2,-1
136,173,127,117,57,-2
140,175,111,117,-16,0
138,178,124,124,13,7
150,179,131,112,7,-12
159,179,127,112,-4,0
167,170,126,108,-1,-4
178,172,135,109,9,1
176,172,132,109,-3,0
176,171,135,111,3,2
173,166,127,110,-8,-1
174,167,129,112,2,2
177,160,132,114,3,2
176,156,130,118,-2,4
177,147,129,134,-1,16
179,141,129,64,0,-70
178,135,128,63,-1,-1
176,134,127,65,-1,2
178,131,127,131,0,66
178,135,125,122,-2,-9
178,139,124,110,-1,-12
177,145,121,108,-3,-2
176,154,121,128,0,20
172,160,124,124,3,-4
173,170,119,124,-5,0
172,177,115,125,-4,1
172,172,112,127,-3,2
172,175,110,129,-2,2
173,176,113,128,3,-1
168,178,120,126,7,-2
171,177,107,123,-13,-3
165,171,107,118,0,-5
160,171,119,117,12,-1
146,169,66,116,-53,-1
138,173,65,117,-1,1
134,175,65,117,0,0
134,176,70,116,5,-1
141,176,76,117,6,1
140,176,115,116,39,-1
146,177,123,113,8,-3
153,178,96,113,-27,0
168,178,130,112,34,-1
172,153,126,97,-4,-15
176,153,128,95,2,-2
173,148,130,92,2,-3
176,146,130,88,0,-4
178,173,127,98,-3,10
178,173,127,94,0,-4
174,166,124,127,-3,33
174,140,121,61,-3,-66
175,146,121,65,0,4
176,139,121,63,0,-2
176,134,123,64,2,1
174,130,121,64,-2,0
173,136,122,134,1,70
175,136,121,130,-1,-4
176,145,119,116,-2,-14
176,144,115,115,-4,-1
174,155,117,118,2,3
172,162,114,114,-3,-4
171,172,122,117,8,3
168,178,124,121,2,4
171,172,121,124,-3,3
170,177,122,117,1,-7
170,178,129,117,7,0
168,177,105,119,-24,2
165,177,119,120,14,1
161,176,67,116,-52,-4
150,172,63,112,-4,-4
146,171,61,111,-2,-1
139,173,60,112,-1,1
133,173,61,113,1,1
132,174,63,113,2,0
131,173,68,112,5,-1
139,173,130,112,62,0
142,174,113,110,-17,-2
148,174,129,110,16,0
151,173,94,104,-35,-6
162,172,104,104,10,0
166,172,109,102,5,-2
172,171,113,101,4,-1
170,173,113,99,0,-2
172,170,113,95,0,-4
165,170,108,94,-5,-1
163,167,105,95,-3,1
161,163,101,98,-4,3
159,155,97,112,-4,14
154,157,91,118,-6,6
158,144,94,139,3,21
157,136,91,65,-3,-74
159,135,92,65,1,0
163,133,92,67,0,2
171,133,98,37,6,-30
168,137,105,56,7,19
173,173,96,105,-9,49
173,173,95,105,-1,0
