Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.35,135.47,4.44,1.33,132.96,4.36,,41.6,66.4
1.56,156.27,5.13,1.54,153.89,5.05,,46.6,84.7
1.6,159.78,5.24,1.57,157.29,5.16,,43.5,86.8
1.61,161.15,5.29,1.59,158.64,5.2,,42.7,87.6
1.61,160.81,5.28,1.59,158.6,5.2,,48.1,87.8
1.62,162.29,5.32,1.6,160.42,5.26,,51.8,89.2
1.62,162.38,5.33,1.61,160.79,5.28,,54,89.3
1.63,163.47,5.36,1.61,160.8,5.28,,49.7,89.1
1.63,163.2,5.35,1.61,160.9,5.28,,50.2,89.3
1.62,162.47,5.33,1.61,160.99,5.28,,50.2,89.2
1.62,161.82,5.31,1.6,160.2,5.26,,51.3,89.1
1.63,163.11,5.35,1.61,161.29,5.29,,52.2,89.3
1.63,162.73,5.34,1.61,161.08,5.28,,52.7,89.4
1.64,164.25,5.39,1.62,161.82,5.31,,52.9,89.3
1.63,163.06,5.35,1.61,161.39,5.29,,52.7,88.9
1.63,163.44,5.36,1.62,161.91,5.31,,54.2,89
1.63,163.32,5.36,1.62,161.58,5.3,,54.6,89.4
1.62,162.19,5.32,1.61,161.3,5.29,,54.9,89.1
1.65,165.2,5.42,1.64,164.42,5.39,,53.2,91.4
1.66,166.28,5.46,1.65,165.09,5.42,,52.3,91.9
1.68,168.18,5.52,1.67,166.82,5.47,,53.6,93.6
1.71,170.91,5.61,1.7,169.53,5.56,,54.1,95.7
1.59,158.97,5.22,1.58,157.83,5.18,,53.9,84
1.62,162.31,5.33,1.62,161.64,5.3,,54,87.4
1.59,159.26,5.23,1.58,158.39,5.2,,53.7,84.6
1.6,160.37,5.26,1.59,159.3,5.23,,53.8,84.8
1.61,161.33,5.29,1.6,160.14,5.25,,53.5,85.2
1.62,161.6,5.3,1.6,160.42,5.26,,53,85.4
1.61,160.97,5.28,1.6,160.27,5.26,,53.7,85.7
1.61,161.12,5.29,1.6,160.41,5.26,,53.6,85.9
1.6,160.44,5.26,1.6,159.71,5.24,,52.8,85.1
1.59,159.09,5.22,1.58,158.29,5.19,,52.3,83.4
1.6,160.2,5.26,1.59,159.41,5.23,,53,84.3
1.62,162.07,5.32,1.61,161.25,5.29,,53,85.8
1.62,162.18,5.32,1.61,161.32,5.29,,52.7,85.8
1.59,159.4,5.23,1.59,158.82,5.21,,52.6,83.2
1.59,158.81,5.21,1.58,158.21,5.19,,52.7,82.8
1.59,158.92,5.21,1.58,158.15,5.19,,52.3,82.4
1.58,158.1,5.19,1.57,157.44,5.17,,51.8,81.5
1.58,158,5.18,1.57,157.08,5.15,,51.7,81.2
1.58,158.1,5.19,1.57,157.16,5.16,,51.7,81.2
1.58,157.99,5.18,1.57,157.14,5.16,,53.9,81.2
1.58,158.07,5.19,1.57,157.26,5.16,,53.2,81.1
1.58,158.23,5.19,1.57,157.29,5.16,,52.7,80.9
1.59,158.72,5.21,1.58,157.74,5.18,,51.4,81
1.59,159.12,5.22,1.58,158.11,5.19,,51.4,81.2
1.6,159.82,5.24,1.59,158.85,5.21,,53.1,82
1.6,160.03,5.25,1.59,159.08,5.22,,53,82.2
1.6,160.14,5.25,1.59,159.14,5.22,,53.4,82.2
1.6,160.17,5.25,1.59,159.04,5.22,,54.7,82.1
1.6,160.16,5.25,1.59,159.02,5.22,,50.3,82
1.6,160.2,5.26,1.59,159.18,5.22,,55,82
1.6,160.05,5.25,1.59,158.96,5.22,,51.8,81.8
1.6,159.83,5.24,1.59,158.81,5.21,,50.6,81.8
1.59,159.27,5.23,1.58,158.28,5.19,,49.6,81.8
1.59,159.17,5.22,1.58,158.25,5.19,,49.6,81.6
1.59,158.81,5.21,1.58,157.92,5.18,,49.8,81.4
1.59,158.52,5.2,1.58,157.88,5.18,,49.8,81.5
1.59,158.55,5.2,1.58,158.25,5.19,,49.7,81.5
1.59,159.13,5.22,1.59,158.85,5.21,,50.2,81.8
1.6,159.51,5.23,1.59,159.35,5.23,,53.4,82.5
1.61,160.81,5.28,1.61,160.59,5.27,,52.9,83.8
1.63,163.27,5.36,1.63,163.13,5.35,,53,86
1.62,161.81,5.31,1.62,161.59,5.3,,54.2,84.4
1.65,164.51,5.4,1.64,164.09,5.38,,53.8,87
1.63,163.48,5.36,1.63,163.04,5.35,,54.8,85.6
1.66,165.69,5.44,1.65,165.23,5.42,,54.1,88
1.64,164.23,5.39,1.64,163.94,5.38,,52.9,86.6
1.63,163.44,5.36,1.63,162.82,5.34,,53.2,85.4
1.64,163.85,5.38,1.63,163.23,5.36,,53,85.8
1.64,164.46,5.4,1.64,163.58,5.37,,53.2,86.1
1.63,162.52,5.33,1.62,161.92,5.31,,53.5,84.2
1.62,161.79,5.31,1.61,161.27,5.29,,53.3,83.7
1.62,161.74,5.31,1.61,161.03,5.28,,52.7,83.7
1.61,160.65,5.27,1.6,159.9,5.25,,52.3,82.5
1.61,160.62,5.27,1.6,159.79,5.24,,52.2,82.3
1.61,160.58,5.27,1.6,159.81,5.24,,52,82.2
1.6,160.41,5.26,1.6,159.62,5.24,,52.2,82.1
1.61,160.86,5.28,1.6,159.76,5.24,,52.1,82
1.6,160.24,5.26,1.59,159.18,5.22,,51.7,81.5
1.61,160.51,5.27,1.59,159.45,5.23,,51.8,81.7
1.6,160.05,5.25,1.59,158.97,5.22,,51.6,81.1
1.6,160.15,5.25,1.59,159.07,5.22,,51.4,81.2
1.59,159.47,5.23,1.58,158.5,5.2,,51,80.5
1.59,159.15,5.22,1.58,158.28,5.19,,51,80.1
1.59,158.76,5.21,1.58,157.92,5.18,,52.5,79.8
1.59,158.79,5.21,1.58,158.06,5.19,,52.5,79.7
1.59,158.71,5.21,1.58,157.84,5.18,,53.3,79.6
1.59,159.06,5.22,1.58,158.16,5.19,,54.1,79.7
1.59,158.9,5.21,1.58,158.14,5.19,,55.1,79.7
1.59,159,5.22,1.58,158.19,5.19,,52.6,79.9
1.59,159.25,5.22,1.58,158.41,5.2,,51.5,80
1.59,159.27,5.23,1.58,158.46,5.2,,51.4,80.1
1.6,160.15,5.25,1.59,159.3,5.23,,51.3,80.8
1.6,160.15,5.25,1.59,159.3,5.23,,50.9,80.9
1.6,160.17,5.26,1.59,159.38,5.23,,50.8,81.2
1.6,159.92,5.25,1.59,159.09,5.22,,50.8,81
1.6,159.86,5.24,1.59,159.1,5.22,,50.7,81
1.6,159.89,5.25,1.59,159.17,5.22,,50.7,81.1
1.6,159.7,5.24,1.59,159.07,5.22,,50.4,81
1.6,159.52,5.23,1.59,159.01,5.22,,50.6,80.9
1.59,159.34,5.23,1.59,159.06,5.22,,50.5,81.1
1.59,159.37,5.23,1.59,159.2,5.22,,50.8,81.2
1.59,159.47,5.23,1.6,159.62,5.24,,51,81.7
1.6,159.73,5.24,1.6,159.93,5.25,,51.6,81.9
1.6,159.83,5.24,1.6,160.11,5.25,,53.2,82.3
1.61,160.8,5.28,1.61,160.97,5.28,,53.3,82.8
1.62,162.25,5.32,1.62,162.4,5.33,,53.5,84
1.64,163.52,5.36,1.63,163.47,5.36,,53.2,85.5
1.64,164.49,5.4,1.65,164.89,5.41,,53.5,87.2
1.65,165.44,5.43,1.65,165.41,5.43,,54.2,87.8
1.65,165.06,5.42,1.65,165.39,5.43,,53.9,87.9
1.63,163.18,5.35,1.63,163.42,5.36,,54.3,85.9
1.63,162.88,5.34,1.63,163.02,5.35,,54.2,85.2
1.65,164.65,5.4,1.65,165.08,5.42,,54.4,87
1.63,163.14,5.35,1.63,163.26,5.36,,54.8,85
1.62,161.66,5.3,1.61,161.45,5.3,,54.6,83.2
1.61,160.98,5.28,1.61,160.75,5.27,,54.9,82.5
1.6,160.33,5.26,1.6,160.07,5.25,,54.6,81.1
1.6,160.34,5.26,1.6,160.04,5.25,,54.5,81.2
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
