Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
18,34,42,164,0,0
56,156,40,25,-2,-139
59,97,40,4,0,-21
56,81,22,49,-18,45
49,85,19,49,-3,0
49,81,17,52,-2,3
46,24,17,22,0,-30
66,47,18,155,1,133
67,115,22,110,4,-45
47,83,35,56,13,-54
66,61,100,46,65,-10
95,95,143,68,43,22
92,97,146,77,3,9
84,78,67,64,-79,-13
76,74,64,74,-3,10
70,75,64,82,0,8
68,97,55,12,-9,-70
15,91,28,68,-27,56
13,10,119,119,91,51
13,11,119,120,0,1
11,12,118,120,-1,0
56,62,55,66,-63,-54
66,64,67,68,12,2
129,168,138,40,71,-28
126,169,47,19,-91,-21
158,152,29,15,-18,-4
105,160,67,24,38,9
119,161,22,15,-45,-9
141,140,15,16,-7,1
153,169,16,16,1,0
150,172,7,15,-9,-1
149,174,5,20,-2,5
153,137,9,15,4,-5
164,158,16,10,7,-5
162,134,13,17,-3,7
166,150,13,18,0,1
155,141,8,17,-5,-1
164,132,11,13,3,-4
163,147,10,24,-1,11
168,151,14,18,4,-6
168,136,10,12,-4,-6
153,157,10,13,0,1
160,150,10,11,0,-2
164,144,15,16,5,5
169,150,17,11,2,-5
141,151,27,15,10,4
167,152,16,16,-11,1
172,149,14,17,-2,1
175,143,32,17,18,0
172,147,23,18,-9,1
176,153,25,13,2,-5
163,154,21,6,-4,-7
145,160,16,7,-5,1
165,159,18,8,2,1
160,160,17,6,-1,-2
166,157,19,9,2,3
153,160,14,9,-5,0
156,155,13,13,-1,4
155,164,14,15,1,2
156,161,15,15,1,0
157,158,13,11,-2,-4
158,135,12,9,-1,-2
160,136,11,16,-1,7
162,158,12,7,1,-9
160,161,11,14,-1,7
157,162,10,12,-1,-2
161,164,12,12,2,0
160,163,10,15,-2,3
164,170,13,20,3,5
159,175,8,18,-5,-2
160,174,9,20,1,2
155,168,7,24,-2,4
157,171,9,23,2,-1
154,176,12,18,3,-5
153,172,10,18,-2,0
154,169,13,17,3,-1
149,162,8,16,-5,-1
155,169,9,18,1,2
159,164,8,13,-1,-5
162,167,10,18,2,5
162,120,14,22,4,4
164,134,7,23,-7,1
160,141,4,23,-3,0
160,153,3,20,-1,-3
172,116,7,15,4,-5
164,122,4,15,-3,0
167,144,10,15,6,0
167,139,9,14,-1,-1
169,138,14,15,5,1
175,133,13,15,-1,0
178,133,15,15,2,0
172,131,15,15,0,0
175,134,37,16,22,1
177,135,21,20,-16,4
175,131,20,14,-1,-6
169,137,16,15,-4,1
166,155,26,11,10,-4
166,175,15,7,-11,-4
161,142,14,12,-1,5
163,172,11,9,-3,-3
157,159,11,3,0,-6
161,159,10,10,-1,7
156,164,11,2,1,-8
159,135,13,12,2,10
159,164,14,5,1,-7
161,129,14,12,0,7
161,164,14,9,0,-3
164,172,13,13,-1,4
163,169,12,14,-1,1
164,176,11,12,-1,-2
164,165,10,14,-1,2
164,171,10,20,0,6
159,172,11,27,1,7
157,173,7,53,-4,26
163,172,12,44,5,-9
157,169,11,128,-1,84
165,175,12,128,1,0
164,174,12,129,0,1
156,174,10,110,-2,-19
160,177,13,131,3,21
