Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
131,173,145,120,0,0
141,171,139,115,-6,-5
150,171,131,114,-8,-1
148,173,88,123,-43,9
140,173,89,124,1,1
129,174,82,124,-7,0
133,176,71,122,-11,-2
136,175,118,121,47,-1
140,174,110,120,-8,-1
140,175,110,117,0,-3
143,175,130,116,20,-1
149,173,138,114,8,-2
162,169,123,113,-15,-1
174,171,138,109,15,-4
176,172,130,105,-8,-4
169,172,134,128,4,23
175,174,133,113,-1,-15
178,171,132,123,-1,10
179,175,133,112,1,-11
170,167,126,116,-7,4
169,157,125,71,-1,-45
169,155,125,68,0,-3
171,147,128,66,3,-2
173,142,128,66,0,0
175,141,126,67,-2,1
177,137,125,71,-1,4
177,135,125,128,0,57
175,135,125,117,0,-11
174,135,131,114,6,-3
174,143,129,92,-2,-22
173,153,129,125,0,33
173,167,125,126,-4,1
172,175,117,130,-8,4
173,169,119,134,2,4
175,171,121,131,2,-3
174,176,104,132,-17,1
172,176,108,132,4,0
164,172,119,128,11,-4
155,170,67,127,-52,-1
145,170,65,126,-2,-1
145,172,63,129,-2,3
133,175,63,129,0,0
134,176,64,129,1,0
132,175,67,128,3,-1
131,174,135,132,68,4
134,174,126,131,-9,-1
134,173,121,131,-5,0
141,172,131,129,10,-2
147,170,95,132,-36,3
157,171,131,125,36,-7
168,171,130,127,-1,2
175,169,131,122,1,-5
168,169,129,114,-2,-8
175,170,126,113,-3,-1
176,169,123,119,-3,6
176,172,126,80,3,-39
170,165,122,127,-4,47
169,162,124,74,2,-53
169,155,126,69,2,-5
172,148,127,68,1,-1
175,145,127,68,0,0
176,141,127,69,0,1
176,136,126,69,-1,0
177,134,126,71,0,2
178,137,126,75,0,4
178,135,126,122,0,47
176,138,127,129,1,7
176,143,128,88,1,-41
175,151,126,132,-2,44
175,160,124,133,-2,1
175,170,125,132,1,-1
155,173,114,122,-11,-10
156,166,116,125,2,3
155,172,112,117,-4,-8
145,171,106,129,-6,12
169,175,126,126,20,-3
165,174,121,126,-5,0
158,167,69,125,-52,-1
150,170,67,126,-2,1
143,172,65,127,-2,1
137,173,65,128,0,1
134,173,64,127,-1,-1
130,172,65,127,1,0
128,172,68,127,3,0
135,173,74,126,6,-1
135,173,77,126,3,0
137,173,81,126,4,0
141,173,117,128,36,2
149,173,92,131,-25,3
158,175,134,130,42,-1
167,176,108,126,-26,-4
176,177,116,120,8,-6
176,178,121,120,5,0
175,172,121,113,0,-7
172,176,121,111,0,-2
174,178,119,113,-2,2
177,166,118,111,-1,-2
177,169,116,117,-2,6
176,166,114,117,-2,0
169,170,108,130,-6,13
163,163,102,123,-6,-7
162,152,99,119,-3,-4
156,153,94,125,-5,6
158,153,97,108,3,-17
159,147,99,116,2,8
159,144,101,67,2,-49
153,139,98,9,-3,-58
140,137,97,67,-1,58
135,137,97,69,0,2
131,152,94,18,-3,-51
130,156,94,18,0,0
129,162,93,11,-1,-7
128,163,93,7,0,-4
126,164,93,7,0,0
125,166,89,8,-4,1
125,168,93,9,4,1
125,170,96,9,3,0
128,172,99,10,3,1
127,173,98,10,-1,0
126,173,99,10,1,0
