Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.57,156.7,5.14,1.54,153.96,5.05,,53,79.9
1.57,157.27,5.16,1.55,154.51,5.07,,53.2,81.4
1.58,157.5,5.17,1.54,154.48,5.07,,53.4,81.1
1.56,156.41,5.13,1.54,153.72,5.04,,52.7,79.6
1.58,157.72,5.17,1.55,155.02,5.09,,52.8,80.2
1.54,154.34,5.06,1.52,151.81,4.98,,53.7,77.5
1.53,153.31,5.03,1.51,150.98,4.95,,53.7,76.1
1.52,151.65,4.98,1.49,149.48,4.9,,52.7,75.7
1.52,152.29,5,1.51,150.52,4.94,,52.1,75.7
1.52,151.84,4.98,1.5,150.17,4.93,,50.8,75.7
1.51,150.81,4.95,1.5,149.5,4.9,,50.4,75.7
1.51,150.67,4.94,1.5,149.78,4.91,,52.2,75.7
1.53,153.08,5.02,1.53,152.51,5,,50.3,77.6
1.52,151.9,4.98,1.52,151.66,4.98,,50.8,77.1
1.52,152.33,5,1.52,152.29,5,,50.3,77.6
1.52,151.83,4.98,1.52,151.91,4.98,,49.3,77.1
1.5,149.73,4.91,1.5,150.05,4.92,,49.2,75.1
1.52,151.72,4.98,1.52,152.14,4.99,,49.3,77.3
1.51,151.25,4.96,1.52,151.7,4.98,,49.4,77.4
1.55,155.48,5.1,1.56,155.95,5.12,,49.9,81.4
1.57,157.3,5.16,1.58,157.56,5.17,,50.7,83.6
1.57,156.96,5.15,1.56,156.49,5.13,,50.8,82.4
1.57,156.94,5.15,1.56,156.06,5.12,,50.8,82.5
1.57,156.73,5.14,1.55,155.05,5.09,,50.6,81.2
1.58,158.34,5.19,1.57,156.57,5.14,,51.8,82.9
1.58,157.93,5.18,1.56,155.62,5.11,,52.1,82.4
1.59,159.2,5.22,1.57,156.79,5.14,,52.1,83.2
1.59,159.41,5.23,1.57,157.05,5.15,,53,83.5
1.56,156.04,5.12,1.54,153.51,5.04,,52.8,79.4
1.54,154.47,5.07,1.52,151.94,4.98,,52.7,77.8
1.53,153.12,5.02,1.51,150.8,4.95,,52.7,76.4
1.52,151.69,4.98,1.49,149.18,4.89,,52.4,74.7
1.52,151.75,4.98,1.5,149.58,4.91,,53.1,74.8
1.51,150.84,4.95,1.49,148.56,4.87,,52.7,73.4
1.53,152.94,5.02,1.51,150.89,4.95,,54.1,75.5
1.49,149.04,4.89,1.47,146.61,4.81,,54.3,71.5
1.51,151.35,4.97,1.49,149.19,4.89,,54.6,73.9
1.5,150.26,4.93,1.48,148.1,4.86,,53.5,72.9
1.5,149.57,4.91,1.47,147.34,4.83,,54.3,72.3
1.5,149.6,4.91,1.47,147.4,4.84,,53.9,72.5
1.49,148.5,4.87,1.46,146.49,4.81,,52.6,71.9
1.49,149.1,4.89,1.47,147.17,4.83,,52.2,72.3
1.49,148.68,4.88,1.47,146.96,4.82,,51.8,72.6
1.49,148.91,4.89,1.47,147.33,4.83,,51.3,72.9
1.49,149.04,4.89,1.48,147.77,4.85,,51.6,73.6
1.5,149.53,4.91,1.49,148.7,4.88,,51.4,74.5
1.5,149.75,4.91,1.49,149.33,4.9,,51.6,75.6
1.5,149.89,4.92,1.5,149.75,4.91,,51.8,75.9
1.51,150.97,4.95,1.51,151.26,4.96,,52,77.5
1.51,151.11,4.96,1.52,151.51,4.97,,51.3,77.4
1.51,151.21,4.96,1.52,151.73,4.98,,51.3,77.8
1.52,151.62,4.97,1.52,152.22,4.99,,50.4,77.8
1.52,151.57,4.97,1.52,152.42,5,,50.3,78.5
1.53,152.81,5.01,1.54,153.67,5.04,,50.7,79.7
1.55,154.65,5.07,1.56,155.51,5.1,,50.2,82.1
1.55,155.32,5.1,1.56,156,5.12,,50.4,82.9
1.56,155.57,5.1,1.55,155.47,5.1,,50.9,82
1.51,151.38,4.97,1.5,150.47,4.94,,50.7,77.5
1.53,153.3,5.03,1.52,151.99,4.99,,51.4,78.6
1.53,153.28,5.03,1.51,151.47,4.97,,51.4,78.7
1.53,153.47,5.04,1.51,151.38,4.97,,51.4,78.5
1.54,153.53,5.04,1.51,151.36,4.97,,51.2,79
1.54,154.1,5.06,1.52,151.79,4.98,,51.2,79.6
1.54,153.71,5.04,1.51,151.4,4.97,,51.3,79.3
1.5,150.38,4.93,1.48,147.97,4.85,,51.4,75.9
1.49,149.11,4.89,1.47,146.78,4.82,,51.5,74.5
1.5,149.82,4.92,1.48,147.64,4.84,,51.8,74.9
1.52,152.43,5,1.5,150.38,4.93,,52,77.5
1.52,151.74,4.98,1.5,149.72,4.91,,52.2,76.6
1.52,151.69,4.98,1.49,149.46,4.9,,52.3,76.6
1.5,150.46,4.94,1.48,148.5,4.87,,52.4,75.6
1.49,149.06,4.89,1.47,146.95,4.82,,52.6,74.5
1.47,146.63,4.81,1.44,144.27,4.73,,52.8,72.1
1.47,146.65,4.81,1.44,143.97,4.72,,52.6,71.4
1.46,146.29,4.8,1.43,143.48,4.71,,52.2,71.2
1.46,145.8,4.78,1.43,143.21,4.7,,51.6,70.3
1.45,144.93,4.76,1.43,142.5,4.68,,51.4,70
1.45,145.23,4.76,1.43,142.96,4.69,,51.8,70.3
1.45,145.21,4.76,1.43,143.09,4.69,,51,70.6
1.45,144.99,4.76,1.43,143.23,4.7,,51.4,71.3
1.45,144.63,4.74,1.43,143.07,4.69,,51,72.2
1.45,144.9,4.75,1.44,143.59,4.71,,50.5,73
1.45,144.68,4.75,1.44,143.71,4.71,,50.1,73.6
1.45,145.02,4.76,1.44,144.13,4.73,,49.6,73.7
1.45,144.93,4.76,1.44,144.31,4.73,,49.6,73.9
1.45,145.33,4.77,1.45,145.07,4.76,,49.2,74.9
1.46,145.51,4.77,1.46,145.53,4.77,,48.9,75.3
