Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
174,173,105,114,0,0
173,171,105,114,0,0
173,173,105,114,0,0
172,173,105,114,0,0
172,174,105,114,0,0
172,174,105,114,0,0
172,175,105,112,0,-2
172,172,105,114,0,2
172,174,105,113,0,-1
172,175,105,113,0,0
172,175,104,113,-1,0
172,172,104,114,0,1
172,172,104,114,0,0
172,172,104,114,0,0
172,172,104,114,0,0
172,175,104,112,0,-2
172,175,104,112,0,0
172,173,104,113,0,1
172,173,104,113,0,0
172,173,104,113,0,0
172,173,104,113,0,0
172,175,104,112,0,-1
172,174,104,113,0,1
172,174,104,113,0,0
172,175,104,112,0,-1
172,172,104,113,0,1
172,172,104,113,0,0
172,175,104,112,0,-1
172,173,104,113,0,1
172,173,104,113,0,0
172,173,104,113,0,0
172,175,103,112,-1,-1
173,173,104,112,1,0
173,175,104,112,0,0
173,175,104,112,0,0
172,175,105,112,1,0
171,175,105,112,0,0
170,173,107,111,2,-1
170,157,129,117,22,6
172,173,106,113,-23,-4
169,173,104,113,-2,0
170,173,106,113,2,0
170,173,106,113,0,0
170,173,106,113,0,0
170,173,106,113,0,0
170,175,106,112,0,-1
170,175,106,113,0,1
170,172,106,114,0,1
169,174,106,113,0,-1
171,175,105,112,-1,-1
171,175,105,112,0,0
170,172,106,114,1,2
170,172,106,113,0,-1
168,173,104,113,-2,0
169,172,106,113,2,0
168,172,106,113,0,0
169,172,105,113,-1,0
171,172,106,113,1,0
171,172,106,113,0,0
171,172,106,113,0,0
171,172,106,113,0,0
170,172,105,113,-1,0
169,172,106,113,1,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
170,172,106,113,0,0
168,172,104,113,-2,0
171,172,105,113,1,0
171,172,105,113,0,0
171,174,105,112,0,-1
168,174,105,112,0,0
174,173,103,113,-2,1
171,173,104,112,1,-1
171,173,104,112,0,0
171,173,104,112,0,0
172,173,104,112,0,0
170,172,103,112,-1,0
171,176,103,110,0,-2
171,173,103,111,0,1
171,173,104,111,1,0
171,174,103,111,-1,0
170,172,104,112,1,1
170,174,103,111,-1,-1
173,174,103,111,0,0
170,171,104,112,1,1
171,171,104,113,0,1
170,170,104,113,0,0
169,171,104,112,0,-1
171,171,105,112,1,0
171,171,105,112,0,0
169,170,103,112,-2,0
172,170,104,113,1,1
171,170,104,113,0,0
171,170,104,113,0,0
168,170,105,112,1,-1
170,171,104,112,-1,0
172,171,104,112,0,0
169,171,104,113,0,1
170,171,104,113,0,0
170,171,104,113,0,0
169,171,103,113,-1,0
169,171,103,112,0,-1
169,171,103,112,0,0
171,171,104,112,1,0
170,171,104,112,0,0
171,171,103,112,-1,0
170,172,103,112,0,0
170,169,104,112,1,0
170,170,104,112,0,0
170,174,105,112,1,0
170,172,105,112,0,0
171,173,103,112,-2,0
