Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
0.856,85.637,2.81,0.843,84.31,2.77,,38.6,55.4
1,100.15,3.29,0.935,93.492,3.07,,29.8,48.9
1.07,106.69,3.5,1.01,101.42,3.33,,42.4,52.9
1.02,102.35,3.36,0.959,95.913,3.15,,40,53.8
1.06,105.72,3.47,1.02,101.64,3.33,,39.7,52.4
1.01,101.03,3.31,0.95,95.004,3.12,,34.5,52.3
1.2,120.31,3.95,1.18,118.33,3.88,,40.5,75.5
1.21,120.6,3.96,1.18,117.87,3.87,,39.9,75.2
0.994,99.419,3.26,0.925,92.499,3.03,,32.6,51.2
1.07,106.98,3.51,1,100.49,3.3,,32.5,59.1
1.09,108.6,3.56,1.04,103.71,3.4,,38.8,56.2
1.11,111.21,3.65,1.12,112.34,3.69,,38.7,53.1
1.17,116.88,3.83,1.13,113.35,3.72,,38.6,53.5
0.862,86.169,2.83,0.881,88.143,2.89,,33.6,43.4
1.09,109.1,3.58,1.02,102.06,3.35,,36.4,47.7
1.05,105.08,3.45,1,100.06,3.28,,38.8,46.7
1.37,136.55,4.48,1.34,134.36,4.41,,47.9,67.2
1.01,100.84,3.31,0.947,94.678,3.11,,38.1,44.6
1.36,135.55,4.45,1.33,133.27,4.37,,47.9,65.5
0.972,97.205,3.19,0.908,90.785,2.98,,35.4,43.8
1.37,136.64,4.48,1.34,134.28,4.41,,48.2,66.5
0.911,91.143,2.99,0.876,87.561,2.87,,33.4,41.9
1.33,133.38,4.38,1.31,130.77,4.29,,47.7,63.2
0.902,90.179,2.96,0.898,89.83,2.95,,35.3,41.8
1.37,136.56,4.48,1.34,133.81,4.39,,47.3,65.8
0.904,90.422,2.97,0.897,89.743,2.94,,27.2,40.4
1.36,135.95,4.46,1.33,133.14,4.37,,46.9,65.4
0.9,90.045,2.95,0.887,88.686,2.91,,29,39.3
1.39,139.47,4.58,1.37,136.74,4.49,,45.9,68.8
0.839,83.866,2.75,0.826,82.605,2.71,,26.3,38.9
1.37,136.54,4.48,1.34,133.7,4.39,,48.3,65.7
0.866,86.574,2.84,0.793,79.281,2.6,,30.3,38.3
1.33,132.72,4.35,1.3,129.93,4.26,,47.5,62.7
0.886,88.616,2.91,0.832,83.229,2.73,,25.8,40.5
1.32,131.75,4.32,1.3,129.85,4.26,,49.5,61.5
0.909,90.866,2.98,0.848,84.848,2.78,,30.4,43.2
1.37,136.84,4.49,1.35,134.97,4.43,,49.7,67
0.966,96.646,3.17,0.911,91.11,2.99,,30.3,43.1
1.33,133.16,4.37,1.31,131.43,4.31,,49.4,64.2
0.966,96.631,3.17,0.911,91.067,2.99,,29.6,45.3
1.33,133.48,4.38,1.32,131.59,4.32,,49.5,63.3
0.886,88.62,2.91,0.826,82.643,2.71,,29.9,38.7
1.31,131.34,4.31,1.29,129.1,4.24,,46.7,62
0.909,90.922,2.98,0.849,84.933,2.79,,30,38.4
1.32,131.95,4.33,1.31,130.53,4.28,,49.6,62.1
0.915,91.492,3,0.857,85.719,2.81,,30,38.6
1.3,130.33,4.28,1.29,128.76,4.22,,47.1,61.3
0.914,91.437,3,0.858,85.835,2.82,,34.6,38.7
1.3,129.55,4.25,1.28,127.83,4.19,,49.5,60.3
0.964,96.37,3.16,0.909,90.878,2.98,,30.8,44.2
1.3,129.96,4.26,1.28,128.23,4.21,,45.4,60.5
0.927,92.683,3.04,0.873,87.3,2.86,,30.3,41.9
1.29,129.3,4.24,1.28,127.95,4.2,,45.7,59.8
