Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
154,179,130,141,0,0
155,173,126,136,-4,-5
147,178,142,136,16,0
146,168,142,130,0,-6
150,173,141,136,-1,6
147,170,139,133,-2,-3
145,170,129,130,-10,-3
151,170,139,131,10,1
143,171,141,129,2,-2
160,172,93,130,-48,1
171,175,110,129,17,-1
173,175,112,128,2,-1
173,175,118,126,6,-2
174,176,119,124,1,-2
171,176,127,123,8,-1
170,174,130,119,3,-4
172,174,131,117,1,-2
169,172,128,114,-3,-3
172,170,128,113,0,-1
173,170,126,112,-2,-1
174,167,125,113,-1,1
176,160,125,114,0,1
176,154,122,119,-3,5
175,148,123,123,1,4
174,143,124,126,1,3
173,147,125,113,1,-13
173,142,128,115,3,2
170,145,135,117,7,2
169,146,103,110,-32,-7
170,144,130,112,27,2
171,156,134,122,4,10
172,160,132,121,-2,-1
173,168,129,132,-3,11
172,172,126,137,-3,5
172,179,123,139,-3,2
171,177,122,139,-1,0
171,177,121,139,-1,0
171,179,121,139,0,0
170,178,120,136,-1,-3
170,175,121,135,1,-1
174,173,123,133,2,-2
174,165,123,129,0,-4
175,165,74,129,-49,0
172,166,71,128,-3,-1
173,165,117,127,46,-1
172,168,117,127,0,0
177,168,113,126,-4,-1
175,170,117,127,4,1
175,171,118,126,1,-1
175,172,117,126,-1,0
176,173,119,125,2,-1
174,175,118,125,-1,0
171,175,122,124,4,-1
170,175,124,123,2,-1
170,175,126,121,2,-2
171,174,128,121,2,0
172,173,126,121,-2,0
171,171,128,117,2,-4
173,170,127,117,-1,0
174,169,126,115,-1,-2
174,165,129,114,3,-1
174,159,129,110,0,-4
174,153,130,130,1,20
174,145,129,70,-1,-60
174,137,128,70,-1,0
174,131,127,68,-1,-2
174,130,128,136,1,68
174,130,127,122,-1,-14
174,133,125,111,-2,-11
174,139,123,129,-2,18
173,146,122,127,-1,-2
173,155,122,133,0,6
173,164,121,131,-1,-2
173,174,119,130,-2,-1
173,179,118,128,-1,-2
173,175,118,135,0,7
173,177,118,133,0,-2
173,179,118,133,0,0
172,177,116,132,-2,-1
171,175,123,132,7,0
172,165,132,132,9,0
173,163,133,132,1,0
173,161,73,131,-60,-1
171,160,73,130,0,-1
172,164,132,131,59,1
172,164,120,130,-12,-1
173,167,119,130,-1,0
173,167,124,130,5,0
174,170,124,131,0,1
173,171,119,130,-5,-1
171,172,111,128,-8,-2
172,172,117,129,6,1
173,171,119,129,2,0
173,171,119,127,0,-2
172,164,121,124,2,-3
171,165,123,122,2,-2
173,167,120,120,-3,-2
175,167,118,105,-2,-15
173,162,126,100,8,-5
172,158,124,107,-2,7
171,153,124,126,0,19
171,147,127,138,3,12
171,143,127,135,0,-3
171,142,127,126,0,-9
170,140,125,121,-2,-5
170,143,125,120,0,-1
171,142,126,119,1,-1
171,148,126,92,0,-27
170,150,122,125,-4,33
170,156,120,127,-2,2
170,162,121,110,1,-17
171,165,121,115,0,5
170,170,121,121,0,6
170,173,122,123,1,2
171,174,125,124,3,1
171,173,129,124,4,0
172,173,131,123,2,-1
172,171,129,122,-2,-1
157,173,69,122,-60,0
160,171,70,122,1,0
