Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
53,77,113,42,0,0
6,119,135,25,22,-17
17,143,146,9,11,-16
26,134,139,11,-7,2
23,93,146,92,7,81
40,75,136,90,-10,-2
22,77,127,80,-9,-10
49,24,124,89,-3,9
30,97,131,76,7,-13
30,151,156,15,25,-61
24,132,138,58,-18,43
36,121,117,13,-21,-45
43,116,162,17,45,4
45,132,152,15,-10,-2
29,142,125,5,-27,-10
30,127,80,67,-45,62
39,115,87,55,7,-12
19,112,157,83,70,28
16,154,145,40,-12,-43
16,122,148,63,3,23
13,144,139,20,-9,-43
13,149,133,24,-6,4
18,102,135,33,2,9
17,87,126,28,-9,-5
159,40,6,66,-120,38
148,70,104,66,98,0
152,156,100,124,-4,58
167,154,152,154,52,30
152,156,95,155,-57,1
159,156,98,148,3,-7
152,131,95,130,-3,-18
128,155,118,109,23,-21
156,169,94,160,-24,51
150,163,97,109,3,-51
41,157,47,108,-50,-1
134,152,128,135,81,27
132,150,137,133,9,-2
140,139,96,106,-41,-27
155,125,98,116,2,10
120,137,124,114,26,-2
164,159,112,107,-12,-7
153,156,97,99,-15,-8
145,153,131,97,34,-2
174,158,114,101,-17,4
147,159,116,99,2,-2
151,163,122,103,6,4
151,163,119,101,-3,-2
156,162,125,100,6,-1
166,157,119,92,-6,-8
158,161,134,96,15,4
168,167,120,94,-14,-2
168,164,118,90,-2,-4
169,166,138,92,20,2
169,160,115,90,-23,-2
164,155,26,87,-89,-3
169,154,76,84,50,-3
163,160,110,89,34,5
164,151,107,83,-3,-6
163,153,106,62,-1,-21
167,153,107,89,1,27
160,151,130,89,23,0
164,153,104,119,-26,30
170,160,105,98,1,-21
172,149,103,91,-2,-7
169,150,102,97,-1,6
165,153,130,100,28,3
162,157,96,104,-34,4
158,155,92,106,-4,2
162,156,116,102,24,-4
166,153,94,103,-22,1
162,155,96,105,2,2
161,151,93,103,-3,-2
161,147,90,101,-3,-2
156,151,85,98,-5,-3
159,146,88,99,3,1
149,155,83,97,-5,-2
143,154,82,114,-1,17
137,150,78,125,-4,11
138,151,79,119,1,-6
139,151,86,124,7,5
140,153,138,134,52,10
145,155,94,91,-44,-43
156,157,102,92,8,1
162,159,137,91,35,-1
166,161,132,90,-5,-1
171,159,135,88,3,-2
174,161,137,87,2,-1
173,163,122,136,-15,49
176,162,139,127,17,-9
170,160,138,117,-1,-10
170,153,133,76,-5,-41
164,155,132,79,-1,3
166,148,130,74,-2,-5
165,146,130,74,0,0
163,144,129,75,-1,1
162,145,130,138,1,63
162,148,128,79,-2,-59
162,147,130,129,2,50
163,149,129,116,-1,-13
164,150,127,131,-2,15
162,153,129,119,2,-12
163,152,128,116,-1,-3
162,156,128,125,0,9
163,158,128,138,0,13
162,157,126,126,-2,-12
162,155,128,133,2,7
163,156,127,120,-1,-13
164,156,125,128,-2,8
164,156,119,134,-6,6
163,157,119,121,0,-13
163,158,115,121,-4,0
161,158,120,123,5,2
151,159,122,121,2,-2
148,159,134,122,12,1
140,156,79,120,-55,-2
137,155,125,119,46,-1
140,155,129,120,4,1
141,154,126,120,-3,0
147,155,118,119,-8,-1
151,157,126,118,8,-1
