Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
135,143,92,113,0,0
139,136,125,147,33,34
147,151,135,122,10,-25
151,150,124,104,-11,-18
151,146,129,100,5,-4
158,144,134,130,5,30
154,140,128,115,-6,-15
160,139,134,135,6,20
162,138,135,121,1,-14
161,162,134,12,-1,-109
154,166,133,13,-1,1
152,162,131,12,-2,-1
147,170,126,12,-5,0
145,164,125,14,-1,2
145,165,125,10,0,-4
142,160,123,5,-2,-5
143,155,100,24,-23,19
144,156,120,75,20,51
146,153,120,75,0,0
148,151,122,108,2,33
150,144,121,91,-1,-17
154,148,122,103,1,12
158,148,123,98,1,-5
160,150,125,109,2,11
163,155,124,112,-1,3
166,157,124,113,0,1
168,156,124,115,0,2
170,161,123,130,-1,15
171,162,124,135,1,5
173,166,124,127,0,-8
174,166,124,129,0,2
174,172,124,133,0,4
174,169,123,132,-1,-1
174,173,122,137,-1,5
174,171,121,134,-1,-3
175,174,119,136,-2,2
176,175,116,136,-3,0
175,172,113,135,-3,-1
170,173,108,136,-5,1
161,172,105,135,-3,-1
151,174,117,136,12,1
147,175,111,136,-6,0
141,175,130,135,19,-1
139,176,121,136,-9,1
130,175,116,135,-5,-1
134,176,121,136,5,1
132,175,118,136,-3,0
137,175,119,135,1,-1
138,175,133,134,14,-1
143,175,126,132,-7,-2
148,174,129,131,3,-1
148,173,128,127,-1,-4
155,172,131,126,3,-1
155,172,128,124,-3,-2
161,171,141,124,13,0
160,170,117,121,-24,-3
160,171,118,121,1,0
156,171,113,120,-5,-1
150,169,140,118,27,-2
147,168,107,118,-33,0
139,168,136,115,29,-3
136,169,133,115,-3,0
134,167,136,113,3,-2
130,167,94,115,-42,2
129,160,91,112,-3,-3
128,156,89,113,-2,1
130,146,88,115,-1,2
130,145,87,120,-1,5
132,137,86,117,-1,-3
134,133,86,109,0,-8
138,130,86,114,0,5
141,130,87,105,1,-9
144,134,87,102,0,-3
149,137,88,115,1,13
152,141,89,107,1,-8
155,142,90,105,1,-2
159,149,91,117,1,12
162,154,91,128,0,11
165,159,132,129,41,1
168,163,132,128,0,-1
171,168,132,133,0,5
173,169,132,130,0,-3
175,172,131,133,-1,3
176,171,86,134,-45,1
169,170,81,134,-5,0
163,168,77,133,-4,-1
156,170,73,134,-4,1
147,171,70,139,-3,5
143,173,127,104,57,-35
137,173,133,104,6,0
134,174,125,103,-8,-1
134,173,115,102,-10,-1
133,173,123,101,8,-1
134,173,111,100,-12,-1
137,173,115,99,4,-1
140,174,116,98,1,-1
145,174,125,135,9,37
146,174,97,135,-28,0
150,173,125,134,28,-1
153,173,107,134,-18,0
154,174,128,133,21,-1
157,174,113,133,-15,0
157,174,130,131,17,-2
157,173,136,131,6,0
157,173,136,132,0,1
156,172,132,130,-4,-2
155,170,114,129,-18,-1
151,168,111,128,-3,-1
144,165,106,129,-5,1
140,164,103,129,-3,0
138,162,101,133,-2,4
136,157,98,66,-3,-67
136,150,96,63,-2,-3
139,146,96,63,0,0
141,140,95,124,-1,61
144,135,95,132,0,8
148,138,95,110,0,-22
151,135,96,116,1,6
155,138,96,110,0,-6
159,141,97,112,1,2
