Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
135,143,92,113,0,0,103,118,FF,FF
139,136,100,121,8,8,103,118,FF,FF
147,151,108,122,8,1,103,118,FF,FF
151,150,112,117,4,-5,103,118,FF,FF
151,146,116,112,4,-5,124,115,HS,FF
158,144,120,116,4,4,124,115,HS,FF
154,140,128,115,8,-1,124,115,HS,FF
160,139,134,120,6,5,124,115,HS,FF
162,138,135,121,1,1,133,107,HS,FF
161,162,134,114,-1,-7,133,107,HS,FF
154,166,133,103,-1,-11,133,107,HS,FF
152,162,131,91,-2,-12,133,107,HS,FF
147,170,126,79,-5,-12,124,63,HS,FF
145,164,125,68,-1,-11,124,63,HS,FF
145,165,125,58,0,-10,124,63,HS,FF
142,160,123,49,-2,-9,124,63,HS,FF
143,155,117,42,-6,-7,119,42,FF,TO
144,156,120,36,3,-6,119,42,FF,TO
146,153,120,45,0,9,119,42,FF,TO
148,151,122,48,2,3,119,42,FF,TO
150,144,121,52,-1,4,122,60,FF,FF
154,148,122,58,1,6,122,60,FF,FF
158,148,123,63,1,5,122,60,FF,FF
160,150,125,69,2,6,122,60,FF,FF
163,155,124,75,-1,6,123,82,HS,FF
166,157,124,80,0,5,123,82,HS,FF
168,156,124,85,0,5,123,82,HS,FF
170,161,123,91,-1,6,123,82,HS,FF
171,162,124,97,1,6,124,103,HS,FF
173,166,124,102,0,5,124,103,HS,FF
174,166,124,106,0,4,124,103,HS,FF
174,172,124,110,0,4,124,103,HS,FF
174,169,123,115,-1,5,121,121,FF,FF
174,173,122,120,-1,5,121,121,FF,FF
174,171,121,123,-1,3,121,121,FF,FF
175,174,119,126,-2,3,121,121,FF,FF
176,175,116,136,-3,10,110,135,FF,HS
175,172,113,135,-3,-1,110,135,FF,HS
170,173,108,136,-5,1,110,135,FF,HS
161,172,105,135,-3,-1,110,135,FF,HS
151,174,108,136,3,1,113,135,FF,HS
147,175,111,136,3,0,113,135,FF,HS
141,175,115,135,4,-1,113,135,FF,HS
139,176,121,136,6,1,113,135,FF,HS
130,175,116,135,-5,-1,118,135,FF,HS
134,176,121,136,5,1,118,135,FF,HS
132,175,118,136,-3,0,118,135,FF,HS
137,175,119,135,1,-1,118,135,FF,HS
138,175,122,134,3,-1,126,131,HS,HS
143,175,126,132,4,-2,126,131,HS,HS
148,174,129,131,3,-1,126,131,HS,HS
148,173,128,127,-1,-4,126,131,HS,HS
155,172,131,126,3,-1,129,123,HS,FF
155,172,128,124,-3,-2,129,123,HS,FF
161,171,131,124,3,0,129,123,HS,FF
160,170,127,121,-4,-3,129,123,HS,FF
160,171,118,121,-9,0,116,119,FF,FF
156,171,113,120,-5,-1,116,119,FF,FF
150,169,119,118,6,-2,116,119,FF,FF
147,168,116,118,-3,0,116,119,FF,FF
139,168,121,115,5,-3,122,114,FF,FF
136,169,124,115,3,0,122,114,FF,FF
134,167,127,113,3,-2,122,114,FF,FF
130,167,118,115,-9,2,122,114,FF,FF
129,160,111,112,-7,-3,103,115,FF,FF
128,156,105,113,-6,1,103,115,FF,FF
130,146,100,115,-5,2,103,115,FF,FF
130,145,96,120,-4,5,103,115,FF,FF
132,137,86,117,-10,-3,86,111,TO,FF
134,133,86,109,0,-8,86,111,TO,FF
138,130,86,114,0,5,86,111,TO,FF
141,130,87,105,1,-9,86,111,TO,FF
144,134,87,102,0,-3,88,104,TO,FF
149,137,88,105,1,3,88,104,TO,FF
152,141,89,107,1,2,88,104,TO,FF
155,142,90,105,1,-2,88,104,TO,FF
159,149,91,108,1,3,97,114,FF,FF
162,154,91,113,0,5,97,114,FF,FF
165,159,101,117,10,4,97,114,FF,FF
168,163,108,119,7,2,97,114,FF,FF
171,168,114,122,6,3,116,129,FF,HS
173,169,118,130,4,8,116,129,FF,HS
175,172,121,133,3,3,116,129,FF,HS
176,171,112,134,-9,1,116,129,FF,HS
169,170,104,134,-8,0,94,135,TO,HS
163,168,97,133,-7,-1,94,135,TO,HS
156,170,91,134,-6,1,94,135,TO,HS
147,171,85,139,-6,5,94,135,TO,HS
143,173,95,130,10,-9,105,121,FF,FF
137,173,104,123,9,-7,105,121,FF,FF
134,174,109,118,5,-5,105,121,FF,FF
134,173,115,114,6,-4,105,121,FF,FF
133,173,123,110,8,-4,118,101,FF,FF
134,173,120,100,-3,-10,118,101,FF,FF
137,173,115,99,-5,-1,118,101,FF,FF
140,174,116,98,1,-1,118,101,FF,FF
145,174,125,107,9,9,122,115,FF,FF
146,174,118,114,-7,7,122,115,FF,FF
150,173,125,119,7,5,122,115,FF,FF
153,173,120,122,-5,3,122,115,FF,FF
154,174,128,124,8,2,129,129,HS,HS
157,174,124,133,-4,9,129,129,HS,HS
157,174,130,131,6,-2,129,129,HS,HS
157,173,136,131,6,0,129,129,HS,HS
157,173,136,132,0,1,129,129,HS,HS
156,172,132,130,-4,-2,129,129,HS,HS
155,170,127,129,-5,-1,129,129,HS,HS
151,168,123,128,-4,-1,129,129,HS,HS
144,165,118,129,-5,1,112,129,FF,HS
140,164,114,129,-4,0,112,129,FF,HS
138,162,110,133,-4,4,112,129,FF,HS
136,157,107,128,-3,-5,112,129,FF,HS
136,150,104,121,-3,-7,97,112,FF,FF
139,146,96,113,-8,-8,97,112,FF,FF
141,140,95,109,-1,-4,97,112,FF,FF
144,135,95,108,0,-1,97,112,FF,FF
148,138,95,110,0,2,95,112,TO,FF
151,135,96,116,1,6,95,112,TO,FF
155,138,96,110,0,-6,95,112,TO,FF
159,141,97,112,1,2,95,112,TO,FF
