Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
16,19,93,87,0,0
50,66,134,103,41,16
75,54,21,23,-113,-80
23,14,124,54,103,31
20,32,144,142,20,88
124,43,76,81,-68,-61
128,121,38,82,-38,1
112,76,35,126,-3,44
111,109,36,115,1,-11
108,105,82,127,46,12
84,102,74,67,-8,-60
27,102,112,69,38,2
28,75,109,32,-3,-37
28,115,121,51,12,19
30,100,125,127,4,76
24,67,113,134,-12,7
25,62,115,138,2,4
24,95,97,140,-18,2
140,84,95,137,-2,-3
118,158,150,53,55,-84
144,118,87,126,-63,73
151,100,20,116,-67,-10
167,107,26,140,6,24
164,165,16,93,-10,-47
170,156,23,93,7,0
157,163,52,27,29,-66
163,156,37,46,-15,19
174,158,23,91,-14,45
159,158,124,85,101,-6
122,170,129,94,5,9
152,169,112,95,-17,1
140,169,110,90,-2,-5
168,162,41,85,-69,-5
174,151,14,81,-27,-4
174,153,19,79,5,-2
168,162,27,75,8,-4
166,151,10,72,-17,-3
163,148,109,70,99,-2
167,137,108,68,-1,-2
168,138,109,73,1,5
167,135,107,75,-2,2
163,134,104,77,-3,2
163,134,100,82,-4,5
164,140,98,87,-2,5
159,141,95,95,-3,8
162,155,93,104,-2,9
150,158,81,121,-12,17
146,167,79,127,-2,6
149,174,77,142,-2,15
157,173,81,144,4,2
164,175,80,140,-1,-4
164,172,80,138,0,-2
161,173,136,132,56,-6
155,172,68,129,-68,-3
152,170,71,130,3,1
146,169,66,129,-5,-1
142,167,64,130,-2,1
139,170,63,131,-1,1
136,170,67,132,4,1
137,173,70,137,3,5
136,172,135,135,65,-2
139,171,124,134,-11,-1
144,171,121,136,-3,2
149,170,128,138,7,2
157,170,129,137,1,-1
167,170,130,133,1,-4
174,170,131,132,1,-1
173,170,139,129,8,-3
169,170,135,127,-4,-2
173,169,133,126,-2,-1
177,168,134,122,1,-4
176,167,132,114,-2,-8
172,164,127,122,-5,8
172,159,127,71,0,-51
170,138,128,61,1,-10
171,143,129,65,1,4
171,140,128,65,-1,0
172,137,128,66,0,1
170,138,128,70,0,4
171,138,131,135,3,65
171,138,131,125,0,-10
170,142,132,114,1,-11
170,148,120,118,-12,4
170,160,124,128,4,10
170,169,123,125,-1,-3
156,177,114,139,-9,14
170,172,120,129,6,-10
171,172,121,129,1,0
170,174,121,125,0,-4
168,172,119,121,-2,-4
166,170,121,116,2,-5
159,168,129,114,8,-2
152,167,66,111,-63,-3
144,166,65,108,-1,-3
138,167,137,107,72,-1
139,167,121,106,-16,-1
138,166,70,104,-51,-2
140,165,115,104,45,0
139,165,122,102,7,-2
141,166,138,102,16,0
143,167,86,100,-52,-2
155,168,95,99,9,-1
161,169,104,99,9,0
162,170,105,98,1,-1
160,171,108,96,3,-2
146,172,89,95,-19,-1
169,172,12,95,-77,0
168,171,11,93,-1,-2
168,170,11,90,0,-3
167,167,11,87,0,-3
168,155,10,75,-1,-12
166,168,9,7,-1,-68
168,164,9,4,0,-3
172,163,10,4,1,0
174,164,10,7,0,3
175,165,11,6,1,-1
175,2,11,12,0,6
177,1,11,13,0,1
177,5,12,14,1,1
175,6,12,14,0,0
