Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
16,19,93,87,0,0,96,86,FF,FF
50,66,103,91,10,4,96,86,FF,FF
75,54,97,86,-6,-5,96,86,FF,FF
23,14,92,81,-5,-5,96,86,FF,FF
20,32,95,87,3,6,93,83,FF,FF
124,43,97,81,2,-6,93,83,FF,FF
128,121,93,82,-4,1,93,83,FF,FF
112,76,87,84,-6,2,93,83,FF,FF
111,109,80,87,-7,3,78,90,FF,FF
108,105,76,91,-4,4,78,90,FF,FF
84,102,74,95,-2,4,78,90,FF,FF
27,102,83,88,9,-7,78,90,FF,FF
28,75,89,84,6,-4,100,82,FF,FF
28,115,97,80,8,-4,100,82,FF,FF
30,100,104,82,7,2,100,82,FF,FF
24,67,113,85,9,3,100,82,FF,FF
25,62,115,90,2,5,109,97,FF,FF
24,95,110,95,-5,5,109,97,FF,FF
140,84,106,101,-4,6,109,97,FF,FF
118,158,108,102,2,1,109,97,FF,FF
144,118,109,108,1,6,98,115,FF,FF
151,100,103,116,-6,8,98,115,FF,FF
167,107,95,122,-8,6,98,115,FF,FF
164,165,85,114,-10,-8,98,115,FF,FF
170,156,75,108,-10,-6,66,99,FF,FF
157,163,69,102,-6,-6,66,99,FF,FF
163,156,63,95,-6,-7,66,99,FF,FF
174,158,57,91,-6,-4,66,99,FF,FF
159,158,61,85,4,-6,67,91,FF,FF
122,170,65,94,4,9,67,91,FF,FF
152,169,70,95,5,1,67,91,FF,FF
140,169,75,90,5,-5,67,91,FF,FF
168,162,79,85,4,-5,70,80,FF,FF
174,151,74,81,-5,-4,70,80,FF,FF
174,153,68,79,-6,-2,70,80,FF,FF
168,162,62,75,-6,-4,70,80,FF,FF
166,151,55,72,-7,-3,57,70,FF,FF
163,148,54,70,-1,-2,57,70,FF,FF
167,137,57,68,3,-2,57,70,FF,FF
168,138,62,73,5,5,57,70,FF,FF
167,135,67,75,5,2,74,80,FF,FF
163,134,72,77,5,2,74,80,FF,FF
163,134,76,82,4,5,74,80,FF,FF
164,140,81,87,5,5,74,80,FF,FF
159,141,84,95,3,8,88,104,FF,FF
162,155,93,104,9,9,88,104,FF,FF
150,158,90,108,-3,4,88,104,FF,FF
146,167,87,112,-3,4,88,104,FF,FF
149,174,77,119,-10,7,79,127,FF,HS
157,173,81,125,4,6,79,127,FF,HS
164,175,80,128,-1,3,79,127,FF,HS
164,172,80,138,0,10,79,127,FF,HS
161,173,83,132,3,-6,82,130,FF,HS
155,172,87,129,4,-3,82,130,FF,HS
152,170,83,130,-4,1,82,130,FF,HS
146,169,78,129,-5,-1,82,130,FF,HS
142,167,74,130,-4,1,70,132,FF,HS
139,170,71,131,-3,1,70,132,FF,HS
136,170,67,132,-4,1,70,132,FF,HS
137,173,70,137,3,5,70,132,FF,HS
136,172,74,135,4,-2,81,135,FF,HS
139,171,79,134,5,-1,81,135,FF,HS
144,171,84,136,5,2,81,135,FF,HS
149,170,89,138,5,2,81,135,FF,HS
157,170,94,137,5,-1,101,132,FF,HS
167,170,99,133,5,-4,101,132,FF,HS
174,170,104,132,5,-1,101,132,FF,HS
173,170,109,129,5,-3,101,132,FF,HS
169,170,113,127,4,-2,121,122,HS,FF
173,169,118,126,5,-1,121,122,HS,FF
177,168,122,122,4,-4,121,122,HS,FF
176,167,132,114,10,-8,121,122,HS,FF
172,164,127,122,-5,8,127,114,HS,FF
172,159,127,118,0,-4,127,114,HS,FF
170,138,128,112,1,-6,127,114,HS,FF
171,143,129,106,1,-6,127,114,HS,FF
171,140,128,100,-1,-6,128,92,HS,FF
172,137,128,94,0,-6,128,92,HS,FF
170,138,128,88,0,-6,128,92,HS,FF
171,138,131,86,3,-2,128,92,HS,FF
171,138,131,95,0,9,129,101,HS,FF
170,142,132,99,1,4,129,101,HS,FF
170,148,129,103,-3,4,129,101,HS,FF
170,160,124,109,-5,6,129,101,HS,FF
170,169,123,113,-1,4,119,122,HS,FF
156,177,114,119,-9,6,119,122,HS,FF
170,172,120,129,6,10,119,122,HS,FF
171,172,121,129,1,0,119,122,HS,FF
170,174,121,125,0,-4,122,119,HS,FF
168,172,119,121,-2,-4,122,119,HS,FF
166,170,121,116,2,-5,122,119,HS,FF
159,168,129,114,8,-2,122,119,HS,FF
152,167,125,111,-4,-3,116,108,FF,FF
144,166,119,108,-6,-3,116,108,FF,FF
138,167,110,107,-9,-1,116,108,FF,FF
139,167,112,106,2,-1,116,108,FF,FF
138,166,109,104,-3,-2,109,103,FF,FF
140,165,104,104,-5,0,109,103,FF,FF
139,165,108,102,4,-2,109,103,FF,FF
141,166,115,102,7,0,109,103,FF,FF
143,167,107,100,-8,-2,105,99,FF,FF
155,168,104,99,-3,-1,105,99,FF,FF
161,169,104,99,0,0,105,99,FF,FF
162,170,105,98,1,-1,105,99,FF,FF
160,171,108,96,3,-2,99,94,FF,FF
146,172,103,95,-5,-1,99,94,FF,FF
169,172,97,95,-6,0,99,94,FF,FF
168,171,88,93,-9,-2,99,94,FF,FF
168,170,78,90,-10,-3,63,85,FF,FF
167,167,68,87,-10,-3,63,85,FF,FF
168,155,58,84,-10,-3,63,85,FF,FF
166,168,49,79,-9,-5,63,85,FF,FF
168,164,42,71,-7,-8,32,57,FF,FF
172,163,36,62,-6,-9,32,57,FF,FF
174,164,29,53,-7,-9,32,57,FF,FF
175,165,24,45,-5,-8,32,57,FF,FF
175,2,20,38,-4,-7,14,31,TO,TO
177,1,11,31,-9,-7,14,31,TO,TO
177,5,12,26,1,-5,14,31,TO,TO
175,6,12,14,0,-12,14,31,TO,TO
