Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
71,87,100,142,0,0,92,127,FF,HS
82,165,96,134,-4,-8,92,127,FF,HS
48,157,91,123,-5,-11,92,127,FF,HS
75,167,83,110,-8,-13,92,127,FF,HS
73,167,75,97,-8,-13,62,80,FF,FF
52,173,66,85,-9,-12,62,80,FF,FF
50,170,58,74,-8,-11,62,80,FF,FF
172,173,51,64,-7,-10,62,80,FF,FF
171,172,44,58,-7,-6,33,61,TO,TO
171,176,36,58,-8,0,33,61,TO,TO
166,166,30,63,-6,5,33,61,TO,TO
157,167,25,68,-5,5,33,61,TO,TO
151,168,24,75,-1,7,34,83,TO,FF
150,167,28,81,4,6,34,83,TO,FF
154,167,37,85,9,4,34,83,TO,FF
156,168,47,91,10,6,34,83,TO,FF
159,170,57,97,10,6,69,104,FF,FF
163,169,65,102,8,5,69,104,FF,FF
168,170,74,107,9,5,69,104,FF,FF
167,170,82,112,8,5,69,104,FF,FF
171,175,89,121,7,9,98,114,FF,FF
173,176,96,116,7,-5,98,114,FF,FF
174,178,102,112,6,-4,98,114,FF,FF
176,176,107,108,5,-4,98,114,FF,FF
176,161,113,108,6,0,120,114,FF,FF
176,157,117,111,4,3,120,114,FF,FF
176,163,120,117,3,6,120,114,FF,FF
175,159,130,122,10,5,120,114,FF,FF
174,157,128,113,-2,-9,127,108,HS,FF
173,156,129,105,1,-8,127,108,HS,FF
170,148,126,109,-3,4,127,108,HS,FF
172,150,128,105,2,-4,127,108,HS,FF
170,148,129,99,1,-6,128,105,HS,FF
169,151,128,101,-1,2,128,105,HS,FF
169,150,128,111,0,10,128,105,HS,FF
170,153,127,110,-1,-1,128,105,HS,FF
171,157,127,117,0,7,122,118,HS,FF
172,156,124,116,-3,-1,122,118,HS,FF
172,167,123,123,-1,7,122,118,HS,FF
173,171,116,119,-7,-4,122,118,HS,FF
174,172,118,128,2,9,116,129,FF,HS
177,175,115,127,-3,-1,116,129,FF,HS
176,175,116,130,1,3,116,129,FF,HS
177,177,116,132,0,2,116,129,FF,HS
