Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.28,128.32,4.21,1.22,121.93,4,,47.4,64.7
1.24,124.03,4.07,1.18,118.08,3.87,,45.7,61
1.41,141.36,4.64,1.35,135.22,4.44,,46.6,73.2
1.21,120.88,3.97,1.21,120.77,3.96,,47.9,58.9
1.22,122.26,4.01,1.22,122.47,4.02,,49.1,58.7
1.27,126.97,4.17,1.26,126.13,4.14,,49.1,61
1.3,130.2,4.27,1.29,129.08,4.24,,49.2,62.2
1.31,131.2,4.3,1.3,129.74,4.26,,49.5,63.3
1.35,134.76,4.42,1.33,133.15,4.37,,49.5,64.4
1.34,134.31,4.41,1.32,132.33,4.34,,49.9,65.1
1.34,133.84,4.39,1.32,131.66,4.32,,50.8,64.8
1.34,134.11,4.4,1.32,131.96,4.33,,50.5,64.6
1.35,135.49,4.45,1.33,133.28,4.37,,50.8,65.5
1.35,135.09,4.43,1.33,132.76,4.36,,50.8,64.6
1.51,150.7,4.94,1.49,149.02,4.89,,51.6,80.5
1.52,152.04,4.99,1.5,150.47,4.94,,52.1,81.6
1.52,152.11,4.99,1.51,150.67,4.94,,52.5,81.3
1.51,150.66,4.94,1.49,149.2,4.89,,52.9,79.5
1.51,150.76,4.95,1.49,149.25,4.9,,53.2,79.4
1.51,150.96,4.95,1.49,149.45,4.9,,52.2,79
1.51,151.06,4.96,1.5,149.68,4.91,,52.6,79.3
1.5,150.42,4.94,1.49,149.32,4.9,,52.1,78.8
1.5,150.2,4.93,1.49,149.02,4.89,,52.5,78.3
1.5,149.54,4.91,1.48,148.49,4.87,,52.7,77.9
1.49,149.34,4.9,1.48,148.29,4.87,,53,77.3
1.49,149.43,4.9,1.48,148.3,4.87,,52.7,77.3
1.49,149.3,4.9,1.48,148.18,4.86,,52.6,77.2
1.49,149.5,4.9,1.48,148.41,4.87,,54.7,77.1
1.49,149.45,4.9,1.49,148.53,4.87,,52.8,76.6
1.5,149.8,4.91,1.49,148.94,4.89,,52.3,77.1
1.5,150.15,4.93,1.49,149.38,4.9,,52.3,77.8
1.51,150.79,4.95,1.5,150.03,4.92,,52.2,78.1
1.5,150.26,4.93,1.49,149.34,4.9,,52.1,77.5
1.5,150.47,4.94,1.5,149.57,4.91,,51.5,77.6
1.52,151.81,4.98,1.51,150.84,4.95,,51.2,78.5
1.51,151.03,4.96,1.5,150.07,4.92,,50.9,77.7
1.51,150.75,4.95,1.5,149.81,4.91,,50.7,77.7
1.51,150.6,4.94,1.5,149.7,4.91,,50.1,77.7
