Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
79,89,57,82,0,0
67,43,18,134,-39,52
10,157,130,25,112,-109
81,163,42,31,-88,6
34,22,13,30,-29,-1
117,20,26,61,13,31
147,157,6,38,-20,-23
128,174,140,24,134,-14
131,155,86,125,-54,101
142,170,90,55,4,-70
150,169,100,92,10,37
163,173,108,128,8,36
168,174,115,129,7,1
172,167,136,97,21,-32
176,169,135,84,-1,-13
176,172,141,87,6,3
176,176,140,100,-1,13
178,171,137,126,-3,26
177,165,137,130,0,4
177,159,122,124,-15,-6
176,130,118,125,-4,1
175,122,139,120,21,-5
174,136,116,68,-23,-52
173,144,138,70,22,2
174,144,136,69,-2,-1
177,140,110,69,-26,0
176,140,134,71,24,2
174,136,135,73,1,2
176,143,134,129,-1,56
176,139,133,104,-1,-25
176,146,104,122,-29,18
176,150,103,120,-1,-2
178,157,103,135,0,15
177,162,137,143,34,8
178,170,136,132,-1,-11
178,175,133,138,-3,6
179,178,131,139,-2,1
179,174,121,139,-10,0
179,168,119,141,-2,2
172,167,114,140,-5,-1
165,171,130,138,16,-2
166,173,128,137,-2,-1
174,172,90,138,-38,1
168,172,87,139,-3,1
169,177,87,135,0,-4
168,177,87,134,0,-1
163,179,84,131,-3,-3
150,176,80,129,-4,-2
147,176,82,128,2,-1
137,174,71,125,-11,-3
137,175,73,126,2,1
132,176,134,126,61,0
129,176,137,133,3,7
136,178,111,125,-26,-8
136,179,113,126,2,1
149,177,129,126,16,0
150,177,130,124,1,-2
157,176,130,123,0,-1
167,178,133,120,3,-3
175,176,136,118,3,-2
177,172,141,116,5,-2
176,142,138,102,-3,-14
170,163,134,107,-4,5
172,141,143,98,9,-9
176,140,139,96,-4,-2
177,165,137,107,-2,11
179,155,134,101,-3,-6
176,157,132,99,-2,-2
175,138,130,114,-2,15
172,142,129,119,-1,5
176,141,129,64,0,-55
175,139,128,66,-1,2
176,136,127,65,-1,-1
176,138,127,69,0,4
177,135,126,131,-1,62
177,140,131,120,5,-11
178,143,128,106,-3,-14
179,144,127,113,-1,7
179,151,125,121,-2,8
178,158,123,131,-2,10
177,161,118,125,-5,-6
176,169,117,130,-1,5
176,175,116,132,-1,2
177,175,111,139,-5,7
163,172,106,137,-5,-2
168,169,108,136,2,-1
176,170,110,135,2,-1
176,168,109,130,-1,-5
169,171,98,128,-11,-2
175,172,96,132,-2,4
177,173,102,130,6,-2
159,176,109,126,7,-4
165,177,111,125,2,-1
159,179,118,124,7,-1
150,178,122,124,4,0
143,177,69,123,-53,-1
137,176,68,122,-1,-1
133,176,68,121,0,-1
133,176,132,121,64,0
134,177,131,121,-1,0
132,179,121,120,-10,-1
141,178,106,119,-15,-1
144,177,125,120,19,1
151,177,124,119,-1,-1
159,176,130,112,6,-7
167,176,127,114,-3,2
176,176,131,113,4,-1
178,157,130,98,-1,-15
176,156,135,97,5,-1
179,155,131,96,-4,-1
178,151,130,94,-1,-2
176,176,131,107,1,13
177,176,131,107,0,0
178,138,128,83,-3,-24
175,141,126,80,-2,-3
177,145,125,81,-1,1
174,144,123,95,-2,14
177,149,123,99,0,4
176,147,122,112,-1,13
176,147,120,124,-2,12
