Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
167,131,120,113,0,0,120,116,FF,FF
171,134,124,120,4,7,120,116,FF,FF
167,145,120,114,-4,-6,120,116,FF,FF
169,154,119,117,-1,3,120,116,FF,FF
169,161,115,120,-4,3,111,129,FF,FF
169,173,113,128,-2,8,111,129,FF,FF
169,173,108,131,-5,3,111,129,FF,FF
162,174,111,137,3,6,111,129,FF,FF
167,170,114,137,3,0,116,135,FF,HS
161,170,122,136,8,-1,116,135,FF,HS
157,165,113,133,-9,-3,116,135,FF,HS
146,167,118,135,5,2,116,135,FF,HS
140,163,114,131,-4,-4,107,131,FF,HS
137,166,109,132,-5,1,107,131,FF,HS
137,169,101,132,-8,0,107,131,FF,HS
145,169,106,130,5,-2,107,131,FF,HS
145,167,110,125,4,-5,111,123,FF,FF
148,171,113,126,3,1,111,123,FF,FF
153,174,109,122,-4,-4,111,123,FF,FF
158,171,113,121,4,-1,111,123,FF,FF
165,176,117,121,4,0,121,122,FF,FF
172,175,120,119,3,-2,121,122,FF,FF
178,170,122,126,2,7,121,122,FF,FF
178,173,125,122,3,-4,121,122,FF,FF
174,171,128,123,3,1,133,117,HS,FF
174,173,134,121,6,-2,133,117,HS,FF
165,164,136,112,2,-9,133,117,HS,FF
168,157,135,115,-1,3,133,117,HS,FF
163,134,128,120,-7,5,128,112,HS,FF
166,131,128,116,0,-4,128,112,HS,FF
168,135,131,110,3,-6,128,112,HS,FF
162,139,126,104,-5,-6,128,112,HS,FF
165,142,132,107,6,3,127,116,HS,FF
169,146,132,117,0,10,127,116,HS,FF
171,149,122,119,-10,2,127,116,HS,FF
175,153,122,124,0,5,127,116,HS,FF
175,163,120,130,-2,6,119,135,FF,HS
173,171,124,136,4,6,119,135,FF,HS
174,175,119,138,-5,2,119,135,FF,HS
172,176,114,138,-5,0,119,135,FF,HS
172,172,105,131,-9,-7,95,131,FF,HS
168,170,98,135,-7,4,95,131,FF,HS
166,164,92,132,-6,-3,95,131,FF,HS
163,162,87,129,-5,-3,95,131,FF,HS
155,166,83,130,-4,1,85,126,FF,FF
139,168,78,128,-5,-2,85,126,FF,FF
142,166,87,125,9,-3,85,126,FF,FF
145,165,94,123,7,-2,85,126,FF,FF
143,165,101,126,7,3,100,125,FF,FF
147,171,104,129,3,3,100,125,FF,FF
149,174,95,125,-9,-4,100,125,FF,FF
157,176,103,120,8,-5,100,125,FF,FF
165,178,109,119,6,-1,116,116,FF,FF
171,175,115,118,6,-1,116,116,FF,FF
176,175,119,115,4,-3,116,116,FF,FF
176,169,122,113,3,-2,116,116,FF,FF
172,169,129,122,7,9,126,115,HS,FF
167,164,127,118,-2,-4,126,115,HS,FF
163,156,124,113,-3,-5,126,115,HS,FF
163,137,124,107,0,-6,126,115,HS,FF
164,135,122,101,-2,-6,119,92,FF,FF
167,135,122,95,0,-6,119,92,FF,FF
165,136,119,88,-3,-7,119,92,FF,FF
164,134,113,84,-6,-4,119,92,FF,FF
166,142,117,81,4,-3,117,86,FF,FF
170,146,124,84,7,3,117,86,FF,FF
175,151,118,88,-6,4,117,86,FF,FF
172,157,110,93,-8,5,117,86,FF,FF
158,167,104,98,-6,5,111,107,FF,FF
172,174,107,104,3,6,111,107,FF,FF
173,174,117,109,10,5,111,107,FF,FF
169,169,119,119,2,10,111,107,FF,FF
168,164,122,113,3,-6,114,109,FF,FF
153,164,118,110,-4,-3,114,109,FF,FF
146,168,112,111,-6,1,114,109,FF,FF
141,162,105,104,-7,-7,114,109,FF,FF
132,162,98,104,-7,0,89,95,FF,FF
133,156,92,97,-6,-7,89,95,FF,FF
134,157,85,93,-7,-4,89,95,FF,FF
137,161,84,89,-1,-4,89,95,FF,FF
138,166,80,91,-4,2,73,85,TO,FF
135,167,78,89,-2,-2,73,85,TO,FF
111,150,70,85,-8,-4,73,85,TO,FF
120,129,64,76,-6,-9,73,85,TO,FF
94,110,66,70,2,-6,77,74,TO,TO
137,149,76,74,10,4,77,74,TO,TO
178,153,80,80,4,6,77,74,TO,TO
178,144,86,75,6,-5,77,74,TO,TO
178,127,93,66,7,-9,99,70,FF,TO
178,178,96,67,3,1,99,70,FF,TO
178,178,101,72,5,5,99,70,FF,TO
177,118,106,77,5,5,99,70,FF,TO
176,176,103,73,-3,-4,111,76,FF,TO
-2147483648,-2147483648,111,76,8,3,111,76,FF,TO
166,116,114,81,3,5,111,76,FF,TO
164,115,118,76,4,-5,111,76,FF,TO
158,113,121,71,3,-5,128,67,HS,TO
163,118,129,63,8,-8,128,67,HS,TO
144,114,130,66,1,3,128,67,HS,TO
129,120,133,70,3,4,128,67,HS,TO
120,156,139,74,6,4,130,79,HS,FF
117,159,131,78,-8,4,130,79,HS,FF
131,154,128,81,-3,3,130,79,HS,FF
136,159,123,85,-5,4,130,79,HS,FF
145,156,118,90,-5,5,120,98,FF,FF
152,166,121,96,3,6,120,98,FF,FF
148,160,122,101,1,5,120,98,FF,FF
148,162,120,106,-2,5,120,98,FF,FF
152,166,117,116,-3,10,115,118,FF,FF
158,165,122,117,5,1,115,118,FF,FF
171,166,114,120,-8,3,115,118,FF,FF
170,169,107,121,-7,1,115,118,FF,FF
170,167,102,124,-5,3,103,129,FF,FF
177,165,106,128,4,4,103,129,FF,FF
169,166,99,131,-7,3,103,129,FF,FF
167,164,105,134,6,3,103,129,FF,FF
166,163,99,139,-6,5,103,141,FF,HS
164,118,105,142,6,3,103,141,FF,HS
165,125,106,144,1,2,103,141,FF,HS
167,120,105,155,-1,11,103,141,FF,HS
