Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
153,159,131,116,0,0
160,133,120,138,-11,22
174,109,128,159,8,21
176,98,138,166,10,7
168,95,138,167,0,1
165,91,141,169,3,2
172,93,135,167,-6,-2
179,96,127,158,-8,-9
174,118,119,146,-8,-12
168,120,127,145,8,-1
168,132,122,137,-5,-8
172,140,124,143,2,6
173,147,120,127,-4,-16
176,145,121,113,1,-14
177,141,117,113,-4,0
177,141,123,106,6,-7
176,140,122,110,-1,4
173,140,122,104,0,-6
171,147,126,131,4,27
171,152,123,125,-3,-6
172,168,122,133,-1,8
173,177,111,131,-11,-2
172,168,111,134,0,3
175,170,107,134,-4,0
175,177,119,127,12,-7
169,175,118,128,-1,1
163,170,69,123,-49,-5
153,163,65,122,-4,-1
144,167,62,123,-3,1
140,169,62,123,0,0
134,171,61,123,-1,0
129,173,62,123,1,0
131,174,66,123,4,0
133,174,127,122,61,-1
135,173,123,124,-4,2
137,172,119,125,-4,1
145,171,91,120,-28,-5
150,171,133,119,42,-1
163,171,131,103,-2,-16
175,168,132,94,1,-9
173,168,128,101,-4,7
170,168,137,98,9,-3
176,172,128,83,-9,-15
177,171,130,81,2,-2
176,171,127,79,-3,-2
170,157,127,130,0,51
171,145,129,124,2,-6
172,148,130,66,1,-58
177,140,131,64,1,-2
176,144,131,67,0,3
177,137,131,67,0,0
177,137,131,129,0,62
176,137,130,126,-1,-3
176,134,131,121,1,-5
173,135,133,130,2,9
173,144,131,90,-2,-40
172,146,128,127,-3,37
172,159,125,130,-3,3
173,170,124,127,-1,-3
171,175,112,124,-12,-3
174,166,123,128,11,4
173,173,126,119,3,-9
169,173,124,124,-2,5
168,175,121,117,-3,-7
165,171,108,124,-13,7
157,169,67,126,-41,2
148,170,63,127,-4,1
142,172,61,127,-2,0
137,175,62,128,1,1
137,174,63,128,1,0
130,173,63,127,0,-1
131,173,68,126,5,-1
134,173,73,125,5,-1
130,174,129,124,56,-1
138,173,80,125,-49,1
140,173,130,127,50,2
150,172,95,130,-35,3
157,171,102,93,7,-37
168,174,134,43,32,-50
169,166,116,20,-18,-23
174,172,123,17,7,-3
172,177,124,13,1,-4
172,165,123,23,-1,10
173,166,119,25,-4,2
171,159,118,72,-1,47
170,163,117,73,-1,1
168,152,116,67,-1,-6
166,157,113,137,-3,70
166,146,111,64,-2,-73
168,148,109,63,-2,-1
167,144,109,64,0,1
165,145,109,65,0,1
163,140,107,66,-2,1
160,140,108,68,1,2
160,143,108,32,0,-36
159,134,105,115,-3,83
157,137,106,69,1,-46
154,136,105,71,-1,2
152,151,92,25,-13,-46
152,141,97,61,5,36
151,163,100,7,3,-54
146,162,103,7,3,0
146,165,104,9,1,2
149,167,103,10,-1,1
142,169,109,11,6,1
141,171,113,11,4,0
139,173,117,11,4,0
132,174,96,11,-21,0
128,175,95,11,-1,0
131,176,96,12,1,1
131,178,97,12,1,0
136,179,123,13,26,1
136,179,123,13,0,0
136,179,123,13,0,0
136,178,124,13,1,0
136,178,124,13,0,0
139,178,122,13,-2,0
141,177,121,13,-1,0
143,177,120,13,-1,0
145,177,119,13,-1,0
