Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
165,144,129,109,0,0
169,156,96,105,-33,-4
174,161,96,136,0,31
142,175,145,124,49,-12
125,168,151,136,6,12
116,177,151,133,0,-3
123,174,152,135,1,2
120,175,152,131,0,-4
117,176,150,124,-2,-7
131,172,143,139,-7,15
158,175,128,118,-15,-21
158,171,124,130,-4,12
165,170,136,127,12,-3
166,172,128,132,-8,5
156,172,133,130,5,-2
143,177,113,105,-20,-25
144,176,116,133,3,28
153,176,144,126,28,-7
152,177,102,121,-42,-5
163,176,113,135,11,14
177,175,125,98,12,-37
173,176,134,101,9,3
173,173,136,106,2,5
178,173,129,109,-7,3
174,173,125,86,-4,-23
167,166,132,126,7,40
164,150,130,64,-2,-62
169,143,132,60,2,-4
173,135,131,59,-1,-1
170,132,130,61,-1,2
172,132,131,127,1,66
174,133,102,123,-29,-4
175,138,134,127,32,4
175,141,134,106,0,-21
174,149,127,136,-7,30
173,159,131,120,4,-16
174,168,90,123,-41,3
173,176,84,132,-6,9
173,168,75,137,-9,5
173,172,122,136,47,-1
174,176,129,139,7,3
173,176,130,135,1,-4
159,168,122,128,-8,-7
152,166,63,128,-59,0
140,170,58,128,-5,0
129,171,132,129,74,1
135,169,65,127,-67,-2
138,171,132,128,67,1
137,171,119,133,-13,5
141,174,111,132,-8,-1
144,174,116,130,5,-2
151,176,128,125,12,-5
159,174,133,121,5,-4
174,173,135,120,2,-1
177,173,132,117,-3,-3
171,170,132,114,0,-3
176,171,140,111,8,-3
178,169,138,110,-2,-1
174,168,134,120,-4,10
165,162,135,111,1,-9
165,145,135,62,0,-49
161,140,135,62,0,0
163,135,135,61,0,-1
166,139,105,64,-30,3
167,139,136,132,31,68
168,145,135,120,-1,-12
169,145,136,113,1,-7
170,149,101,120,-35,7
171,154,100,124,-1,4
173,158,99,127,-1,3
173,162,98,97,-1,-30
174,168,99,104,1,7
173,174,98,131,-1,27
172,175,134,133,36,2
172,173,133,133,-1,0
171,175,133,127,0,-6
171,174,133,126,0,-1
162,176,127,132,-6,6
163,176,127,124,0,-8
162,176,126,123,-1,-1
161,177,125,123,-1,0
159,177,124,121,-1,-2
163,178,122,119,-2,-2
158,179,118,118,-4,-1
156,179,118,117,0,-1
152,179,116,115,-2,-2
151,178,70,113,-46,-2
147,178,127,112,57,-1
145,179,131,111,4,-1
144,178,108,110,-23,-1
146,178,103,110,-5,0
146,177,100,108,-3,-2
150,177,96,106,-4,-2
151,177,93,105,-3,-1
153,177,100,103,7,-2
154,176,100,102,0,-1
155,176,103,101,3,-1
156,175,103,100,0,-1
156,174,102,99,-1,-1
158,174,111,99,9,0
158,174,110,99,-1,0
157,174,108,99,-2,0
157,173,107,98,-1,-1
156,172,109,98,2,0
156,172,121,97,12,-1
154,173,118,97,-3,0
154,173,129,97,11,0
154,173,89,96,-40,-1
155,173,91,96,2,0
157,172,95,96,4,0
160,172,100,95,5,-1
161,171,103,94,3,-1
162,171,106,94,3,0
167,171,112,93,6,-1
166,171,113,92,1,-1
166,170,113,91,0,-1
166,170,114,90,1,-1
159,169,108,89,-6,-1
151,169,100,87,-8,-2
138,169,81,87,-19,0
