Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.36,135.73,4.45,1.3,129.68,4.25,,42.4,66
1.34,133.53,4.38,1.26,126.24,4.14,,42.1,62.4
1.37,136.78,4.49,1.3,129.52,4.25,,44.1,64.3
1.4,139.71,4.58,1.33,132.5,4.35,,48.5,65.5
1.38,138.49,4.54,1.32,132.11,4.33,,49,64.5
1.43,142.5,4.68,1.44,144.22,4.73,,48.9,75.7
1.52,152.23,4.99,1.54,153.93,5.05,,49.4,84.8
1.41,141.03,4.63,1.44,144.02,4.73,,51.1,75.5
1.4,140.31,4.6,1.43,142.53,4.68,,54.9,73.6
1.46,145.72,4.78,1.48,147.88,4.85,,51.8,79.2
1.47,146.98,4.82,1.49,149.23,4.9,,51.1,80.2
1.42,142.42,4.67,1.44,144.47,4.74,,51.8,75
1.45,144.64,4.75,1.46,146.12,4.79,,53.4,76.4
1.49,148.96,4.89,1.51,150.59,4.94,,50.4,80.9
1.36,135.84,4.46,1.35,135.03,4.43,,56.5,65.3
1.35,135.21,4.44,1.34,134.25,4.4,,56,64.5
1.36,136.28,4.47,1.36,135.61,4.45,,55.3,64.1
1.36,135.88,4.46,1.35,135.06,4.43,,55.9,63.7
1.36,135.51,4.45,1.35,134.59,4.42,,56,63.7
1.43,142.87,4.69,1.42,142.07,4.66,,56,70.6
1.56,155.66,5.11,1.55,155.1,5.09,,55.6,83.2
1.6,159.93,5.25,1.59,159.25,5.22,,55.7,87.2
1.6,160.46,5.26,1.6,159.66,5.24,,55.5,87.5
1.59,159.17,5.22,1.58,158.17,5.19,,55.7,85.9
1.57,157.36,5.16,1.56,156.08,5.12,,55.9,83.9
1.6,159.94,5.25,1.59,158.66,5.21,,56.1,86.3
1.6,160.19,5.26,1.59,158.96,5.22,,56.1,86.8
1.59,159.41,5.23,1.58,158.18,5.19,,56,86
1.59,159.15,5.22,1.58,157.8,5.18,,55.1,85.5
1.6,160.15,5.25,1.58,158.46,5.2,,53.4,86.1
1.6,159.76,5.24,1.58,158.42,5.2,,53.4,85.7
1.6,159.66,5.24,1.58,158.12,5.19,,53.1,85.6
1.59,159.37,5.23,1.58,158.2,5.19,,52.8,85.8
1.6,160.2,5.26,1.59,159.15,5.22,,52.2,85.9
1.58,157.74,5.18,1.56,156.45,5.13,,53.1,83
1.58,157.59,5.17,1.57,156.62,5.14,,55,83.5
1.57,157.12,5.15,1.56,156.14,5.12,,55.6,83.1
