Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
173,159,138,142,0,0
173,161,137,135,-1,-7
178,160,132,135,-5,0
176,159,138,140,6,5
177,158,138,143,0,3
176,134,141,139,3,-4
175,154,139,141,-2,2
175,159,137,119,-2,-22
175,159,137,113,0,-6
175,135,138,88,1,-25
175,134,137,117,-1,29
175,136,136,105,-1,-12
176,138,133,104,-3,-1
176,145,133,129,0,25
176,151,132,129,-1,0
177,156,133,98,1,-31
176,166,132,129,-1,31
175,172,132,122,0,-7
174,179,130,125,-2,3
174,176,128,129,-2,4
173,176,126,136,-2,7
174,176,126,133,0,-3
172,178,126,131,0,-2
171,177,124,129,-2,-2
166,179,121,126,-3,-3
164,177,111,126,-10,0
161,178,119,126,8,0
153,178,73,126,-46,0
145,178,71,126,-2,0
141,177,68,125,-3,-1
135,177,132,126,64,1
132,177,135,125,3,-1
135,176,126,126,-9,1
136,177,111,127,-15,1
142,177,113,127,2,0
144,176,118,127,5,0
153,176,126,126,8,-1
163,176,125,126,-1,0
173,176,127,125,2,-1
178,176,129,125,2,0
169,176,134,125,5,0
175,176,133,124,-1,-1
175,175,132,123,-1,-1
175,172,133,123,1,0
174,168,133,121,0,-2
175,163,129,129,-4,8
174,154,127,127,-2,-2
173,146,128,66,1,-61
173,141,126,65,-2,-1
174,134,125,65,-1,0
174,134,124,136,-1,71
174,137,123,125,-1,-11
174,136,122,116,-1,-9
174,144,125,115,3,-1
173,150,123,114,-2,-1
173,159,123,123,0,9
173,164,123,119,0,-4
173,174,119,121,-4,2
172,179,118,123,-1,2
171,175,120,127,2,4
173,174,114,126,-6,-1
173,178,113,123,-1,-3
174,175,112,125,-1,2
174,174,112,127,0,2
170,175,104,125,-8,-2
165,176,109,124,5,-1
161,176,126,122,17,-2
153,176,126,122,0,0
147,176,69,121,-57,-1
140,175,66,121,-3,0
136,176,68,121,2,0
135,176,70,119,2,-2
138,176,131,118,61,-1
139,176,124,118,-7,0
146,176,115,117,-9,-1
149,176,114,116,-1,-1
159,175,114,116,0,0
165,175,114,116,0,0
175,175,120,115,6,-1
177,174,122,114,2,-1
169,174,127,113,5,-1
171,174,125,111,-2,-2
172,161,123,99,-2,-12
174,144,123,90,0,-9
171,143,124,92,1,2
172,143,122,92,-2,0
173,146,121,111,-1,19
173,144,120,131,-1,20
173,147,120,68,0,-63
174,139,119,66,-1,-2
174,135,119,66,0,0
173,138,119,69,0,3
173,135,119,128,0,59
172,140,119,114,0,-14
172,142,117,104,-2,-10
172,150,115,108,-2,4
172,156,115,104,0,-4
172,167,114,109,-1,5
172,174,113,112,-1,3
172,178,112,116,-1,4
172,175,110,119,-2,3
172,173,108,121,-2,2
173,176,106,116,-2,-5
174,174,103,116,-3,0
158,174,93,117,-10,1
159,177,94,118,1,1
158,179,105,117,11,-1
164,177,122,117,17,0
158,178,133,116,11,-1
149,177,68,115,-65,-1
143,176,67,114,-1,-1
138,176,67,113,0,-1
138,175,69,112,2,-1
137,175,71,111,2,-1
140,175,102,111,31,0
140,175,110,110,8,-1
146,175,102,118,-8,8
150,175,87,117,-15,-1
152,179,127,115,40,-2
161,178,108,116,-19,1
