Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
164,167,18,15,0,0
162,168,28,12,10,-3
167,161,27,30,-1,18
169,169,31,128,4,98
162,176,122,121,91,-7
167,174,130,129,8,8
168,177,93,130,-37,1
168,178,124,133,31,3
157,172,128,126,4,-7
166,175,88,131,-40,5
164,174,87,128,-1,-3
161,170,82,129,-5,1
159,164,80,131,-2,2
153,167,76,134,-4,3
154,167,76,134,0,0
146,168,73,133,-3,-1
148,168,77,132,4,-1
148,169,128,131,51,-1
152,171,128,128,0,-3
154,171,89,131,-39,3
157,166,133,129,44,-2
160,168,97,126,-36,-3
163,165,133,122,36,-4
165,167,107,119,-26,-3
169,170,113,123,6,4
171,172,120,125,7,2
171,171,141,123,21,-2
174,167,125,120,-16,-3
171,172,128,88,3,-32
171,173,137,131,9,43
170,170,137,128,0,-3
170,165,137,111,0,-17
167,169,139,110,2,-1
164,167,137,126,-2,16
167,163,136,122,-1,-4
161,159,133,73,-3,-49
165,163,134,120,1,47
167,163,132,124,-2,4
170,164,130,113,-2,-11
171,171,132,124,2,11
171,174,130,127,-2,3
173,173,132,130,2,3
174,176,132,133,0,3
173,175,129,129,-3,-4
172,175,128,130,-1,1
174,178,129,127,1,-3
174,171,127,135,-2,8
175,175,126,134,-1,-1
174,175,124,132,-2,-2
173,176,120,129,-4,-3
174,176,120,131,0,2
168,177,123,130,3,-1
167,176,128,129,5,-1
161,176,121,133,-7,4
154,171,132,132,11,-1
151,171,74,132,-58,0
142,170,70,132,-4,0
145,169,128,130,58,-2
148,170,78,130,-50,0
144,169,129,128,51,-2
150,170,138,128,9,0
154,172,128,128,-10,0
159,165,132,124,4,-4
168,168,137,124,5,0
169,169,137,116,0,-8
173,170,141,116,4,0
173,172,141,115,0,-1
172,175,136,118,-5,3
172,172,136,119,0,1
170,172,133,117,-3,-2
170,168,136,118,3,1
171,170,117,122,-19,4
165,167,136,131,19,9
165,158,130,73,-6,-58
161,158,127,107,-3,34
166,162,126,125,-1,18
167,165,126,116,0,-9
171,164,130,118,4,2
169,173,129,124,-1,6
171,173,129,128,0,4
172,175,129,124,0,-4
173,176,128,129,-1,5
173,177,129,130,1,1
175,175,127,128,-2,-2
175,173,127,129,0,1
174,174,124,128,-3,-1
175,174,124,133,0,5
175,177,124,127,0,-6
174,173,122,133,-2,6
173,176,123,128,1,-5
168,176,121,133,-2,5
164,178,125,132,4,-1
156,172,74,131,-51,-1
150,170,71,130,-3,-1
147,171,69,129,-2,-1
144,171,136,128,67,-1
143,172,72,127,-64,-1
147,172,77,126,5,-1
149,172,81,127,4,1
152,174,86,127,5,0
157,173,132,126,46,-1
162,174,133,124,1,-2
168,174,136,123,3,-1
171,176,136,123,0,0
172,175,136,122,0,-1
172,169,137,117,1,-5
172,174,135,119,-2,2
173,175,132,118,-3,-1
174,174,132,119,0,1
174,166,132,122,0,3
173,153,134,72,2,-50
168,159,129,71,-5,-1
167,160,129,72,0,1
167,157,127,71,-2,-1
165,161,125,131,-2,60
166,165,99,118,-26,-13
167,169,98,126,-1,8
168,173,132,123,34,-3
169,172,133,119,1,-4
171,178,134,120,1,1
