Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
164,167,18,15,0,0,26,16,TO,TO
162,168,28,12,10,-3,26,16,TO,TO
167,161,27,16,-1,4,26,16,TO,TO
169,169,31,23,4,7,26,16,TO,TO
162,176,36,33,5,10,48,49,FF,FF
167,174,45,44,9,11,48,49,FF,FF
168,177,53,55,8,11,48,49,FF,FF
168,178,61,66,8,11,48,49,FF,FF
157,172,70,76,9,10,75,87,FF,FF
166,175,74,85,4,9,75,87,FF,FF
164,174,77,92,3,7,75,87,FF,FF
161,170,82,98,5,6,75,87,FF,FF
159,164,80,104,-2,6,76,111,FF,FF
153,167,76,109,-4,5,76,111,FF,FF
154,167,76,115,0,6,76,111,FF,FF
146,168,73,119,-3,4,76,111,FF,FF
148,168,77,122,4,3,82,128,FF,HS
148,169,80,131,3,9,82,128,FF,HS
152,171,84,128,4,-3,82,128,FF,HS
154,171,89,131,5,3,82,128,FF,HS
157,166,91,129,2,-2,100,124,FF,HS
160,168,97,126,6,-3,100,124,FF,HS
163,165,106,122,9,-4,100,124,FF,HS
165,167,107,119,1,-3,100,124,FF,HS
169,170,113,123,6,4,120,122,FF,HS
171,172,120,125,7,2,120,122,FF,HS
171,171,125,123,5,-2,120,122,FF,HS
174,167,125,120,0,-3,120,122,FF,HS
171,172,128,112,3,-8,134,114,HS,FF
171,173,137,116,9,4,134,114,HS,FF
170,170,137,119,0,3,134,114,HS,FF
170,165,137,111,0,-8,134,114,HS,FF
167,169,139,110,2,-1,136,116,HS,FF
164,167,137,114,-2,4,136,116,HS,FF
167,163,136,122,-1,8,136,116,HS,FF
161,159,133,118,-3,-4,136,116,HS,FF
165,163,134,111,1,-7,132,113,HS,FF
167,163,132,114,-2,3,132,113,HS,FF
170,164,130,113,-2,-1,132,113,HS,FF
171,171,132,115,2,2,132,113,HS,FF
171,174,130,118,-2,3,130,123,HS,HS
173,173,132,121,2,3,130,123,HS,HS
174,176,132,124,0,3,130,123,HS,HS
173,175,129,129,-3,5,130,123,HS,HS
172,175,128,130,-1,1,127,131,HS,HS
174,178,129,127,1,-3,127,131,HS,HS
174,171,127,135,-2,8,127,131,HS,HS
175,175,126,134,-1,-1,127,131,HS,HS
174,175,124,132,-2,-2,121,130,FF,HS
173,176,120,129,-4,-3,121,130,FF,HS
174,176,120,131,0,2,121,130,FF,HS
168,177,123,130,3,-1,121,130,FF,HS
167,176,128,129,5,-1,122,131,FF,HS
161,176,121,133,-7,4,122,131,FF,HS
154,171,123,132,2,-1,122,131,FF,HS
151,171,119,132,-4,0,122,131,FF,HS
142,170,114,132,-5,0,106,130,FF,HS
145,169,107,130,-7,-2,106,130,FF,HS
148,170,99,130,-8,0,106,130,FF,HS
144,169,106,128,7,-2,106,130,FF,HS
150,170,114,128,8,0,118,126,FF,HS
154,172,117,128,3,0,118,126,FF,HS
159,165,120,124,3,-4,118,126,FF,HS
168,168,124,124,4,0,118,126,FF,HS
169,169,127,116,3,-8,131,116,HS,FF
173,170,130,116,3,0,131,116,HS,FF
173,172,132,115,2,-1,131,116,HS,FF
172,175,136,118,4,3,131,116,HS,FF
172,172,136,119,0,1,134,119,HS,FF
170,172,133,117,-3,-2,134,119,HS,FF
170,168,136,118,3,1,134,119,HS,FF
171,170,131,122,-5,4,134,119,HS,FF
165,167,136,131,5,9,129,124,HS,HS
165,158,130,127,-6,-4,129,124,HS,HS
161,158,127,122,-3,-5,129,124,HS,HS
166,162,126,119,-1,-3,129,124,HS,HS
167,165,126,116,0,-3,128,121,HS,HS
171,164,130,118,4,2,128,121,HS,HS
169,173,129,124,-1,6,128,121,HS,HS
171,173,129,128,0,4,128,121,HS,HS
172,175,129,124,0,-4,128,127,HS,HS
173,176,128,129,-1,5,128,127,HS,HS
173,177,129,130,1,1,128,127,HS,HS
175,175,127,128,-2,-2,128,127,HS,HS
175,173,127,129,0,1,124,129,FF,HS
174,174,124,128,-3,-1,124,129,FF,HS
175,174,124,133,0,5,124,129,FF,HS
175,177,124,127,0,-6,124,129,FF,HS
174,173,122,133,-2,6,122,131,FF,HS
173,176,123,128,1,-5,122,131,FF,HS
168,176,121,133,-2,5,122,131,FF,HS
164,178,125,132,4,-1,122,131,FF,HS
156,172,121,131,-4,-1,112,129,FF,HS
150,170,116,130,-5,-1,112,129,FF,HS
147,171,110,129,-6,-1,112,129,FF,HS
144,171,103,128,-7,-1,112,129,FF,HS
143,172,95,127,-8,-1,88,126,FF,HS
147,172,90,126,-5,-1,88,126,FF,HS
149,172,81,127,-9,1,88,126,FF,HS
152,174,86,127,5,0,88,126,FF,HS
157,173,88,126,2,-1,94,124,FF,HS
162,174,92,124,4,-2,94,124,FF,HS
168,174,97,123,5,-1,94,124,FF,HS
171,176,102,123,5,0,94,124,FF,HS
172,175,107,122,5,-1,113,119,FF,FF
172,169,111,117,4,-5,113,119,FF,FF
172,174,117,119,6,2,113,119,FF,FF
173,175,120,118,3,-1,113,119,FF,FF
174,174,123,119,3,1,129,118,HS,FF
174,166,132,122,9,3,129,118,HS,FF
173,153,134,118,2,-4,129,118,HS,FF
168,159,129,113,-5,-5,129,118,HS,FF
167,160,129,107,0,-6,124,101,FF,FF
167,157,127,101,-2,-6,124,101,FF,FF
165,161,125,97,-2,-4,124,101,FF,FF
166,165,118,102,-7,5,124,101,FF,FF
167,169,113,108,-5,6,117,112,FF,FF
168,173,117,111,4,3,117,112,FF,FF
169,172,121,119,4,8,117,112,FF,FF
171,178,134,120,13,1,117,112,FF,FF
