Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
158,147,13,119,0,0,15,116,TO,FF
158,152,12,116,-1,-3,15,116,TO,FF
143,167,16,116,4,0,15,116,TO,FF
145,173,20,114,4,-2,15,116,TO,FF
168,175,19,107,-1,-7,14,112,TO,TO
168,175,15,113,-4,6,14,112,TO,TO
160,173,9,115,-6,2,14,112,TO,TO
163,170,13,116,4,1,14,112,TO,TO
151,165,18,116,5,0,30,117,FF,HS
157,159,26,114,8,-2,30,117,FF,HS
151,152,34,119,8,5,30,117,FF,HS
147,152,44,121,10,2,30,117,FF,HS
141,151,51,120,7,-1,58,117,FF,HS
135,148,56,118,5,-2,58,117,FF,HS
134,145,59,116,3,-2,58,117,FF,HS
130,145,67,114,8,-2,58,117,FF,HS
132,146,69,113,2,-1,75,113,FF,TO
130,147,69,114,0,1,75,113,FF,TO
131,149,79,114,10,0,75,113,FF,TO
133,150,84,113,5,-1,75,113,FF,TO
140,153,91,114,7,1,100,113,FF,TO
144,155,98,116,7,2,100,113,FF,TO
151,159,104,113,6,-3,100,113,FF,TO
158,163,107,112,3,-1,100,113,FF,TO
162,167,111,113,4,1,117,113,FF,TO
172,175,115,115,4,2,117,113,FF,TO
175,176,120,114,5,-1,117,113,FF,TO
174,178,123,111,3,-3,117,113,FF,TO
174,179,131,111,8,0,131,109,HS,TO
174,178,133,110,2,-1,131,109,HS,TO
174,178,132,109,-1,-1,131,109,HS,TO
175,174,130,107,-2,-2,131,109,HS,TO
175,174,131,107,1,0,130,108,HS,TO
175,168,129,106,-2,-1,130,108,HS,TO
175,161,131,108,2,2,130,108,HS,TO
176,159,130,111,-1,3,130,108,HS,TO
175,147,130,118,0,7,127,116,HS,FF
175,142,128,115,-2,-3,127,116,HS,FF
173,137,126,111,-2,-4,127,116,HS,FF
173,136,125,121,-1,10,127,116,HS,FF
173,135,125,112,0,-9,121,115,HS,TO
175,142,122,114,-3,2,121,115,HS,TO
176,141,121,118,-1,4,121,115,HS,TO
176,150,118,117,-3,-1,121,115,HS,TO
177,159,117,121,-1,4,113,127,FF,HS
176,169,115,126,-2,5,113,127,FF,HS
175,176,112,130,-3,4,113,127,FF,HS
172,171,111,131,-1,1,113,127,FF,HS
171,173,112,130,1,-1,109,124,FF,HS
171,179,109,125,-3,-5,109,124,FF,HS
167,174,106,123,-3,-2,109,124,FF,HS
166,169,112,121,6,-2,109,124,FF,HS
158,160,110,117,-2,-4,113,115,FF,TO
151,158,114,117,4,0,113,115,FF,TO
147,153,116,113,2,-4,113,115,FF,TO
140,152,112,113,-4,0,113,115,FF,TO
136,151,107,112,-5,-1,100,109,FF,TO
134,149,101,108,-6,-4,100,109,FF,TO
131,148,93,108,-8,0,100,109,FF,TO
133,150,100,109,7,1,100,109,FF,TO
135,151,102,109,2,0,109,108,FF,TO
142,154,105,108,3,-1,109,108,FF,TO
149,157,115,109,10,1,109,108,FF,TO
158,160,117,109,2,0,109,108,FF,TO
166,162,124,109,7,0,128,110,HS,TO
176,166,129,110,5,1,128,110,HS,TO
175,169,131,111,2,1,128,110,HS,TO
171,171,131,112,0,1,128,110,HS,TO
168,174,135,111,4,-1,128,109,HS,TO
172,176,127,110,-8,-1,128,109,HS,TO
174,175,127,109,0,-1,128,109,HS,TO
