Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.48,147.81,4.85,1.47,147.36,4.83,,48.5,76.1
1.44,144.13,4.73,1.44,143.69,4.71,,48.4,73.5
1.34,134.1,4.4,1.34,133.72,4.39,,48.1,63.3
1.34,133.96,4.4,1.34,133.73,4.39,,48.1,62.6
1.37,136.93,4.49,1.37,136.71,4.49,,47.6,65.4
1.37,136.66,4.48,1.37,136.7,4.48,,48.2,66.1
1.32,132.32,4.34,1.32,131.57,4.32,,48.7,60.9
1.3,130.43,4.28,1.3,130.01,4.27,,48.6,59.3
1.29,128.98,4.23,1.28,128.32,4.21,,48.6,58.6
1.34,133.69,4.39,1.33,133.37,4.38,,48.2,63.1
1.32,132.28,4.34,1.32,131.56,4.32,,48.9,61.1
1.31,130.87,4.29,1.3,130.08,4.27,,49.3,59.8
1.31,130.65,4.29,1.3,129.7,4.26,,49.6,59.4
1.39,138.87,4.56,1.38,137.87,4.52,,50.4,67.8
1.43,142.77,4.68,1.42,141.7,4.65,,50.2,72
1.43,143.31,4.7,1.42,142.03,4.66,,50.2,72
1.44,144.3,4.73,1.43,143.07,4.69,,49.9,73.1
1.43,142.52,4.68,1.41,141.24,4.63,,50.1,71.6
1.44,143.93,4.72,1.43,142.62,4.68,,50.2,72.7
1.44,144.33,4.74,1.43,143.06,4.69,,51.7,72.9
1.44,143.8,4.72,1.43,142.66,4.68,,51,72.4
1.43,142.93,4.69,1.42,141.89,4.66,,49.4,70.9
1.43,142.6,4.68,1.42,141.58,4.65,,49.6,70.8
1.45,144.51,4.74,1.44,143.52,4.71,,49.3,72.6
1.43,143.04,4.69,1.42,141.93,4.66,,49,71
1.43,143.22,4.7,1.42,142.48,4.67,,49.1,71
1.42,141.69,4.65,1.41,140.74,4.62,,48.5,70
1.42,142.43,4.67,1.41,141.34,4.64,,48,70.4
1.43,142.73,4.68,1.41,141.48,4.64,,48.2,70.5
1.42,142.03,4.66,1.41,140.69,4.62,,48.6,69.9
1.42,142.02,4.66,1.4,140.29,4.6,,47.9,69.5
1.41,141.37,4.64,1.4,139.77,4.59,,47.7,68.9
1.41,141.22,4.63,1.4,139.72,4.58,,47.2,68.5
1.43,142.69,4.68,1.41,141.4,4.64,,49.2,69.9
1.42,141.92,4.66,1.41,140.65,4.61,,49.3,69.2
1.42,141.63,4.65,1.41,140.66,4.61,,49.1,69
1.41,140.97,4.63,1.4,140,4.59,,48,68.3
1.41,141.35,4.64,1.4,140.36,4.6,,47.8,68.4
1.41,141.16,4.63,1.4,140,4.59,,47.9,68
1.41,141.24,4.63,1.4,140.19,4.6,,48.1,68.2
1.41,141.26,4.63,1.4,140.49,4.61,,47.8,68.6
1.42,141.81,4.65,1.41,141.18,4.63,,47.8,69.1
1.42,142.45,4.67,1.42,141.91,4.66,,47.3,69.6
1.43,142.8,4.69,1.42,142.44,4.67,,47.6,70.1
1.43,143.04,4.69,1.43,142.93,4.69,,47.4,70.6
1.44,143.6,4.71,1.44,143.54,4.71,,47.2,71.1
1.44,144.04,4.73,1.44,143.97,4.72,,47.5,71.4
1.45,144.71,4.75,1.45,144.67,4.75,,47.7,71.6
1.45,144.55,4.74,1.44,144.42,4.74,,47.6,71.7
1.46,145.52,4.77,1.46,145.59,4.78,,47.1,71.9
1.46,145.76,4.78,1.46,145.77,4.78,,47.4,72.4
1.46,146.26,4.8,1.46,146.09,4.79,,47.5,72.7
1.48,147.98,4.85,1.48,147.58,4.84,,47.8,74.2
1.48,147.67,4.84,1.47,147.16,4.83,,48.4,74.2
1.49,148.55,4.87,1.48,147.82,4.85,,48.8,75
1.48,147.96,4.85,1.47,147.16,4.83,,48.7,74.6
1.47,146.95,4.82,1.46,145.99,4.79,,49.1,73.3
1.46,146.3,4.8,1.46,145.54,4.77,,49.2,73
1.46,146.27,4.8,1.46,145.51,4.77,,49.4,73.1
1.46,145.73,4.78,1.45,145.08,4.76,,49.3,72.7
1.46,145.73,4.78,1.45,145.21,4.76,,49.6,72.6
1.44,143.74,4.72,1.43,143.32,4.7,,49.9,70.5
1.44,143.52,4.71,1.43,143.35,4.7,,50.1,70.4
1.43,142.95,4.69,1.43,142.97,4.69,,49.4,69.7
1.42,141.82,4.65,1.42,141.95,4.66,,49.5,68.7
1.42,142.34,4.67,1.43,142.81,4.69,,49.5,69.4
1.43,142.79,4.68,1.43,143.24,4.7,,49.6,69.9
1.43,143.05,4.69,1.44,143.57,4.71,,48.8,70.1
1.41,141.48,4.64,1.42,141.96,4.66,,48.7,68.5
1.41,141.11,4.63,1.42,141.53,4.64,,49.1,68.3
1.42,142.08,4.66,1.42,142.4,4.67,,49,69.2
1.42,141.94,4.66,1.42,142.04,4.66,,48.6,68.9
1.42,142.16,4.66,1.42,142.02,4.66,,48.7,69.1
1.42,141.9,4.66,1.42,141.51,4.64,,49,68.7
1.42,141.75,4.65,1.41,141.36,4.64,,49,68.6
1.42,141.84,4.65,1.41,141.32,4.64,,49.2,68.6
1.42,141.77,4.65,1.41,141.21,4.63,,48.8,68.3
1.41,141.49,4.64,1.41,140.74,4.62,,48.2,68.1
1.42,141.58,4.65,1.41,140.9,4.62,,48.1,68.1
1.42,141.96,4.66,1.41,141.28,4.64,,47.7,68.3
1.42,142,4.66,1.41,141.38,4.64,,48.2,68.5
1.43,142.58,4.68,1.42,142.09,4.66,,47.8,69
1.43,143.06,4.69,1.43,142.51,4.68,,47.1,69.4
1.44,143.59,4.71,1.43,143.03,4.69,,47,69.9
1.44,143.97,4.72,1.43,143.5,4.71,,46.9,70.4
1.44,144.21,4.73,1.44,143.84,4.72,,47.3,70.7
1.44,144.29,4.73,1.44,143.99,4.72,,47,70.8
1.45,144.53,4.74,1.44,144.38,4.74,,46.7,70.8
1.45,145.03,4.76,1.45,144.91,4.75,,46.5,71.2
1.45,145.35,4.77,1.45,145.12,4.76,,46.7,71.2
1.46,145.95,4.79,1.46,145.71,4.78,,47.4,71.9
1.46,146.34,4.8,1.46,145.88,4.79,,47.1,72.1
1.47,147.16,4.83,1.47,146.71,4.81,,47.8,73.1
1.48,147.64,4.84,1.47,147.18,4.83,,48.3,73.7
1.48,147.64,4.84,1.47,147.08,4.83,,48.5,73.8
1.47,147.14,4.83,1.47,146.69,4.81,,48.8,73.5
1.45,145.28,4.77,1.45,144.8,4.75,,49,72
1.45,144.88,4.75,1.44,144.49,4.74,,49.4,71.6
1.44,144.22,4.73,1.44,143.83,4.72,,49.7,71
1.44,143.66,4.71,1.43,143.24,4.7,,49.4,70.6
1.44,143.91,4.72,1.44,143.66,4.71,,49.2,71
1.44,144.09,4.73,1.44,143.89,4.72,,49.1,71.2
1.44,144.49,4.74,1.44,144.32,4.73,,49.2,71.6
1.44,144.19,4.73,1.44,144.13,4.73,,49.2,71.4
1.44,144.16,4.73,1.44,144.16,4.73,,49,71.4
1.44,144.1,4.73,1.44,144.14,4.73,,48.9,71.3
1.45,144.84,4.75,1.45,145.06,4.76,,48.7,72
1.44,144.24,4.73,1.45,144.63,4.74,,48.7,71.5
1.44,144.23,4.73,1.45,144.7,4.75,,48.7,71.7
1.45,145.24,4.77,1.46,145.58,4.78,,48.5,72.5
1.43,143.42,4.71,1.44,143.61,4.71,,48.5,70.4
