Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.29,129.03,4.23,1.27,127.01,4.17,,39.8,63.9
1.24,124.33,4.08,1.22,122.14,4.01,,40.1,63.7
1.26,125.74,4.13,1.24,123.57,4.05,,38.6,63.5
1.25,125.39,4.11,1.23,123.21,4.04,,41.6,63.6
1.37,136.59,4.48,1.34,134.32,4.41,,40,72.6
1.37,136.9,4.49,1.34,134.44,4.41,,40.2,71.1
1.41,140.79,4.62,1.39,138.82,4.55,,40.9,71.8
1.4,139.91,4.59,1.38,137.95,4.53,,40.6,71.1
1.39,139.4,4.57,1.37,137.29,4.5,,40.1,70.7
1.27,126.79,4.16,1.25,124.95,4.1,,40.4,58.7
1.26,126.39,4.15,1.25,124.56,4.09,,42.4,58.4
1.3,130.27,4.27,1.28,128.26,4.21,,41.9,61.8
1.4,139.87,4.59,1.38,138.2,4.53,,42.1,71.2
1.46,146.21,4.8,1.45,144.74,4.75,,42.5,77.4
1.48,147.88,4.85,1.46,146.24,4.8,,42.6,78.7
1.47,146.74,4.81,1.45,144.94,4.76,,42.5,77.3
1.46,146.13,4.79,1.44,144.34,4.74,,43.8,76.6
1.46,145.77,4.78,1.44,144.04,4.73,,41.8,76.1
1.46,146.09,4.79,1.44,144.04,4.73,,43.7,76
1.46,145.6,4.78,1.44,143.73,4.72,,44.5,75.8
1.45,145.36,4.77,1.43,143.33,4.7,,44.6,75.7
1.45,145,4.76,1.43,142.94,4.69,,44.9,75.5
1.45,145.07,4.76,1.43,142.99,4.69,,45.2,75.5
1.44,143.64,4.71,1.41,141.23,4.63,,45.9,73.8
1.44,144.01,4.72,1.42,141.67,4.65,,45.4,74.1
1.47,146.67,4.81,1.44,144.07,4.73,,44.5,76.5
1.46,146.15,4.79,1.43,143.48,4.71,,44.7,75.9
1.5,149.51,4.91,1.47,147,4.82,,45.1,79.3
1.49,148.7,4.88,1.46,146.26,4.8,,45.5,78.4
1.47,147.2,4.83,1.45,144.88,4.75,,45.8,77.5
1.47,147.21,4.83,1.45,144.91,4.75,,46.2,77.5
1.47,147.23,4.83,1.45,145.47,4.77,,46.4,78
1.47,147.15,4.83,1.45,145.33,4.77,,46.8,77.8
1.48,147.92,4.85,1.46,146,4.79,,46.4,77.6
1.48,147.93,4.85,1.46,146.1,4.79,,45.3,77.9
1.47,147.24,4.83,1.46,145.66,4.78,,44.9,77.3
1.47,147,4.82,1.46,145.52,4.77,,45.5,76.7
1.47,147.01,4.82,1.46,145.59,4.78,,45.7,76.7
1.47,147.18,4.83,1.46,145.8,4.78,,45.4,76.8
1.47,147.07,4.83,1.46,145.51,4.77,,43.6,76.7
1.47,147.36,4.83,1.46,145.78,4.78,,43.8,76.8
1.47,147.38,4.84,1.46,145.7,4.78,,43.8,76.8
1.47,147.14,4.83,1.46,145.54,4.77,,41.9,76.8
1.47,146.72,4.81,1.45,145.22,4.76,,42,76.5
1.47,146.7,4.81,1.45,145.23,4.76,,42,76.7
1.47,146.53,4.81,1.45,145.08,4.76,,42,76.5
1.46,146.32,4.8,1.45,144.98,4.76,,42,76.4
1.46,145.83,4.78,1.44,144.49,4.74,,42,76.1
1.45,145.46,4.77,1.44,144.05,4.73,,42.5,75.9
1.45,145,4.76,1.44,143.64,4.71,,42.7,75.5
1.45,145.04,4.76,1.44,143.66,4.71,,41.9,75.4
1.45,144.97,4.76,1.44,143.62,4.71,,41.8,75.7
1.45,145.37,4.77,1.44,144.06,4.73,,41.7,76
1.46,146.02,4.79,1.45,144.74,4.75,,41.6,76.4
1.46,146.37,4.8,1.45,144.99,4.76,,41.5,76.3
1.47,146.59,4.81,1.45,145.19,4.76,,42.2,76.3
1.47,147.13,4.83,1.46,145.53,4.77,,43.2,76.6
1.48,147.81,4.85,1.46,146.23,4.8,,43.4,77.5
1.48,148.01,4.86,1.46,146.37,4.8,,43.5,77.6
