Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
154,165,14,130,0,0
161,167,43,138,29,8
154,169,126,107,83,-31
152,170,108,107,-18,0
164,169,111,104,3,-3
137,169,87,103,-24,-1
135,169,113,134,26,31
147,173,136,102,23,-32
157,174,102,135,-34,33
155,167,120,131,18,-4
163,168,136,129,16,-2
168,169,138,127,2,-2
172,163,135,123,-3,-4
175,165,136,91,1,-32
174,164,137,107,1,16
175,162,137,111,0,4
174,162,140,110,3,-1
170,159,137,82,-3,-28
165,158,138,133,1,51
163,155,117,124,-21,-9
160,154,135,74,18,-50
160,143,111,130,-24,56
163,140,111,71,0,-59
163,138,110,70,-1,-1
165,130,110,69,0,-1
168,138,108,74,-2,5
168,136,132,128,24,54
170,143,135,81,3,-47
169,144,135,134,0,53
169,148,134,141,-1,7
171,153,135,97,1,-44
173,158,105,103,-30,6
174,166,104,111,-1,8
175,170,103,114,-1,3
175,169,102,116,-1,2
176,170,100,116,-2,0
175,169,97,112,-3,-4
168,168,125,111,28,-1
160,169,126,109,1,-2
154,164,114,104,-12,-5
154,163,86,103,-28,-1
151,165,129,102,43,-1
153,164,89,101,-40,-1
153,166,127,137,38,36
154,167,96,132,-31,-5
161,171,103,100,7,-32
166,170,134,99,31,-1
166,168,134,95,0,-4
171,169,131,95,-3,0
170,168,128,93,-3,-2
176,167,135,89,7,-4
177,164,133,88,-2,-1
174,165,135,87,2,-1
171,169,133,85,-2,-2
173,166,133,83,0,-2
170,159,133,77,0,-6
163,158,132,76,-1,-1
167,149,136,71,4,-5
154,146,133,71,-3,0
157,136,108,68,-25,-3
159,136,106,67,-2,-1
160,134,105,66,-1,-1
160,130,103,67,-2,1
161,134,101,69,-2,2
161,133,100,124,-1,55
164,134,99,73,-1,-51
163,140,98,135,-1,62
164,143,97,128,-1,-7
166,145,97,88,0,-40
169,155,97,98,0,10
171,160,97,104,0,6
174,167,96,110,-1,6
174,173,95,117,-1,7
174,176,133,139,38,22
175,177,92,137,-41,-2
171,175,89,136,-3,-1
166,173,84,137,-5,1
165,172,131,114,47,-23
156,169,77,111,-54,-3
152,167,74,108,-3,-3
149,168,75,107,1,-1
141,169,70,104,-5,-3
141,168,73,102,3,-2
136,169,74,101,1,-1
141,169,126,100,52,-1
141,173,132,98,6,-2
147,171,132,134,0,36
155,173,98,96,-34,-38
159,170,104,93,6,-3
164,165,135,90,31,-3
169,165,132,88,-3,-2
175,164,135,86,3,-2
174,166,134,132,-1,46
177,167,134,84,0,-48
176,168,136,83,2,-1
175,165,133,79,-3,-4
173,165,134,118,1,39
171,163,134,76,0,-42
168,157,136,71,2,-5
159,154,136,68,0,-3
159,147,110,66,-26,-2
160,146,107,65,-3,-1
158,139,105,64,-2,-1
161,139,104,64,-1,0
163,129,103,61,-1,-3
163,135,102,66,-1,5
164,136,101,68,-1,2
165,139,100,72,-1,4
166,142,98,78,-2,6
167,144,97,83,-1,5
171,148,97,88,0,5
172,152,97,94,0,6
171,155,95,100,-2,6
172,161,95,105,0,5
174,167,94,110,-1,5
173,169,91,111,-3,1
170,170,131,111,40,0
165,170,84,109,-47,-2
163,169,81,106,-3,-3
156,166,77,103,-4,-3
