Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
164,136,10,67,0,0
158,129,108,156,98,89
155,154,104,113,-4,-43
160,156,133,120,29,7
169,151,128,128,-5,8
174,137,138,137,10,9
176,130,129,142,-9,5
177,124,129,145,0,3
178,122,135,145,6,0
176,133,125,138,-10,-7
168,130,131,137,6,-1
168,133,125,135,-6,-2
170,135,127,133,2,-2
167,135,130,133,3,0
169,173,130,80,0,-53
172,174,131,80,1,0
173,165,130,77,-1,-3
173,172,137,115,7,38
174,174,132,113,-5,-2
176,177,132,120,0,7
175,177,129,113,-3,-7
176,178,125,121,-4,8
176,176,132,130,7,9
177,175,130,128,-2,-2
176,178,126,125,-4,-3
175,178,128,124,2,-1
174,174,123,133,-5,9
174,178,128,128,5,-5
174,175,120,137,-8,9
173,178,113,132,-7,-5
172,177,113,136,0,4
174,178,117,136,4,0
173,177,111,138,-6,2
171,178,107,136,-4,-2
170,176,108,133,1,-3
168,178,110,133,2,0
165,178,123,134,13,1
158,178,80,133,-43,-1
148,177,74,132,-6,-1
142,176,127,131,53,-1
138,177,134,129,7,-2
138,176,121,129,-13,0
139,176,128,127,7,-2
139,176,83,129,-45,2
146,175,126,129,43,0
148,176,124,124,-2,-5
153,177,132,122,8,-2
159,175,130,124,-2,2
165,175,132,123,2,-1
173,175,137,123,5,0
175,174,139,122,2,-1
176,173,128,121,-11,-1
174,172,141,120,13,-1
169,174,138,119,-3,-1
168,176,129,121,-9,2
166,177,127,119,-2,-2
168,173,126,116,-1,-3
170,174,125,121,-1,5
172,176,123,113,-2,-8
172,165,123,103,0,-10
173,172,122,119,-1,16
176,174,123,119,1,0
176,179,124,116,1,-3
177,175,124,124,0,8
177,177,126,117,2,-7
177,176,125,116,-1,-1
176,176,124,114,-1,-2
176,178,123,119,-1,5
175,177,121,123,-2,4
174,177,119,129,-2,6
173,175,119,126,0,-3
173,173,116,138,-3,12
173,177,115,128,-1,-10
172,175,116,123,1,-5
172,175,115,130,-1,7
172,179,112,126,-3,-4
172,174,111,128,-1,2
172,174,110,130,-1,2
171,174,108,131,-2,1
168,175,109,130,1,-1
164,175,121,130,12,0
159,175,77,129,-44,-1
150,174,75,129,-2,0
141,173,71,129,-4,0
133,173,137,129,66,0
135,172,72,129,-65,0
133,172,131,128,59,-1
139,173,128,126,-3,-2
140,173,111,125,-17,-1
149,172,121,124,10,-1
153,172,119,124,-2,0
162,172,130,123,11,-1
166,172,133,122,3,-1
173,171,134,120,1,-2
175,172,139,117,5,-3
174,171,140,116,1,-1
169,170,137,116,-3,0
168,173,137,113,0,-3
167,172,131,113,-6,0
166,174,129,116,-2,3
167,175,128,118,-1,2
169,153,136,100,8,-18
170,177,132,114,-4,14
171,179,130,110,-2,-4
172,178,131,107,1,-3
174,177,134,109,3,2
175,179,133,110,-1,1
175,176,131,121,-2,11
175,178,130,120,-1,-1
174,177,128,120,-2,0
174,176,127,121,-1,1
174,173,126,121,-1,0
173,171,124,124,-2,3
173,172,121,123,-3,-1
172,173,120,126,-1,3
172,172,117,129,-3,3
172,173,113,125,-4,-4
174,172,113,125,0,0
175,171,113,124,0,-1
172,172,113,124,0,0
