Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
164,136,10,67,0,0,21,74,TO,TO
158,129,16,72,6,5,21,74,TO,TO
155,154,24,77,8,5,21,74,TO,TO
160,156,35,83,11,6,21,74,TO,TO
169,151,47,89,12,6,64,98,FF,FF
174,137,59,95,12,6,64,98,FF,FF
176,130,70,101,11,6,64,98,FF,FF
177,124,80,107,10,6,64,98,FF,FF
178,122,89,113,9,6,100,120,FF,FF
176,133,98,119,9,6,100,120,FF,FF
168,130,106,123,8,4,100,120,FF,FF
168,133,110,126,4,3,100,120,FF,FF
170,135,114,133,4,7,121,129,FF,HS
167,135,118,133,4,0,121,129,FF,HS
169,173,121,129,3,-4,121,129,FF,HS
172,174,131,124,10,-5,121,129,FF,HS
173,165,130,118,-1,-6,132,116,HS,FF
173,172,137,114,7,-4,132,116,HS,FF
174,174,132,113,-5,-1,132,116,HS,FF
176,177,132,120,0,7,132,116,HS,FF
175,177,129,113,-3,-7,129,123,HS,FF
176,178,125,121,-4,8,129,123,HS,FF
176,176,132,130,7,9,129,123,HS,FF
177,175,130,128,-2,-2,129,123,HS,FF
176,178,126,125,-4,-3,126,127,HS,HS
175,178,128,124,2,-1,126,127,HS,HS
174,174,123,133,-5,9,126,127,HS,HS
174,178,128,128,5,-5,126,127,HS,HS
174,175,120,137,-8,9,115,135,FF,HS
173,178,113,132,-7,-5,115,135,FF,HS
172,177,113,136,0,4,115,135,FF,HS
174,178,117,136,4,0,115,135,FF,HS
173,177,111,138,-6,2,109,135,FF,HS
171,178,107,136,-4,-2,109,135,FF,HS
170,176,108,133,1,-3,109,135,FF,HS
168,178,110,133,2,0,109,135,FF,HS
165,178,113,134,3,1,104,132,FF,HS
158,178,104,133,-9,-1,104,132,FF,HS
148,177,96,132,-8,-1,104,132,FF,HS
142,176,103,131,7,-1,104,132,FF,HS
138,177,110,129,7,-2,111,128,FF,HS
138,176,112,129,2,0,111,128,FF,HS
139,176,116,127,4,-2,111,128,FF,HS
139,176,107,129,-9,2,111,128,FF,HS
146,175,111,129,4,0,116,124,FF,FF
148,176,114,124,3,-5,116,124,FF,FF
153,177,118,122,4,-2,116,124,FF,FF
159,175,121,124,3,2,116,124,FF,FF
165,175,123,123,2,-1,126,122,HS,FF
173,175,126,123,3,0,126,122,HS,FF
175,174,129,122,3,-1,126,122,HS,FF
176,173,128,121,-1,-1,126,122,HS,FF
174,172,131,120,3,-1,131,119,HS,FF
169,174,138,119,7,-1,131,119,HS,FF
168,176,129,121,-9,2,131,119,HS,FF
