Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
115,93,100,146,0,0
93,57,127,26,27,-120
89,31,123,83,-4,57
81,38,123,79,0,-4
52,33,119,77,-4,-2
78,34,134,116,15,39
31,29,66,106,-68,-10
57,54,123,128,57,22
163,55,62,128,-61,0
172,33,34,112,-28,-16
175,36,126,113,92,1
176,163,131,16,5,-97
176,165,129,18,-2,2
177,161,130,121,1,103
172,169,120,76,-10,-45
173,159,122,112,2,36
172,165,123,111,1,-1
174,165,126,110,3,-1
175,165,132,108,6,-2
176,161,129,101,-3,-7
177,161,129,128,0,27
178,163,124,24,-5,-104
178,160,124,97,0,73
179,158,118,94,-6,-3
179,154,116,91,-2,-3
178,151,136,86,20,-5
179,158,118,92,-18,6
178,154,112,88,-6,-4
178,154,114,88,2,0
176,159,138,94,24,6
176,164,136,100,-2,6
175,166,137,131,1,31
174,167,119,119,-18,-12
171,174,122,125,3,6
170,176,129,131,7,6
169,176,126,124,-3,-7
171,174,120,132,-6,8
168,170,118,132,-2,0
167,168,148,132,30,0
170,164,128,135,-20,3
167,169,104,134,-24,-1
170,166,104,132,0,-2
169,169,102,129,-2,-3
169,168,100,129,-2,0
172,169,137,130,37,1
166,165,126,136,-11,6
170,170,122,132,-4,-4
169,175,136,132,14,0
169,175,100,133,-36,1
164,177,99,129,-1,-4
154,179,136,133,37,4
154,177,93,132,-43,-1
151,175,141,122,48,-10
149,173,93,122,-48,0
155,172,97,119,4,-3
156,172,100,120,3,1
160,168,107,119,7,-1
160,169,120,120,13,1
167,169,116,118,-4,-2
169,169,123,117,7,-1
174,167,133,116,10,-1
174,166,133,116,0,0
177,165,131,115,-2,-1
177,164,123,114,-8,-1
174,162,134,146,11,32
175,164,134,133,0,-13
175,160,131,139,-3,6
174,160,131,141,0,2
175,162,131,96,0,-45
175,162,129,112,-2,16
177,158,129,106,0,-6
178,158,126,105,-3,-1
176,158,126,105,0,0
176,156,122,102,-4,-3
174,155,122,102,0,0
171,153,123,144,1,42
171,153,125,145,2,1
170,149,131,97,6,-48
167,145,134,94,3,-3
169,140,126,91,-8,-3
170,142,125,91,-1,0
170,146,139,136,14,45
169,145,121,96,-18,-40
169,148,121,125,0,29
169,153,119,111,-2,-14
170,157,118,110,-1,-1
171,163,118,134,0,24
171,169,116,121,-2,-13
171,175,115,127,-1,6
170,173,112,136,-3,9
172,178,111,131,-1,-5
171,175,110,135,-1,4
172,173,109,123,-1,-12
165,170,102,139,-7,16
166,169,101,134,-1,-5
167,169,100,132,-1,-2
170,170,101,129,1,-3
161,173,94,127,-7,-2
162,172,93,131,-1,4
165,176,94,128,1,-3
160,176,92,126,-2,-2
153,178,88,126,-4,0
152,178,85,128,-3,2
153,178,87,121,2,-7
150,178,85,135,-2,14
146,175,83,129,-2,-6
148,175,87,114,4,-15
154,174,91,125,4,11
154,171,120,114,29,-11
159,171,134,114,14,0
164,172,132,135,-2,21
167,171,126,113,-6,-22
171,171,122,113,-4,0
175,171,129,113,7,0
179,171,129,112,0,-1
176,170,129,111,0,-1
173,170,130,111,1,0
171,168,132,109,2,-2
170,167,133,107,1,-2
170,163,134,104,1,-3
