Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
0.806,80.571,2.64,0.766,76.576,2.51,,33.5,38.9
1.02,101.57,3.33,0.969,96.917,3.18,,32.9,53.1
0.923,92.268,3.03,0.915,91.48,3,,39.4,48.8
0.965,96.522,3.17,0.952,95.185,3.12,,40.6,47.1
0.986,98.554,3.23,0.961,96.057,3.15,,40.6,47.5
1.12,112.03,3.68,1.13,113.41,3.72,,42.5,63.6
1.19,119.23,3.91,1.2,120.26,3.95,,38.9,70.1
1.22,122.17,4.01,1.23,123.14,4.04,,41,71.9
1.2,119.68,3.93,1.17,117.11,3.84,,43.5,64.7
1.28,128.1,4.2,1.27,126.66,4.16,,45.4,76
1.46,145.81,4.78,1.45,144.63,4.75,,32.4,88
1.45,145.46,4.77,1.45,144.51,4.74,,38.7,86.7
1.45,144.62,4.74,1.44,143.7,4.71,,40.2,86.1
1.44,144.36,4.74,1.43,143.46,4.71,,41.6,86.4
1.45,145.18,4.76,1.44,144.28,4.73,,36.3,88
1.45,145.13,4.76,1.44,144.1,4.73,,38.2,87.3
1.44,144,4.72,1.43,143.14,4.7,,40.9,87.5
1.44,144.14,4.73,1.43,143.4,4.7,,42.9,86.2
1.44,143.57,4.71,1.42,142.47,4.67,,42.2,85.4
1.44,143.62,4.71,1.41,141.44,4.64,,42.8,83.6
1.43,143.45,4.71,1.41,140.91,4.62,,49.7,83.6
1.44,144.15,4.73,1.42,141.87,4.65,,49.3,84.1
1.45,144.75,4.75,1.42,142.48,4.67,,45.4,84.5
1.45,144.72,4.75,1.42,142.42,4.67,,44.5,84.4
1.45,145.14,4.76,1.43,142.85,4.69,,44.7,84.3
1.47,147.24,4.83,1.45,144.92,4.75,,44.7,86.4
1.48,147.58,4.84,1.45,145.29,4.77,,49.4,86.4
1.47,147.13,4.83,1.45,144.76,4.75,,45.2,85.8
1.47,146.94,4.82,1.45,144.7,4.75,,48.1,86.3
1.47,146.94,4.82,1.45,144.75,4.75,,48.3,85.5
1.47,147.04,4.82,1.45,145.02,4.76,,49.7,85
1.47,147.06,4.82,1.45,144.96,4.76,,43.9,84.8
1.47,146.99,4.82,1.45,144.8,4.75,,48.9,84.7
1.46,146.22,4.8,1.44,144.13,4.73,,41.1,84.3
1.46,146.33,4.8,1.45,144.83,4.75,,41.3,84.4
1.47,146.76,4.82,1.45,144.98,4.76,,41.5,84.6
1.46,145.92,4.79,1.45,144.67,4.75,,41.4,83.9
1.46,146.01,4.79,1.45,144.97,4.76,,47.8,84.6
1.45,145.35,4.77,1.44,144.5,4.74,,48.4,84.9
1.45,145.21,4.76,1.44,143.62,4.71,,46.6,83.5
1.37,136.7,4.48,1.35,134.7,4.42,,41.5,73.7
1.42,142.27,4.67,1.4,140.25,4.6,,41.4,79.4
1.41,141.47,4.64,1.4,139.76,4.59,,41.3,79
1.39,139.09,4.56,1.38,137.67,4.52,,41.3,77.3
1.41,141.43,4.64,1.4,140.19,4.6,,42.7,79.5
1.42,142.22,4.67,1.41,141.16,4.63,,43.3,80.9
1.45,145.29,4.77,1.44,144.1,4.73,,44.7,83.7
1.43,142.86,4.69,1.42,141.99,4.66,,42.8,81.3
1.38,137.54,4.51,1.39,138.64,4.55,,45,79.5
1.38,138.2,4.53,1.39,139.03,4.56,,46.7,80.7
1.42,142.49,4.67,1.44,143.52,4.71,,47.1,85.4
1.38,137.61,4.51,1.39,138.63,4.55,,50,80.7
1.39,138.81,4.55,1.39,139.3,4.57,,49.3,80.6
1.4,139.9,4.59,1.4,140.38,4.61,,49.4,80.6
1.41,140.99,4.63,1.41,140.95,4.62,,50.2,80.7
1.42,141.96,4.66,1.42,141.75,4.65,,49.8,81.1
1.42,141.76,4.65,1.41,141.12,4.63,,49.6,79.6
1.42,141.92,4.66,1.41,141.26,4.63,,51.3,79.4
1.4,139.87,4.59,1.39,139.33,4.57,,52.5,77.6
1.42,141.71,4.65,1.41,141.11,4.63,,47.1,79.1
1.44,143.89,4.72,1.43,143.08,4.69,,48.2,80.7
1.44,144.35,4.74,1.43,143.41,4.71,,51.1,80.5
1.45,145.17,4.76,1.44,144.29,4.73,,47.1,81.2
1.45,145.24,4.77,1.44,144.11,4.73,,52.3,81.1
1.46,145.62,4.78,1.45,144.71,4.75,,52.3,81.4
1.44,144.44,4.74,1.43,143.14,4.7,,52.3,80.1
1.44,144.01,4.72,1.43,142.92,4.69,,52.1,79.4
1.44,143.85,4.72,1.43,142.75,4.68,,51.3,79.3
1.44,143.56,4.71,1.42,142.45,4.67,,50.8,78.5
1.44,143.99,4.72,1.43,142.98,4.69,,51.6,79.1
1.44,143.93,4.72,1.42,142.4,4.67,,51.1,78.6
1.42,142.33,4.67,1.41,140.87,4.62,,45.5,77.7
1.42,142.28,4.67,1.41,141.01,4.63,,47.9,77.8
