Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
155,157,95,132,0,0,99,128,FF,HS
150,173,93,128,-2,-4,99,128,FF,HS
156,170,102,125,9,-3,99,128,FF,HS
159,167,106,127,4,2,99,128,FF,HS
152,170,113,126,7,-1,120,124,FF,HS
148,167,118,123,5,-3,120,124,FF,HS
156,167,120,120,2,-3,120,124,FF,HS
148,162,129,128,9,8,120,124,FF,HS
143,168,125,130,-4,2,116,133,FF,HS
137,164,120,138,-5,8,116,133,FF,HS
135,167,114,138,-6,0,116,133,FF,HS
132,164,108,129,-6,-9,116,133,FF,HS
136,167,102,125,-6,-4,98,118,FF,FF
133,170,93,116,-9,-9,98,118,FF,FF
138,170,96,120,3,4,98,118,FF,FF
143,171,102,114,6,-6,98,118,FF,FF
147,173,106,115,4,1,114,122,FF,FF
157,174,110,118,4,3,114,122,FF,FF
170,176,115,128,5,10,114,122,FF,FF
178,177,125,128,10,0,114,122,FF,FF
176,179,127,128,2,0,130,126,HS,HS
175,178,136,128,9,0,130,126,HS,HS
175,176,130,126,-6,-2,130,126,HS,HS
179,174,129,124,-1,-2,130,126,HS,HS
179,173,128,120,-1,-4,128,117,HS,FF
174,167,127,114,-1,-6,128,117,HS,FF
168,166,128,114,1,0,128,117,HS,FF
168,161,129,123,1,9,128,117,HS,FF
164,151,126,118,-3,-5,124,111,HS,FF
164,153,125,112,-1,-6,124,111,HS,FF
165,155,122,111,-3,-1,124,111,HS,FF
163,151,124,103,2,-8,124,111,HS,FF
167,159,128,106,4,3,125,108,HS,FF
168,159,124,111,-4,5,125,108,HS,FF
170,164,125,106,1,-5,125,108,HS,FF
170,164,124,112,-1,6,125,108,HS,FF
171,166,123,117,-1,5,122,123,FF,HS
168,173,122,120,-1,3,122,123,FF,HS
170,177,123,129,1,9,122,123,FF,HS
170,178,120,128,-3,-1,122,123,FF,HS
167,172,118,129,-2,1,120,126,FF,HS
167,175,119,125,1,-4,120,126,FF,HS
166,176,126,125,7,0,120,126,FF,HS
159,178,120,128,-6,3,120,126,FF,HS
153,179,121,128,1,0,114,130,FF,HS
146,175,117,131,-4,3,114,130,FF,HS
139,171,112,130,-5,-1,114,130,FF,HS
134,172,106,131,-6,1,114,130,FF,HS
130,171,100,133,-6,2,92,132,FF,HS
128,172,95,131,-5,-2,92,132,FF,HS
129,173,89,131,-6,0,92,132,FF,HS
133,172,86,134,-3,3,92,132,FF,HS
135,173,95,132,9,-2,105,129,FF,HS
142,174,102,128,7,-4,105,129,FF,HS
151,172,110,128,8,0,105,129,FF,HS
160,174,116,128,6,0,105,129,FF,HS
171,174,118,125,2,-3,128,121,HS,FF
177,174,126,124,8,-1,128,121,HS,FF
177,169,135,118,9,-6,128,121,HS,FF
178,172,136,120,1,2,128,121,HS,FF
178,165,136,110,0,-10,134,107,HS,FF
174,166,136,102,0,-8,134,107,HS,FF
170,165,130,107,-6,5,134,107,HS,FF
168,162,136,109,6,2,134,107,HS,FF
171,157,136,112,0,3,134,113,HS,FF
170,156,136,117,0,5,134,113,HS,FF
171,153,136,111,0,-6,134,113,HS,FF
170,151,128,112,-8,1,134,113,HS,FF
172,151,122,111,-6,-1,128,118,HS,FF
172,157,125,118,3,7,128,118,HS,FF
173,160,134,126,9,8,128,118,HS,FF
174,164,133,118,-1,-8,128,118,HS,FF
173,168,132,113,-1,-5,132,113,HS,FF
175,172,132,108,0,-5,132,113,HS,FF
173,178,135,115,3,7,132,113,HS,FF
174,177,132,118,-3,3,132,113,HS,FF
171,176,126,126,-6,8,131,121,HS,FF
170,172,135,123,9,-3,131,121,HS,FF
168,171,131,120,-4,-3,131,121,HS,FF
162,168,132,117,1,-3,131,121,HS,FF
158,169,132,107,0,-10,127,103,HS,FF
150,167,131,105,-1,-2,127,103,HS,FF
144,166,127,101,-4,-4,127,103,HS,FF
135,164,121,99,-6,-2,127,103,HS,FF
132,166,114,97,-7,-2,104,95,FF,FF
129,167,107,97,-7,0,104,95,FF,FF
