Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
161,178,30,19,0,0
152,145,15,16,-15,-3
159,148,14,14,-1,-2
151,130,15,26,1,12
154,148,14,23,-1,-3
143,135,14,27,0,4
153,134,8,140,-6,113
152,135,11,130,3,-10
158,159,6,43,-5,-87
138,174,13,26,7,-17
158,115,6,25,-7,-1
161,77,12,21,6,-4
158,125,9,34,-3,13
154,159,3,17,-6,-17
162,162,5,15,2,-2
163,163,11,19,6,4
156,166,12,44,1,25
164,162,6,72,-6,28
164,160,7,49,1,-23
163,160,1,77,-6,28
161,161,8,36,7,-41
160,163,7,21,-1,-15
158,155,1,23,-6,2
154,158,15,21,14,-2
159,166,13,12,-2,-9
157,162,10,19,-3,7
154,149,5,15,-5,-4
154,161,16,11,11,-4
160,159,14,11,-2,0
158,163,14,10,0,-1
163,164,13,10,-1,0
166,167,16,11,3,1
170,157,18,2,2,-9
170,161,27,2,9,0
168,163,22,6,-5,4
167,166,21,4,-1,-2
170,168,18,8,-3,4
161,161,19,2,1,-6
144,161,23,4,4,2
154,149,20,20,-3,16
158,158,20,10,0,-10
161,151,20,11,0,1
154,161,29,6,9,-5
159,160,15,8,-14,2
149,161,15,4,0,-4
156,165,18,7,3,3
151,150,16,8,-2,1
150,152,14,6,-2,-2
153,157,16,9,2,3
161,153,15,10,-1,1
162,162,17,13,2,3
162,164,14,16,-3,3
158,166,12,104,-2,88
161,176,13,129,1,25
166,173,13,135,0,6
159,176,10,48,-3,-87
163,176,10,126,0,78
161,175,8,34,-2,-92
160,176,11,138,3,104
162,175,3,132,-8,-6
159,171,7,141,4,9
63,177,115,142,108,1
120,176,10,133,-105,-9
153,170,6,63,-4,-70
158,174,4,46,-2,-17
158,175,6,23,2,-23
150,172,7,36,1,13
155,173,10,37,3,1
153,168,24,52,14,15
158,168,23,119,-1,67
152,165,24,67,1,-52
165,167,20,23,-4,-44
150,169,103,22,83,-1
153,171,115,16,12,-6
163,167,133,16,18,0
174,164,136,28,3,12
176,164,127,29,-9,1
175,165,141,14,14,-15
177,165,119,12,-22,-2
174,165,137,9,18,-3
173,146,135,11,-2,2
177,75,121,14,-14,3
171,158,117,11,-4,-3
170,164,113,18,-4,7
169,157,141,8,28,-10
174,156,132,10,-9,2
174,154,110,13,-22,3
177,152,122,34,12,21
173,148,132,33,10,-1
172,132,130,128,-2,95
172,130,132,71,2,-57
171,132,135,106,3,35
170,136,135,121,0,15
171,136,90,118,-45,-3
172,147,122,97,32,-21
172,159,119,109,-3,12
171,164,116,124,-3,15
171,173,112,130,-4,6
171,176,121,137,9,7
171,177,129,135,8,-2
169,173,140,125,11,-10
160,173,86,128,-54,3
164,173,76,121,-10,-7
167,172,76,119,0,-2
152,168,97,115,21,-4
158,167,140,112,43,-3
165,166,76,110,-64,-2
153,168,67,108,-9,-2
141,172,61,107,-6,-1
141,174,66,107,5,0
131,172,62,136,-4,29
130,173,65,133,3,-3
130,173,67,131,2,-2
129,174,71,100,4,-31
133,173,94,132,23,32
132,172,82,120,-12,-12
137,172,86,110,4,-10
140,165,91,103,5,-7
151,157,103,97,12,-6
159,161,14,98,-89,1
