Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
160,137,125,124,0,0
154,126,19,25,-106,-99
161,120,17,83,-2,58
164,132,20,113,3,30
164,149,24,122,4,9
166,157,21,117,-3,-5
169,164,21,137,0,20
169,168,29,131,8,-6
169,167,40,136,11,5
169,174,49,142,9,6
168,173,121,140,72,-2
171,168,127,138,6,-2
172,166,133,137,6,-1
170,156,83,130,-50,-7
170,157,110,133,27,3
168,155,114,139,4,6
172,155,114,135,0,-4
169,155,114,129,0,-6
169,155,116,129,2,0
161,158,113,129,-3,0
155,161,111,128,-2,-1
151,164,115,128,4,0
145,167,112,133,-3,5
145,171,117,132,5,-1
146,174,113,133,-4,1
148,175,106,133,-7,0
153,176,109,133,3,0
154,176,110,132,1,-1
148,174,120,131,10,-1
149,173,126,131,6,0
150,172,133,128,7,-3
153,172,103,128,-30,0
157,171,127,128,24,0
159,171,137,128,10,0
159,173,128,125,-9,-3
160,171,134,122,6,-3
160,171,136,126,2,4
163,171,137,125,1,-1
162,174,141,124,4,-1
161,175,141,120,0,-4
161,174,110,118,-31,-2
161,173,109,115,-1,-3
163,168,109,115,0,0
167,162,109,116,0,1
169,157,109,116,0,0
168,145,107,123,-2,7
164,143,103,121,-4,-2
163,131,102,68,-1,-53
160,132,99,127,-3,59
160,132,98,102,-1,-25
160,130,96,112,-2,10
161,135,96,124,0,12
164,131,96,99,0,-25
166,139,133,119,37,20
168,144,135,123,2,4
170,150,95,128,-40,5
171,160,95,134,0,6
172,163,136,135,41,1
174,169,94,134,-42,-1
174,170,131,135,37,1
173,171,129,136,-2,1
174,171,129,134,0,-2
175,166,131,135,2,1
178,162,127,132,-4,-3
178,160,120,130,-7,-2
177,158,118,130,-2,0
170,157,120,128,2,-2
168,159,118,129,-2,1
158,157,130,126,12,-3
149,157,131,126,1,0
140,158,64,125,-67,-1
139,160,120,127,56,2
140,162,121,129,1,2
135,162,126,129,5,0
138,163,117,129,-9,0
141,166,118,132,1,3
142,167,111,133,-7,1
145,169,111,132,0,-1
147,170,115,131,4,-1
153,172,137,126,22,-5
157,173,123,127,-14,1
159,174,131,127,8,0
162,173,130,127,-1,0
163,173,130,130,0,3
162,173,132,129,2,-1
163,173,133,127,1,-2
163,173,133,126,0,-1
164,173,134,124,1,-2
164,173,137,125,3,1
161,170,136,122,-1,-3
160,168,135,121,-1,-1
161,163,136,122,1,1
161,155,135,121,-1,-1
164,147,136,69,1,-52
162,137,134,67,-2,-2
161,128,132,65,-2,-2
159,125,129,66,-3,1
158,122,127,68,-2,2
156,120,125,130,-2,62
156,123,125,115,0,-15
156,125,125,121,0,6
158,130,124,124,-1,3
159,136,124,123,0,-1
161,143,124,127,0,4
161,149,123,106,-1,-21
163,155,119,135,-4,29
164,161,117,135,-2,0
165,166,120,139,3,4
166,170,119,138,-1,-1
168,172,119,138,0,0
171,172,119,138,0,0
173,170,119,137,0,-1
175,167,118,138,-1,1
176,167,118,114,0,-24
177,166,120,112,2,-2
172,165,119,109,-1,-3
168,167,119,109,0,0
159,169,116,108,-3,-1
155,169,125,106,9,-2
149,170,116,105,-9,-1
