Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
160,137,125,124,0,0,111,115,FF,FF
154,126,118,117,-7,-7,111,115,FF,FF
161,120,107,111,-11,-6,111,115,FF,FF
164,132,95,108,-12,-3,111,115,FF,FF
164,149,84,104,-11,-4,69,110,FF,FF
166,157,74,107,-10,3,69,110,FF,FF
169,164,65,114,-9,7,69,110,FF,FF
169,168,56,118,-9,4,69,110,FF,FF
169,167,49,122,-7,4,48,129,TO,HS
169,174,45,127,-4,5,48,129,TO,HS
168,173,47,130,2,3,48,129,TO,HS
171,168,53,138,6,8,48,129,TO,HS
172,166,61,137,8,-1,68,134,FF,HS
170,156,66,130,5,-7,68,134,FF,HS
170,157,71,133,5,3,68,134,FF,HS
168,155,77,139,6,6,68,134,FF,HS
172,155,82,135,5,-4,89,130,FF,HS
169,155,87,129,5,-6,89,130,FF,HS
169,155,91,129,4,0,89,130,FF,HS
161,158,96,129,5,0,89,130,FF,HS
155,161,99,128,3,-1,107,130,FF,HS
151,164,103,128,4,0,107,130,FF,HS
145,167,112,133,9,5,107,130,FF,HS
145,171,117,132,5,-1,107,130,FF,HS
146,174,113,133,-4,1,109,132,FF,HS
148,175,106,133,-7,0,109,132,FF,HS
153,176,109,133,3,0,109,132,FF,HS
154,176,110,132,1,-1,109,132,FF,HS
148,174,120,131,10,-1,126,129,FF,HS
149,173,126,131,6,0,126,129,FF,HS
150,172,133,128,7,-3,126,129,FF,HS
153,172,125,128,-8,0,126,129,FF,HS
157,171,127,128,2,0,131,125,HS,HS
159,171,137,128,10,0,131,125,HS,HS
159,173,128,125,-9,-3,131,125,HS,HS
160,171,134,122,6,-3,131,125,HS,HS
160,171,136,126,2,4,138,123,HS,FF
163,171,137,125,1,-1,138,123,HS,FF
162,174,141,124,4,-1,138,123,HS,FF
161,175,141,120,0,-4,138,123,HS,FF
161,174,133,118,-8,-2,125,116,FF,FF
161,173,127,115,-6,-3,125,116,FF,FF
163,168,122,115,-5,0,125,116,FF,FF
167,162,118,116,-4,1,125,116,FF,FF
169,157,109,116,-9,0,105,119,FF,FF
168,145,107,123,-2,7,105,119,FF,FF
164,143,103,121,-4,-2,105,119,FF,FF
163,131,102,117,-1,-4,105,119,FF,FF
160,132,99,112,-3,-5,97,110,FF,FF
