Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
173,171,120,99,0,0,112,108,FF,FF
174,175,110,106,-10,7,112,108,FF,FF
174,176,110,112,0,6,112,108,FF,FF
175,175,110,116,0,4,112,108,FF,FF
174,175,110,120,0,4,113,118,FF,FF
174,175,110,123,0,3,113,118,FF,FF
175,175,113,118,3,-5,113,118,FF,FF
175,176,119,114,6,-4,113,118,FF,FF
175,176,110,105,-9,-9,112,105,FF,FF
175,176,110,105,0,0,112,105,FF,FF
176,176,119,105,9,0,112,105,FF,FF
176,176,111,105,-8,0,112,105,FF,FF
175,176,111,104,0,-1,110,106,FF,FF
175,176,110,104,-1,0,110,106,FF,FF
174,176,110,112,0,8,110,106,FF,FF
175,177,111,105,1,-7,110,106,FF,FF
175,177,111,105,0,0,111,105,FF,FF
175,176,111,105,0,0,111,105,FF,FF
175,176,111,105,0,0,111,105,FF,FF
174,176,114,105,3,0,111,105,FF,FF
175,176,120,105,6,0,126,105,FF,FF
174,176,122,105,2,0,126,105,FF,FF
175,176,126,105,4,0,126,105,FF,FF
174,176,136,105,10,0,126,105,FF,FF
175,176,140,112,4,7,130,106,FF,FF
175,176,132,104,-8,-8,130,106,FF,FF
175,176,126,104,-6,0,130,106,FF,FF
175,176,122,104,-4,0,130,106,FF,FF
176,176,119,105,-3,1,113,105,FF,FF
175,176,111,105,-8,0,113,105,FF,FF
174,176,111,105,0,0,113,105,FF,FF
174,176,111,105,0,0,113,105,FF,FF
174,176,111,105,0,0,111,105,FF,FF
174,177,111,105,0,0,111,105,FF,FF
174,176,111,105,0,0,111,105,FF,FF
174,177,111,105,0,0,111,105,FF,FF
174,176,111,105,0,0,116,104,FF,FF
174,176,113,104,2,-1,116,104,FF,FF
174,176,117,104,4,0,116,104,FF,FF
175,176,126,104,9,0,116,104,FF,FF
175,176,122,104,-4,0,115,111,FF,FF
175,176,119,111,-3,7,115,111,FF,FF
175,176,111,117,-8,6,115,111,FF,FF
175,177,111,114,0,-3,115,111,FF,FF
175,176,110,104,-1,-10,116,114,FF,FF
