Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
152,179,126,136,0,0
167,174,119,123,-7,-13
170,178,116,131,-3,8
167,176,105,126,-11,-5
160,178,109,124,4,-2
125,178,96,122,-13,-2
130,177,100,122,4,0
135,172,111,123,11,1
145,173,127,124,16,1
156,170,112,123,-15,-1
163,169,119,117,7,-6
171,169,126,119,7,2
176,170,131,110,5,-9
178,172,139,107,8,-3
176,172,139,119,0,12
178,171,143,124,4,5
177,172,142,88,-1,-36
174,156,143,111,1,23
170,157,143,76,0,-35
170,145,118,117,-25,41
172,141,141,123,23,6
171,131,135,104,-6,-19
172,139,137,131,2,27
173,142,139,134,2,3
176,142,139,118,0,-16
178,139,124,106,-15,-12
177,141,126,113,2,7
175,148,127,125,1,12
174,162,123,128,-4,3
174,172,125,138,2,10
173,177,125,135,0,-3
173,174,122,135,-3,0
174,174,122,132,0,-3
173,174,124,132,2,0
171,172,113,138,-11,6
159,170,124,138,11,0
149,171,64,113,-60,-25
141,172,62,111,-2,-2
135,173,62,109,0,-2
125,170,58,105,-4,-4
121,167,60,101,2,-4
124,170,132,100,72,-1
124,170,110,133,-22,33
121,172,109,134,-1,1
130,174,109,134,0,0
137,175,123,97,14,-37
148,174,130,132,7,35
156,173,130,130,0,-2
167,171,138,130,8,0
176,169,142,128,4,-2
175,170,139,127,-3,-1
174,170,139,131,0,4
175,168,141,132,2,1
177,166,124,134,-17,2
177,156,120,122,-4,-12
179,145,119,132,-1,10
174,141,118,128,-1,-4
171,133,114,62,-4,-66
171,131,110,132,-4,70
172,126,107,124,-3,-8
174,125,104,119,-3,-5
177,137,103,127,-1,8
176,139,135,108,32,-19
175,134,102,120,-33,12
173,148,101,125,-1,5
174,156,99,135,-2,10
173,169,97,142,-2,7
172,172,94,136,-3,-6
171,177,92,138,-2,2
172,178,89,133,-3,-5
171,177,128,133,39,0
171,177,134,137,6,4
166,176,131,139,-3,2
161,176,72,118,-59,-21
154,176,67,114,-5,-4
141,177,63,113,-4,-1
135,175,63,110,0,-3
129,174,62,107,-1,-3
123,174,63,104,1,-3
120,176,65,144,2,40
114,177,68,142,3,-2
123,179,129,141,61,-1
126,177,108,98,-21,-43
138,177,128,98,20,0
143,173,99,95,-29,-3
154,172,110,130,11,35
164,170,119,122,9,-8
172,165,135,95,16,-27
175,165,134,99,-1,4
176,167,136,112,2,13
174,170,122,79,-14,-33
175,168,120,75,-2,-4
174,160,117,69,-3,-6
176,153,115,65,-2,-4
174,146,114,64,-1,-1
172,134,111,60,-3,-4
171,129,107,62,-4,2
172,123,104,63,-3,1
174,125,102,67,-2,4
175,124,100,129,-2,62
175,128,99,125,-1,-4
176,135,99,128,0,3
175,143,99,94,0,-34
174,154,97,104,-2,10
173,163,94,111,-3,7
172,171,92,117,-2,6
162,175,82,119,-10,2
168,176,83,118,1,-1
170,174,82,115,-1,-3
159,174,75,114,-7,-1
163,174,76,113,1,-1
152,174,70,111,-6,-2
148,174,67,109,-3,-2
135,174,65,107,-2,-2
126,177,64,105,-1,-2
123,178,66,103,2,-2
122,178,67,102,1,-1
121,178,72,101,5,-1
124,178,123,101,51,0
130,176,83,100,-40,-1
