Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
152,179,126,136,0,0,118,131,FF,HS
167,174,119,132,-7,-4,118,131,FF,HS
170,178,116,131,-3,-1,118,131,FF,HS
167,176,113,126,-3,-5,118,131,FF,HS
160,178,109,124,-4,-2,104,122,FF,FF
125,178,105,122,-4,-2,104,122,FF,FF
130,177,100,122,-5,0,104,122,FF,FF
135,172,102,123,2,1,104,122,FF,FF
145,173,108,124,6,1,116,120,FF,FF
156,170,112,123,4,-1,116,120,FF,FF
163,169,119,117,7,-6,116,120,FF,FF
171,169,126,119,7,2,116,120,FF,FF
176,170,131,110,5,-9,138,110,HS,FF
178,172,139,107,8,-3,138,110,HS,FF
176,172,139,110,0,3,138,110,HS,FF
178,171,143,113,4,3,138,110,HS,FF
177,172,142,106,-1,-7,141,106,HS,FF
174,156,143,111,1,5,141,106,HS,FF
170,157,143,102,0,-9,141,106,HS,FF
170,145,136,105,-7,3,141,106,HS,FF
172,141,141,109,5,4,138,109,HS,FF
171,131,135,104,-6,-5,138,109,HS,FF
172,139,137,110,2,6,138,109,HS,FF
173,142,139,116,2,6,138,109,HS,FF
176,142,139,118,0,2,131,115,HS,FF
178,139,135,115,-4,-3,131,115,HS,FF
177,141,126,113,-9,-2,131,115,HS,FF
175,148,127,116,1,3,131,115,HS,FF
174,162,123,119,-4,3,123,125,FF,HS
174,172,125,123,2,4,123,125,FF,HS
173,177,125,126,0,3,123,125,FF,HS
173,174,122,135,-3,9,123,125,FF,HS
174,174,122,132,0,-3,122,135,FF,HS
173,174,124,132,2,0,122,135,FF,HS
171,172,121,138,-3,6,122,135,FF,HS
159,170,124,138,3,0,122,135,FF,HS
149,171,120,131,-4,-7,110,123,FF,FF
141,172,114,126,-6,-5,110,123,FF,FF
135,173,107,121,-7,-5,110,123,FF,FF
125,170,100,117,-7,-4,110,123,FF,FF
121,167,93,113,-7,-4,93,114,FF,FF
124,170,89,109,-4,-4,93,114,FF,FF
124,170,94,115,5,6,93,114,FF,FF
121,172,97,119,3,4,93,114,FF,FF
130,174,100,122,3,3,107,119,FF,FF
137,175,105,115,5,-7,107,119,FF,FF
148,174,111,119,6,4,107,119,FF,FF
156,173,115,121,4,2,107,119,FF,FF
167,171,120,130,5,9,125,129,FF,HS
176,169,125,128,5,-2,125,129,FF,HS
175,170,128,127,3,-1,125,129,FF,HS
174,170,130,131,2,4,125,129,FF,HS
175,168,132,132,2,1,123,132,FF,HS
177,166,124,134,-8,2,123,132,FF,HS
177,156,120,131,-4,-3,123,132,FF,HS
179,145,119,132,-1,1,123,132,FF,HS
174,141,118,128,-1,-4,112,122,FF,FF
171,133,114,123,-4,-5,112,122,FF,FF
171,131,110,116,-4,-7,112,122,FF,FF
172,126,107,124,-3,8,112,122,FF,FF
174,125,104,119,-3,-5,105,122,FF,FF
177,137,103,127,-1,8,105,122,FF,FF
176,139,111,122,8,-5,105,122,FF,FF
175,134,102,120,-9,-2,105,122,FF,FF
173,148,101,125,-1,5,97,134,FF,HS
174,156,99,135,-2,10,97,134,FF,HS
173,169,97,142,-2,7,97,134,FF,HS
172,172,94,136,-3,-6,97,134,FF,HS
171,177,92,138,-2,2,96,135,FF,HS
