Difference Between AL & AR 
0.051877
0.0526528
0.0292978
0.0361435
0.0125965
0.0317814
0.0393973
0.0159769
0.0162237
0.0367675
0.0368595
0.0269507
0.0234381
0.0227005
0.0292503
0.0305303
0.132307
0.116975
0.161555
0.227611
0.295574
0.351256
0.395046
0.422617
0.426285
0.439445
0.442991
0.442123
0.426697
0.431593
0.409189
0.37175
0.328236
0.299603
0.244635
0.197373
0.141556
0.101667
0.146734
0.210918
0.269664
0.330793
0.382205
0.398324
0.413378
0.410052
0.408543
0.426605
0.426533
0.390384
0.376112
0.32943
0.287554
0.242486
0.210415
0.158308
0.119747
0.143946
0.195246
0.271337
0.335602
0.3812
0.415771
0.440668
0.424245
0.437348
0.449773
0.402483
0.432065
0.404264
0.363584
0.298261
0.250015
0.217599
0.170106
0.138948
0.101291
0.147672
0.214166
0.276324
0.336101
0.372334
0.376278
0.379442
0.392414
0.417864
0.383398
0.378444
0.356579
0.33005
0.296345
0.240657
0.206315
0.17871
0.137932
0.136532
0.183956
0.237063
0.282506
0.343266
