Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
40,9,61,149,0,0,69,141,TO,HS
13,5,66,148,5,-1,69,141,TO,HS
46,14,72,138,6,-10,69,141,TO,HS
133,19,78,132,6,-6,69,141,TO,HS
163,32,85,131,7,-1,93,128,FF,FF
178,168,91,127,6,-4,93,128,FF,FF
175,114,96,131,5,4,93,128,FF,FF
171,159,102,125,6,-6,93,128,FF,FF
154,159,106,125,4,0,110,125,FF,FF
155,168,109,121,3,-4,110,125,FF,FF
163,160,116,126,7,5,110,125,FF,FF
165,160,110,130,-6,4,110,125,FF,FF
177,160,113,124,3,-6,120,117,FF,FF
177,160,123,124,10,0,120,117,FF,FF
177,158,127,115,4,-9,120,117,FF,FF
177,157,120,108,-7,-7,120,117,FF,FF
177,157,120,102,0,-6,119,96,FF,TO
177,154,120,95,0,-7,119,96,FF,TO
176,158,119,90,-1,-5,119,96,FF,TO
175,159,118,98,-1,8,119,96,FF,TO
175,160,121,103,3,5,129,109,HS,FF
175,160,124,107,3,4,129,109,HS,FF
176,162,133,113,9,6,129,109,HS,FF
177,164,139,115,6,2,129,109,HS,FF
176,154,133,119,-6,4,126,107,HS,FF
176,164,128,109,-5,-10,126,107,HS,FF
174,161,123,100,-5,-9,126,107,HS,FF
173,158,120,100,-3,0,126,107,HS,FF
172,151,117,94,-3,-6,110,104,FF,TO
172,157,109,102,-8,8,110,104,FF,TO
172,159,108,109,-1,7,110,104,FF,TO
171,159,107,112,-1,3,110,104,FF,TO
173,162,114,114,7,2,120,120,FF,FF
172,165,119,117,5,3,120,120,FF,FF
172,165,123,124,4,7,120,120,FF,FF
173,172,126,127,3,3,120,120,FF,FF
172,174,135,130,9,3,133,136,HS,HS
172,177,133,138,-2,8,133,136,HS,HS
172,177,132,138,-1,0,133,136,HS,HS
171,175,132,138,0,0,133,136,HS,HS
170,175,132,137,0,-1,130,136,HS,HS
170,175,131,136,-1,-1,130,136,HS,HS
168,173,129,136,-2,0,130,136,HS,HS
167,175,129,136,0,0,130,136,HS,HS
167,174,129,137,0,1,131,135,HS,HS
167,175,132,137,3,0,131,135,HS,HS
166,175,132,135,0,-2,131,135,HS,HS
167,171,131,133,-1,-2,131,135,HS,HS
167,171,132,136,1,3,134,135,HS,HS
167,171,135,136,3,0,134,135,HS,HS
167,170,136,135,1,-1,134,135,HS,HS
168,170,133,134,-3,-1,134,135,HS,HS
169,167,129,133,-4,-1,121,133,FF,HS
170,168,124,134,-5,1,121,133,FF,HS
167,171,119,135,-5,1,121,133,FF,HS
165,170,114,133,-5,-2,121,133,FF,HS
164,169,110,130,-4,-3,102,131,FF,HS
160,173,104,133,-6,3,102,131,FF,HS
161,171,94,132,-10,-1,102,131,FF,HS
159,171,102,131,8,-1,102,131,FF,HS
160,173,105,131,3,0,110,129,FF,FF
160,173,112,128,7,-3,110,129,FF,FF
161,174,115,130,3,2,110,129,FF,FF
164,173,110,130,-5,0,110,129,FF,FF
162,173,111,129,1,-1,112,127,FF,FF
164,174,114,129,3,0,112,127,FF,FF
167,172,110,126,-4,-3,112,127,FF,FF
168,173,115,125,5,-1,112,127,FF,FF
166,172,123,126,8,1,123,125,FF,FF
167,172,118,127,-5,1,123,125,FF,FF
167,172,123,126,5,-1,123,125,FF,FF
168,172,128,124,5,-2,123,125,FF,FF
169,172,124,122,-4,-2,130,120,HS,FF
168,172,130,121,6,-1,130,120,HS,FF
171,171,132,120,2,-1,130,120,HS,FF
172,171,134,118,2,-2,130,120,HS,FF
171,170,128,118,-6,0,132,117,HS,FF
172,169,132,118,4,0,132,117,HS,FF
173,169,136,117,4,-1,132,117,HS,FF
173,169,133,116,-3,-1,132,117,HS,FF
172,170,136,114,3,-2,132,111,HS,FF
174,170,134,112,-2,-2,132,111,HS,FF
175,170,131,110,-3,-2,132,111,HS,FF
175,170,128,109,-3,-1,132,111,HS,FF
175,170,128,109,0,0,131,111,HS,FF
175,170,130,111,2,2,131,111,HS,FF
175,171,133,111,3,0,131,111,HS,FF
176,171,133,113,0,2,131,111,HS,FF
174,167,131,112,-2,-1,131,117,HS,FF
172,169,132,116,1,4,131,117,HS,FF
171,170,132,120,0,4,131,117,HS,FF
170,169,131,120,-1,0,131,117,HS,FF
169,168,131,124,0,4,130,128,HS,FF
168,166,130,129,-1,5,130,128,HS,FF
168,165,131,126,1,-3,130,128,HS,FF
168,160,131,133,0,7,130,128,HS,FF
168,160,132,130,1,-3,132,128,HS,FF
168,158,133,131,1,1,132,128,HS,FF
167,155,131,130,-2,-1,132,128,HS,FF
168,156,133,122,2,-8,132,128,HS,FF
167,158,132,124,-1,2,133,120,HS,FF
168,157,133,115,1,-9,133,120,HS,FF
169,159,134,122,1,7,133,120,HS,FF
169,160,133,120,-1,-2,133,120,HS,FF
170,161,133,124,0,4,132,124,HS,FF
170,162,132,123,-1,-1,132,124,HS,FF
170,163,132,124,0,1,132,124,HS,FF
171,169,131,125,-1,1,132,124,HS,FF
171,168,130,126,-1,1,128,122,HS,FF
172,170,129,117,-1,-9,128,122,HS,FF
172,173,128,124,-1,7,128,122,HS,FF
172,173,128,123,0,-1,128,122,HS,FF
173,174,129,127,1,4,128,130,HS,FF
173,172,130,134,1,7,128,130,HS,FF
173,172,128,128,-2,-6,128,130,HS,FF
173,172,127,134,-1,6,128,130,HS,FF
173,171,125,134,-2,0,124,135,HS,HS
173,171,123,136,-2,2,124,135,HS,HS
173,172,124,136,1,0,124,135,HS,HS
173,173,124,135,0,-1,124,135,HS,HS
