Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
148,28,122,35,0,0,127,27,HS,FF
155,15,125,29,3,-6,127,27,HS,FF
166,160,129,24,4,-5,127,27,HS,FF
168,165,133,20,4,-4,127,27,HS,FF
167,165,129,12,-4,-8,134,11,HS,TO
171,159,131,12,2,0,134,11,HS,TO
169,166,139,11,8,-1,134,11,HS,TO
165,168,138,9,-1,-2,134,11,HS,TO
160,163,135,9,-3,0,128,12,HS,TO
156,164,129,12,-6,3,128,12,HS,TO
150,167,125,14,-4,2,128,12,HS,TO
150,166,124,13,-1,-1,128,12,HS,TO
147,159,122,11,-2,-2,121,11,FF,TO
145,144,120,11,-2,0,121,11,FF,TO
146,149,122,11,2,0,121,11,FF,TO
146,150,122,12,0,1,121,11,FF,TO
147,149,126,6,4,-6,118,15,FF,TO
149,148,116,15,-10,9,118,15,FF,TO
151,148,115,18,-1,3,118,15,FF,TO
154,147,116,23,1,5,118,15,FF,TO
158,139,116,31,0,8,117,44,FF,FF
160,139,117,40,1,9,117,44,FF,FF
164,141,118,49,1,9,117,44,FF,FF
166,147,118,57,0,8,117,44,FF,FF
168,152,119,65,1,8,117,75,FF,FF
169,151,117,72,-2,7,117,75,FF,FF
169,153,118,79,1,7,117,75,FF,FF
169,162,117,86,-1,7,117,75,FF,FF
169,166,115,92,-2,6,114,99,FF,FF
171,169,116,97,1,5,114,99,FF,FF
171,171,115,102,-1,5,114,99,FF,FF
173,171,112,107,-3,5,114,99,FF,FF
174,173,114,112,2,5,112,119,FF,FF
174,172,112,116,-2,4,112,119,FF,FF
177,173,111,122,-1,6,112,119,FF,FF
174,172,111,126,0,4,112,119,FF,FF
174,168,110,133,-1,7,106,131,TO,HS
174,165,110,131,0,-2,106,131,TO,HS
169,166,105,130,-5,-1,106,131,TO,HS
160,166,100,130,-5,0,106,131,TO,HS
157,163,100,127,0,-3,103,126,TO,HS
156,164,102,127,2,0,103,126,TO,HS
149,164,105,126,3,-1,103,126,TO,HS
149,165,106,126,1,0,103,126,TO,HS
148,167,109,126,3,0,110,126,FF,HS
145,168,111,127,2,1,110,126,FF,HS
151,170,113,127,2,0,110,126,FF,HS
143,171,107,127,-6,0,110,126,FF,HS
148,173,111,127,4,0,115,127,FF,HS
149,174,118,129,7,2,115,127,FF,HS
153,174,114,128,-4,-1,115,127,FF,HS
154,175,118,125,4,-3,115,127,FF,HS
155,176,121,123,3,-2,119,122,FF,HS
161,174,114,124,-7,1,119,122,FF,HS
158,174,119,122,5,-2,119,122,FF,HS
161,174,123,120,4,-2,119,122,FF,HS
159,175,127,120,4,0,118,118,FF,FF
162,174,117,119,-10,-1,118,118,FF,FF
160,174,115,117,-2,-2,118,118,FF,FF
159,174,114,117,-1,0,118,118,FF,FF
151,174,109,117,-5,0,112,116,FF,FF
149,175,107,116,-2,-1,112,116,FF,FF
144,175,114,116,7,0,112,116,FF,FF
144,176,119,115,5,-1,112,116,FF,FF
141,173,114,110,-5,-5,107,111,FF,FF
142,173,110,110,-4,0,107,111,FF,FF
144,168,107,115,-3,5,107,111,FF,FF
145,159,97,112,-10,-3,107,111,FF,FF
148,151,96,112,-1,0,105,105,TO,FF
151,145,105,103,9,-9,105,105,TO,FF
156,139,112,99,7,-4,105,105,TO,FF
159,143,108,107,-4,8,105,105,TO,FF
161,138,98,100,-10,-7,98,108,TO,FF
164,139,98,103,0,3,98,108,TO,FF
166,140,98,112,0,9,98,108,TO,FF
169,147,99,119,1,7,98,108,TO,FF
171,150,99,116,0,-3,98,119,TO,FF
173,159,99,120,0,4,98,119,TO,FF
174,167,99,123,0,3,98,119,TO,FF
175,173,98,117,-1,-6,98,119,TO,FF
175,173,96,121,-2,4,100,124,TO,HS
176,174,94,124,-2,3,100,124,TO,HS
175,171,103,128,9,4,100,124,TO,HS
169,169,109,123,6,-5,100,124,TO,HS
164,164,114,118,5,-5,119,110,FF,FF
155,165,118,114,4,-4,119,110,FF,FF
148,166,121,110,3,-4,119,110,FF,FF
142,166,123,100,2,-10,119,110,FF,FF
139,166,116,99,-7,-1,117,97,FF,FF
138,166,123,98,7,-1,117,97,FF,FF
137,167,115,97,-8,-1,117,97,FF,FF
138,167,115,97,0,0,117,97,FF,FF
138,168,113,96,-2,-1,116,97,FF,FF
141,170,114,96,1,0,116,97,FF,FF
143,170,118,95,4,-1,116,97,FF,FF
149,170,122,104,4,9,116,97,FF,FF
151,170,122,111,0,7,124,110,FF,FF
153,170,123,116,1,5,124,110,FF,FF
154,170,125,110,2,-6,124,110,FF,FF
156,169,127,105,2,-5,124,110,FF,FF
157,168,130,101,3,-4,136,104,HS,FF
158,169,136,98,6,-3,136,104,HS,FF
160,169,138,106,2,8,136,104,HS,FF
160,169,140,112,2,6,136,104,HS,FF
159,169,135,117,-5,5,135,124,HS,HS
159,168,137,120,2,3,135,124,HS,HS
158,169,139,130,2,10,135,124,HS,HS
157,169,132,129,-7,-1,135,124,HS,HS
153,169,126,129,-6,0,118,128,FF,HS
150,168,121,128,-5,-1,118,128,FF,HS
143,167,116,129,-5,1,118,128,FF,HS
143,164,112,128,-4,-1,118,128,FF,HS
142,157,109,124,-3,-4,101,117,TO,FF
140,150,106,118,-3,-6,101,117,TO,FF
143,143,96,108,-10,-10,101,117,TO,FF
145,139,95,118,-1,10,101,117,TO,FF
149,133,96,127,1,9,96,122,TO,HS
153,132,96,124,0,-3,96,122,TO,HS
156,132,96,117,0,-7,96,122,TO,HS
159,134,96,114,0,-3,96,122,TO,HS
