Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
165,162,118,9,0,0
166,137,118,7,0,-2
170,151,121,21,3,14
169,139,123,97,2,76
171,119,122,80,-1,-17
173,126,119,86,-3,6
173,136,120,115,1,29
173,144,121,132,1,17
175,149,121,130,0,-2
176,158,121,108,0,-22
175,164,116,116,-5,8
175,169,111,119,-5,3
174,177,108,142,-3,23
175,177,108,143,0,1
167,173,102,138,-6,-5
170,176,110,140,8,2
168,173,106,140,-4,0
168,172,117,136,11,-4
162,171,105,137,-12,1
165,168,98,136,-7,-1
159,168,105,137,7,1
158,168,117,133,12,-4
153,167,115,132,-2,-1
149,163,129,127,14,-5
150,164,132,126,3,-1
138,162,106,104,-26,-22
147,165,122,132,16,28
145,162,109,131,-13,-1
145,161,123,127,14,-4
143,162,108,124,-15,-3
152,163,117,123,9,-1
155,164,121,127,4,4
159,165,122,116,1,-11
166,167,121,121,-1,5
168,168,130,122,9,1
175,166,136,120,6,-2
175,168,119,122,-17,2
176,168,129,119,10,-3
177,170,135,127,6,8
177,161,138,114,3,-13
175,161,134,122,-4,8
172,149,130,121,-4,-1
171,142,129,112,-1,-9
170,133,129,71,0,-41
169,129,128,71,-1,0
169,131,126,73,-2,2
169,129,128,125,2,52
170,133,126,124,-2,-1
171,138,126,122,0,-2
175,137,129,104,3,-18
175,144,128,121,-1,17
175,149,124,122,-4,1
175,158,123,136,-1,14
174,162,120,133,-3,-3
171,173,116,134,-4,1
171,179,116,136,0,2
174,178,115,137,-1,1
172,175,113,137,-2,0
173,173,113,137,0,0
173,174,114,138,1,1
171,173,114,136,0,-2
169,160,112,128,-2,-8
162,162,113,129,1,1
161,160,114,128,1,-1
159,158,124,128,10,0
150,158,131,127,7,-1
148,157,69,126,-62,-1
142,156,67,124,-2,-2
142,155,131,123,64,-1
140,153,124,123,-7,0
141,152,113,124,-11,1
141,152,119,125,6,1
143,151,115,125,-4,0
145,151,111,127,-4,2
148,152,124,125,13,-2
154,153,124,125,0,0
158,154,122,123,-2,-2
164,157,128,123,6,0
167,159,129,122,1,-1
173,161,127,124,-2,2
175,161,128,123,1,-1
174,162,128,125,0,2
177,162,128,125,0,0
175,154,128,124,0,-1
173,150,125,130,-3,6
172,145,126,132,1,2
169,134,124,69,-2,-63
169,131,124,69,0,0
171,134,124,72,0,3
171,133,123,128,-1,56
172,138,123,126,0,-2
172,134,125,82,2,-44
173,145,125,123,0,41
174,150,124,128,-1,5
175,157,124,104,0,-24
174,165,124,135,0,31
174,172,122,134,-2,-1
174,175,124,132,2,-2
173,179,122,134,-2,2
173,178,121,135,-1,1
173,175,121,134,0,-1
172,176,120,134,-1,0
169,174,122,135,2,1
168,172,121,137,-1,2
165,168,123,136,2,-1
163,165,121,111,-2,-25
160,164,128,109,7,-2
153,162,68,105,-60,-4
152,160,67,103,-1,-2
148,160,66,101,-1,-2
146,157,66,98,0,-3
144,157,137,96,71,-2
141,155,134,93,-3,-3
143,156,127,92,-7,-1
142,155,125,132,-2,40
143,156,130,131,5,-1
148,157,124,130,-6,-1
153,158,130,133,6,3
153,161,130,88,0,-45
160,162,130,87,0,-1
