Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
165,162,118,9,0,0,120,10,FF,TO
166,137,118,7,0,-2,120,10,FF,TO
170,151,121,10,3,3,120,10,FF,TO
169,139,123,15,2,5,120,10,FF,TO
171,119,122,22,-1,7,120,34,FF,FF
173,126,119,29,-3,7,120,34,FF,FF
173,136,120,38,1,9,120,34,FF,FF
173,144,121,49,1,11,120,34,FF,FF
175,149,121,60,0,11,117,72,FF,FF
176,158,121,69,0,9,117,72,FF,FF
175,164,116,77,-5,8,117,72,FF,FF
175,169,111,84,-5,7,117,72,FF,FF
174,177,108,91,-3,7,107,101,TO,FF
175,177,108,98,0,7,107,101,TO,FF
167,173,102,105,-6,7,107,101,TO,FF
170,176,110,111,8,6,107,101,TO,FF
168,173,106,116,-4,5,104,122,TO,FF
168,172,108,121,2,5,104,122,TO,FF
162,171,105,125,-3,4,104,122,TO,FF
165,168,98,127,-7,2,104,122,TO,FF
159,168,105,137,7,10,111,132,TO,HS
158,168,108,133,3,-4,111,132,TO,HS
153,167,115,132,7,-1,111,132,TO,HS
149,163,118,127,3,-5,111,132,TO,HS
150,164,121,126,3,-1,119,125,FF,FF
138,162,117,120,-4,-6,119,125,FF,FF
147,165,122,123,5,3,119,125,FF,FF
145,162,118,131,-4,8,119,125,FF,FF
145,161,123,127,5,-4,120,125,FF,FF
143,162,119,124,-4,-3,120,125,FF,FF
152,163,117,123,-2,-1,120,125,FF,FF
155,164,121,127,4,4,120,125,FF,FF
159,165,122,124,1,-3,127,121,HS,FF
166,167,121,121,-1,-3,127,121,HS,FF
168,168,130,122,9,1,127,121,HS,FF
175,166,136,120,6,-2,127,121,HS,FF
175,168,131,122,-5,2,133,122,HS,FF
176,168,129,119,-2,-3,133,122,HS,FF
177,170,135,127,6,8,133,122,HS,FF
177,161,138,123,3,-4,133,122,HS,FF
175,161,134,122,-4,-1,130,116,HS,FF
172,149,130,121,-4,-1,130,116,HS,FF
171,142,129,112,-1,-9,130,116,HS,FF
170,133,129,109,0,-3,130,116,HS,FF
169,129,128,105,-1,-4,127,101,HS,FF
169,131,126,100,-2,-5,127,101,HS,FF
169,129,128,97,2,-3,127,101,HS,FF
170,133,126,103,-2,6,127,101,HS,FF
171,138,126,107,0,4,126,107,HS,FF
175,137,129,104,3,-3,126,107,HS,FF
175,144,128,108,-1,4,126,107,HS,FF
175,149,124,111,-4,3,126,107,HS,FF
175,158,123,117,-1,6,118,122,FF,FF
174,162,120,121,-3,4,118,122,FF,FF
171,173,116,124,-4,3,118,122,FF,FF
171,179,116,127,0,3,118,122,FF,FF
174,178,115,137,-1,10,113,137,TO,HS
172,175,113,137,-2,0,113,137,TO,HS
173,173,113,137,0,0,113,137,TO,HS
173,174,114,138,1,1,113,137,TO,HS
171,173,114,136,0,-2,113,130,TO,HS
169,160,112,128,-2,-8,113,130,TO,HS
162,162,113,129,1,1,113,130,TO,HS
161,160,114,128,1,-1,113,130,TO,HS
159,158,124,128,10,0,125,126,HS,FF
150,158,131,127,7,-1,125,126,HS,FF
148,157,127,126,-4,-1,125,126,HS,FF
142,156,121,124,-6,-2,125,126,HS,FF
142,155,118,123,-3,-1,115,123,FF,FF
140,153,113,123,-5,0,115,123,FF,FF
141,152,113,124,0,1,115,123,FF,FF
141,152,119,125,6,1,115,123,FF,FF
143,151,115,125,-4,0,116,125,FF,FF
145,151,111,127,-4,2,116,125,FF,FF
148,152,114,125,3,-2,116,125,FF,FF
154,153,124,125,10,0,116,125,FF,FF
158,154,122,123,-2,-2,126,123,HS,FF
164,157,128,123,6,0,126,123,HS,FF
167,159,129,122,1,-1,126,123,HS,FF
173,161,127,124,-2,2,126,123,HS,FF
175,161,128,123,1,-1,128,124,HS,FF
174,162,128,125,0,2,128,124,HS,FF
177,162,128,125,0,0,128,124,HS,FF
175,154,128,124,0,-1,128,124,HS,FF
173,150,125,130,-3,6,124,128,HS,HS
172,145,126,132,1,2,124,128,HS,HS
169,134,124,128,-2,-4,124,128,HS,HS
169,131,124,122,0,-6,124,128,HS,HS
171,134,124,115,0,-7,123,109,HS,FF
