Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.62,162.01,5.32,1.6,159.82,5.24,,53.9,81.9
1.64,164.08,5.38,1.62,161.72,5.31,,55,84.8
1.63,163.46,5.36,1.61,161.31,5.29,,54.9,83.8
1.63,163.17,5.35,1.61,160.98,5.28,,56,82.9
1.64,164.05,5.38,1.61,161.42,5.3,,55.3,83
1.65,164.85,5.41,1.62,162.11,5.32,,55,84.2
1.64,164.27,5.39,1.62,162.04,5.32,,56,83.9
1.63,162.73,5.34,1.61,160.5,5.27,,55.8,81.9
1.63,162.52,5.33,1.6,160.46,5.26,,54.2,82.2
1.63,162.74,5.34,1.61,161.01,5.28,,57.3,82.6
1.63,163.06,5.35,1.61,161.49,5.3,,57.5,83.1
1.64,163.52,5.36,1.62,162.15,5.32,,55.7,83.6
1.63,163.27,5.36,1.62,161.98,5.31,,55.3,83.5
1.64,163.51,5.36,1.63,162.51,5.33,,54.2,83.8
1.64,163.87,5.38,1.63,162.98,5.35,,56.6,84.1
1.64,163.52,5.36,1.63,162.64,5.34,,55.4,84
1.63,163.45,5.36,1.63,162.6,5.33,,54.2,84
1.64,164.24,5.39,1.63,163.34,5.36,,56.4,84.1
1.64,164.19,5.39,1.63,163.48,5.36,,52.9,84.2
1.65,164.59,5.4,1.64,163.75,5.37,,52.8,84.6
1.64,163.55,5.37,1.63,162.92,5.35,,55.1,84
1.65,165.24,5.42,1.65,164.75,5.41,,54.2,85.4
1.65,164.77,5.41,1.64,164.2,5.39,,55.6,84.7
1.65,164.59,5.4,1.64,164.24,5.39,,55.6,84.9
1.68,167.79,5.5,1.67,167.33,5.49,,55.5,87.9
1.7,169.7,5.57,1.69,169.18,5.55,,57.6,89.5
1.68,168.38,5.52,1.67,167.42,5.49,,57.6,88
1.68,168.5,5.53,1.67,167.16,5.48,,56.2,88
1.68,167.73,5.5,1.66,166.06,5.45,,57.1,87
1.68,168.11,5.52,1.66,166.26,5.45,,57.5,87.1
1.67,167.3,5.49,1.65,165.15,5.42,,57.7,86
1.69,168.89,5.54,1.67,166.84,5.47,,58,87.5
1.7,170.32,5.59,1.68,168.27,5.52,,58,89
1.71,170.95,5.61,1.69,168.89,5.54,,53.7,89.3
1.67,166.95,5.48,1.65,164.93,5.41,,53.4,85.6
1.67,167.42,5.49,1.65,165.41,5.43,,53.3,85.7
1.68,167.56,5.5,1.66,165.56,5.43,,52.8,85.7
1.69,168.72,5.54,1.67,166.82,5.47,,53.2,86.4
1.68,167.89,5.51,1.66,166.24,5.45,,53.1,85.3
1.66,166.35,5.46,1.65,164.54,5.4,,52.2,83.7
1.65,164.91,5.41,1.63,163.16,5.35,,52.9,82.2
1.66,166.03,5.45,1.64,164.37,5.39,,52.1,83.7
1.66,165.7,5.44,1.64,163.92,5.38,,52.1,82.8
1.65,165.15,5.42,1.64,163.61,5.37,,53,82.6
1.65,164.91,5.41,1.63,163.1,5.35,,51.9,82.5
1.64,164.05,5.38,1.62,162.25,5.32,,51.7,82
1.64,163.58,5.37,1.62,161.93,5.31,,52.4,81.6
1.64,163.54,5.37,1.62,161.88,5.31,,55.7,81.6
1.63,163.12,5.35,1.61,161.46,5.3,,52.5,81.1
1.62,162.34,5.33,1.61,160.65,5.27,,52.5,80.8
1.62,161.87,5.31,1.6,160.2,5.26,,54.7,80.4
1.62,162.04,5.32,1.61,160.53,5.27,,54.7,80.4
1.62,161.98,5.31,1.61,160.54,5.27,,54.2,80.5
1.61,161.41,5.3,1.6,160.19,5.26,,53.9,80.7
1.62,161.51,5.3,1.61,160.54,5.27,,54.1,80.6
1.62,161.74,5.31,1.61,160.74,5.27,,54,80.8
1.62,162.12,5.32,1.61,161.25,5.29,,52.9,80.7
1.62,162.26,5.32,1.61,161.43,5.3,,52.8,81.2
1.63,163.1,5.35,1.62,162.42,5.33,,52.5,82.1
1.63,163.11,5.35,1.63,162.66,5.34,,51.8,82.2
1.63,163.11,5.35,1.63,162.74,5.34,,52.6,82.5
1.65,165.2,5.42,1.65,165.08,5.42,,52.3,84.7
1.66,165.58,5.43,1.66,165.65,5.43,,52.8,85.3
1.65,165.36,5.43,1.66,165.56,5.43,,53,85.2
1.64,164.31,5.39,1.65,164.52,5.4,,53.2,84.3
1.64,164.16,5.39,1.65,164.55,5.4,,53.7,84.4
1.66,166.25,5.45,1.66,166.27,5.46,,53.9,86.6
1.68,168.02,5.51,1.68,167.74,5.5,,54.2,88.1
1.68,168.47,5.53,1.68,167.8,5.51,,53.9,88.5
1.67,167.13,5.48,1.66,165.95,5.44,,53.7,86.6
1.67,166.84,5.47,1.65,165.35,5.42,,53.7,86.1
1.66,166.48,5.46,1.65,164.74,5.4,,54.8,85.8
1.67,166.58,5.47,1.65,164.62,5.4,,54.4,85.8
1.67,166.59,5.47,1.65,164.57,5.4,,54.8,85.9
1.66,166.12,5.45,1.64,164.05,5.38,,54.8,85.6
1.65,164.95,5.41,1.63,162.68,5.34,,54.6,84.3
1.64,163.99,5.38,1.62,161.75,5.31,,54.5,83.4
1.65,165.05,5.42,1.63,162.66,5.34,,54.6,83.9
1.64,164.38,5.39,1.62,162.07,5.32,,54.5,83.5
1.64,164.08,5.38,1.62,161.78,5.31,,54.8,82.9
1.65,165.03,5.41,1.63,162.85,5.34,,54.7,84
1.67,166.67,5.47,1.65,164.63,5.4,,54.1,85.3
1.65,165.03,5.41,1.63,163.06,5.35,,53.9,83.9
1.64,164,5.38,1.62,162.16,5.32,,53.3,82.9
1.63,163.36,5.36,1.62,161.55,5.3,,53.2,82.5
1.63,162.57,5.33,1.61,160.53,5.27,,53.4,81.2
1.62,161.85,5.31,1.6,159.9,5.25,,53.8,80.6
1.61,160.82,5.28,1.59,158.74,5.21,,53.5,79.6
1.6,159.9,5.25,1.58,157.83,5.18,,53.8,78.7
1.59,159.19,5.22,1.57,157.23,5.16,,53.8,77.8
1.58,158.49,5.2,1.57,156.62,5.14,,55,77.2
1.58,157.88,5.18,1.56,156.22,5.13,,56.1,76.9
1.57,156.92,5.15,1.55,155.31,5.1,,56.3,76.9
1.58,158.31,5.19,1.57,156.72,5.14,,56.4,76.8
1.57,157.35,5.16,1.56,155.81,5.11,,55.3,76.7
1.58,157.79,5.18,1.56,156.34,5.13,,54.7,76.9
1.56,155.99,5.12,1.55,154.71,5.08,,55,77.3
1.57,157.01,5.15,1.56,155.8,5.11,,54.2,77.7
1.57,156.87,5.15,1.56,156.04,5.12,,53.7,78
