Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,WristLeft X,Y,Z,WristRight X,Y,Z,ElbowLeft X,Y,Z,ElbowRight X,Y,Z,SholdD,LSHD,RSHD,HIPD,LWristSpineD,RWristSpineD, ShoulDX, HipDX 
-0.198608,-0.218872,4.18359,-0.19041,-0.124122,4.29577,-0.203464,0.198776,4.33136,-0.21753,0.526588,4.38998,-0.19165,-0.234619,4.16797,-0.175417,-0.160402,4.2955,-0.0922657,0.242629,4.45638,-0.0634737,0.53108,4.39006,-0.141634,0.533093,4.42538,-0.152233,0.821348,4.37121,-0.162264,1.1032,4.30593,-0.181337,1.23795,4.28101,-0.335961,0.987134,4.33193,0.00371135,0.997043,4.33205,-0.363705,0.504325,4.32248,0.074829,0.52125,4.29624,-0.374753,0.725392,4.374,0.0583209,0.742176,4.34675,0.339817,0.47906,0.474342,0.154122,0.384185,0.383714,0.339673,0.154056
-0.198844,-0.236916,4.17355,-0.19176,-0.139229,4.29486,-0.206867,0.191443,4.31058,-0.223993,0.521202,4.35867,-0.165691,-0.209528,4.16376,-0.170674,-0.142965,4.29871,-0.0550499,0.272628,4.42916,-0.0705612,0.522128,4.35184,-0.148476,0.525989,4.39082,-0.15752,0.81664,4.34167,-0.166176,1.10049,4.28092,-0.182036,1.23911,4.26171,-0.333611,0.99553,4.29418,-0.000231359,0.998715,4.30137,-0.366719,0.506694,4.31484,0.0746149,0.517109,4.28141,-0.376724,0.732258,4.35345,0.0584783,0.741296,4.32729,0.333472,0.491083,0.484384,0.153586,0.374901,0.383714,0.33338,0.153431
-0.196762,-0.246759,4.15443,-0.193736,-0.142129,4.28579,-0.209181,0.188878,4.29266,-0.227913,0.522371,4.32247,-0.193595,-0.24744,4.17801,-0.178762,-0.174573,4.28657,-0.10019,0.201615,4.36692,-0.0748642,0.525796,4.32036,-0.152655,0.528465,4.35706,-0.164639,0.821646,4.30007,-0.176295,1.10849,4.23207,-0.18556,1.2405,4.2217,-0.336311,0.997201,4.26779,-0.00447467,1.00462,4.27533,-0.375059,0.504301,4.28433,0.0728508,0.512554,4.26145,-0.378015,0.732387,4.31854,0.0557554,0.739221,4.30254,0.332005,0.490106,0.486057,0.153101,0.381094,0.391703,0.331837,0.153049
-0.193172,-0.258679,4.15559,-0.19163,-0.145902,4.27664,-0.208442,0.184394,4.2809,-0.230635,0.520457,4.27801,-0.167647,-0.248301,4.1449,-0.17343,-0.180167,4.28266,-0.0736075,0.21965,4.32785,-0.0781301,0.524797,4.28662,-0.155702,0.527006,4.31812,-0.16619,0.817601,4.26852,-0.176398,1.10212,4.20658,-0.191056,1.2366,4.18649,-0.34267,0.994963,4.21965,-0.00594898,1.00434,4.22841,-0.378933,0.511304,4.2615,0.0603683,0.513575,4.22464,-0.387281,0.740476,4.28743,0.0546769,0.740993,4.26809,0.336965,0.491034,0.488425,0.152809,0.372998,0.381689,0.336721,0.152505
-0.193777,-0.251736,4.16646,-0.190312,-0.145041,4.27379,-0.196256,0.183166,4.25873,-0.235742,0.515004,4.25403,-0.146493,-0.261716,4.25305,-0.182069,-0.167659,4.27224,-0.0468301,0.153758,4.30446,-0.0841922,0.520706,4.25621,-0.161327,0.52213,4.2908,-0.171896,0.813534,4.23703,-0.181701,1.09856,4.1725,-0.192337,1.23344,4.15492,-0.345889,0.989399,4.19834,-0.00705982,1.00295,4.21167,-0.391721,0.498777,4.22522,0.061004,0.493902,4.21271,-0.39153,0.729518,4.25025,0.0529467,0.724323,4.24052,0.339362,0.490188,0.490401,0.151672,0.384102,0.39623,0.338829,0.151549
-0.194119,-0.256154,4.16123,-0.188597,-0.148938,4.26951,-0.197934,0.170467,4.23923,-0.241137,0.516356,4.22276,-0.188254,-0.257833,4.18214,-0.179915,-0.174019,4.26963,-0.0733814,0.223539,4.21452,-0.0893378,0.522019,4.22167,-0.166645,0.523554,4.2578,-0.174031,0.81203,4.20003,-0.180415,1.09342,4.12992,-0.194848,1.23056,4.12363,-0.34629,0.982762,4.14856,-0.0078926,0.996619,4.17985,-0.396602,0.496469,4.19899,0.0634538,0.482001,4.19102,-0.392788,0.728778,4.21804,0.0491714,0.713358,4.21964,0.340123,0.483836,0.483351,0.151909,0.386158,0.406693,0.338398,0.151799
-0.193265,-0.25498,4.16257,-0.187764,-0.150406,4.26881,-0.201917,0.167037,4.22953,-0.236665,0.502891,4.18954,-0.0458023,-0.207881,4.47719,-0.0665595,-0.114357,4.49209,-0.0667203,0.166523,4.20295,-0.0847377,0.508919,4.19557,-0.162062,0.510196,4.22837,-0.172302,0.80773,4.17879,-0.180841,1.09542,4.11548,-0.192792,1.23064,4.08949,-0.348347,0.984716,4.12895,-0.0109187,0.995905,4.14946,-0.406552,0.492352,4.15711,0.0624023,0.49189,4.16262,-0.40026,0.724767,4.1801,0.0462679,0.723883,4.18516,0.338236,0.498297,0.494703,0.152167,0.393455,0.39383,0.337428,0.151928
-0.191289,-0.256138,4.16659,-0.185369,-0.151928,4.2681,-0.201398,0.156282,4.21286,-0.237676,0.499422,4.16996,-0.0449819,-0.188655,4.3676,-0.0795571,-0.1006,4.3789,-0.0675469,0.160948,4.15878,-0.0855301,0.50653,4.17356,-0.162993,0.507258,4.20753,-0.174272,0.80489,4.15101,-0.184703,1.09528,4.08393,-0.193918,1.23201,4.06177,-0.345584,0.981539,4.09221,-0.0120041,0.997619,4.12387,-0.415998,0.493964,4.11862,0.0631688,0.489615,4.14722,-0.400831,0.725497,4.15379,0.0454191,0.72209,4.16773,0.335465,0.500127,0.499043,0.152354,0.395166,0.394703,0.33358,0.152146
-0.182569,-0.255672,4.17263,-0.183505,-0.150954,4.26542,-0.205533,0.148147,4.20401,-0.236585,0.503077,4.13175,-0.09189,-0.262272,4.2132,-0.0828775,-0.181601,4.29492,-0.0712426,0.153179,4.12315,-0.0842607,0.506345,4.13952,-0.16181,0.509017,4.17151,-0.171917,0.803224,4.11809,-0.181347,1.09061,4.05266,-0.195053,1.22716,4.0329,-0.346567,0.981599,4.06456,-0.013501,0.989006,4.08868,-0.415658,0.503331,4.07066,0.0653049,0.485231,4.1156,-0.398958,0.732815,4.11911,0.0440512,0.717219,4.13642,0.334019,0.495573,0.490462,0.152557,0.389352,0.396737,0.333066,0.152324
-0.183357,-0.254182,4.17413,-0.178827,-0.164355,4.25651,-0.210812,0.148365,4.18724,-0.240365,0.496126,4.10982,-0.0520711,-0.238663,4.17067,-0.0888735,-0.15719,4.23047,-0.0772442,0.148437,4.07029,-0.0874944,0.504634,4.11194,-0.165357,0.504617,4.14691,-0.173721,0.796785,4.08657,-0.180944,1.08179,4.01454,-0.191804,1.22026,4.0029,-0.348508,0.976378,4.03086,-0.0164411,0.987116,4.05755,-0.415173,0.499952,4.05761,0.0617731,0.489584,4.0899,-0.40664,0.732311,4.07692,0.0433843,0.72129,4.11111,0.33331,0.49857,0.49071,0.153122,0.383729,0.387093,0.332067,0.152871
-0.185662,-0.257392,4.16914,-0.178372,-0.175152,4.25345,-0.212922,0.142803,4.17154,-0.240531,0.485715,4.07978,-0.0700937,-0.2689,4.07911,-0.0648213,-0.181475,4.13675,-0.0702111,0.13437,4.04211,-0.0888578,0.498786,4.08864,-0.166188,0.496628,4.1201,-0.175864,0.791565,4.06239,-0.184518,1.07915,3.99324,-0.190571,1.21669,3.97319,-0.350705,0.969987,4.01122,-0.0179233,0.97705,4.0306,-0.416253,0.499719,4.00262,0.0632624,0.479281,4.06172,-0.409176,0.728504,4.05254,0.0475314,0.710517,4.08643,0.333421,0.501357,0.486967,0.152493,0.382797,0.393323,0.332782,0.151673
-0.188665,-0.257292,4.16503,-0.180455,-0.167479,4.24651,-0.221309,0.147515,4.14567,-0.245658,0.48055,4.04715,-0.059082,-0.271484,3.97461,-0.0483933,-0.171285,4.05863,-0.07257,0.120374,3.98832,-0.0953173,0.489929,4.05635,-0.172,0.489552,4.0876,-0.17658,0.783083,4.02775,-0.180168,1.06935,3.95612,-0.189559,1.20405,3.92959,-0.344044,0.961641,3.96133,-0.0133314,0.968283,4.00047,-0.418108,0.504629,3.96937,0.0693715,0.478192,4.02784,-0.40881,0.734079,4.00737,0.0483188,0.707883,4.0543,0.333088,0.498492,0.488534,0.150913,0.373202,0.391728,0.330713,0.150341
-0.189991,-0.265211,4.14741,-0.181607,-0.167044,4.24336,-0.224468,0.149997,4.12897,-0.243313,0.474872,4.03108,-0.0493848,-0.276953,3.89966,-0.0637362,-0.195704,3.97074,-0.0668853,0.120061,3.96806,-0.0902956,0.483193,4.03018,-0.1684,0.483281,4.0668,-0.174108,0.776193,4.0047,-0.179219,1.06207,3.93144,-0.189289,1.20148,3.91626,-0.342468,0.955603,3.9453,-0.0100028,0.955244,3.96771,-0.417544,0.496253,3.91398,0.0681103,0.472898,4.00806,-0.410666,0.718801,3.98377,0.0481322,0.702318,4.0232,0.333219,0.498288,0.482889,0.153246,0.381912,0.38816,0.332465,0.153018
-0.190424,-0.268506,4.14666,-0.183764,-0.175909,4.24117,-0.226434,0.138479,4.11786,-0.24011,0.465353,3.99738,-0.0345764,-0.268311,3.77148,-0.0625466,-0.197217,3.89261,-0.0693589,0.109023,3.93963,-0.0887714,0.475571,4.00182,-0.165952,0.474637,4.03533,-0.169991,0.766484,3.96825,-0.173213,1.05117,3.88946,-0.185381,1.19043,3.88,-0.34239,0.94203,3.90691,-0.0093033,0.949396,3.93616,-0.413825,0.48822,3.8828,0.0730563,0.458833,3.95815,-0.409293,0.711805,3.94609,0.0525135,0.68693,3.98621,0.33445,0.495848,0.484909,0.151748,0.37972,0.392203,0.333087,0.151339
-0.197832,-0.259564,4.15909,-0.183732,-0.17978,4.23917,-0.226465,0.132355,4.09148,-0.236414,0.457724,3.96535,-0.0336811,-0.255868,3.71067,-0.0426264,-0.183195,3.84573,-0.0705846,0.108744,3.90888,-0.0835526,0.467461,3.97079,-0.161446,0.466789,4.00401,-0.167328,0.75869,3.94287,-0.172235,1.0437,3.86989,-0.180445,1.18563,3.85245,-0.339332,0.936978,3.8838,-0.00598119,0.937958,3.8975,-0.410959,0.478407,3.84886,0.0717074,0.453417,3.93707,-0.402399,0.700784,3.91404,0.0569963,0.68183,3.95743,0.333634,0.496916,0.482448,0.153267,0.383083,0.387767,0.333351,0.152861
-0.196883,-0.260851,4.15583,-0.185772,-0.183549,4.23475,-0.22784,0.123869,4.07688,-0.236571,0.448886,3.93613,-0.0265376,-0.284032,3.67336,-0.0653671,-0.2351,3.77342,-0.0666034,0.0761182,3.86918,-0.0850241,0.451254,3.93428,-0.162225,0.454366,3.97117,-0.165653,0.744916,3.90709,-0.168289,1.02844,3.83189,-0.175461,1.17444,3.81648,-0.335608,0.927398,3.8478,-0.00230011,0.931214,3.87112,-0.408308,0.466507,3.81634,0.0737697,0.431105,3.90835,-0.39832,0.688922,3.88042,0.0610981,0.659622,3.9173,0.334145,0.496573,0.491115,0.151577,0.380301,0.394718,0.333308,0.151547
-0.195233,-0.267622,4.13956,-0.184928,-0.189139,4.22232,-0.224477,0.112477,4.03367,-0.231136,0.437261,3.893,-0.0448091,-0.285988,3.67536,-0.0489525,-0.225134,3.77466,-0.0639796,0.0878028,3.82379,-0.0794908,0.442164,3.89427,-0.156723,0.443768,3.92941,-0.15796,0.739138,3.86586,-0.158562,1.02715,3.79043,-0.168306,1.16666,3.77411,-0.32939,0.916155,3.79925,0.00547183,0.917879,3.82923,-0.400805,0.462604,3.76785,0.0767136,0.431684,3.86207,-0.390113,0.680179,3.84761,0.0620759,0.659313,3.88715,0.336206,0.497777,0.4876,0.15173,0.380855,0.386799,0.334862,0.151646
-0.197296,-0.271662,4.13169,-0.185784,-0.191307,4.21722,-0.220672,0.0860799,4.01892,-0.230863,0.427971,3.84488,-0.0440616,-0.294129,3.63671,-0.0466954,-0.225885,3.77163,-0.0652853,0.08609,3.7969,-0.0795877,0.432196,3.85938,-0.156683,0.43404,3.88841,-0.155749,0.729991,3.83109,-0.154703,1.01877,3.76218,-0.163943,1.16074,3.74971,-0.324032,0.906902,3.77518,0.0102574,0.912539,3.79719,-0.396394,0.440391,3.75169,0.0814814,0.417109,3.8386,-0.380368,0.664001,3.80602,0.0675555,0.645003,3.8462,0.335061,0.492862,0.492615,0.152028,0.384813,0.392721,0.33429,0.151275
-0.204666,-0.282244,4.12981,-0.183979,-0.201433,4.19277,-0.215362,0.0708404,3.98389,-0.226054,0.420703,3.81727,-0.0415542,-0.323376,3.62404,-0.0451269,-0.250138,3.74274,-0.0567706,0.0531857,3.75792,-0.0735767,0.427804,3.81491,-0.151197,0.427971,3.85236,-0.151123,0.723876,3.79185,-0.150687,1.01249,3.72013,-0.157826,1.15675,3.70142,-0.316374,0.902001,3.74148,0.0188355,0.90897,3.76875,-0.386759,0.428116,3.71371,0.0885874,0.416412,3.78423,-0.368644,0.649061,3.77916,0.0723005,0.64345,3.81391,0.336389,0.495531,0.49213,0.15266,0.38614,0.389941,0.33521,0.152477
-0.207137,-0.282954,4.12462,-0.188486,-0.197683,4.15968,-0.222772,0.0805587,3.90438,-0.216198,0.408519,3.76374,-0.0410994,-0.324094,3.62417,-0.0408475,-0.25539,3.73562,-0.0517543,0.0570417,3.73511,-0.064538,0.419758,3.7692,-0.141582,0.41798,3.8018,-0.143138,0.719155,3.74938,-0.144402,1.0122,3.6867,-0.150788,1.15257,3.67614,-0.309478,0.894267,3.68997,0.0287953,0.896694,3.71749,-0.37032,0.416549,3.70063,0.0898668,0.412828,3.75109,-0.35918,0.643079,3.73668,0.0774988,0.640689,3.76331,0.3394,0.500096,0.488726,0.152173,0.381521,0.384877,0.338273,0.15166
-0.20709,-0.269575,4.0943,-0.193497,-0.188421,4.09922,-0.220112,0.0819396,3.82237,-0.212016,0.410733,3.72592,-0.0403245,-0.325894,3.62473,-0.0364052,-0.252427,3.72972,-0.0450629,0.0473811,3.70473,-0.0592457,0.417364,3.73132,-0.137002,0.418032,3.76514,-0.135762,0.715487,3.70656,-0.133795,1.00489,3.63664,-0.14252,1.15138,3.62843,-0.305149,0.893342,3.66751,0.0316292,0.897964,3.68682,-0.35397,0.419185,3.6535,0.0879551,0.41275,3.69903,-0.356331,0.643599,3.70466,0.0813205,0.641559,3.72945,0.337363,0.494972,0.491137,0.15301,0.371786,0.376504,0.336778,0.152771
-0.192778,-0.247292,3.90817,-0.19905,-0.19062,4.02996,-0.206942,0.0771396,3.74622,-0.203606,0.411386,3.68912,-0.0389224,-0.332248,3.62483,-0.0366039,-0.255026,3.72737,-0.0423533,0.0449271,3.69191,-0.0495564,0.419097,3.68633,-0.127724,0.419283,3.72338,-0.131353,0.717091,3.67545,-0.133228,1.00697,3.61449,-0.140434,1.15164,3.59806,-0.301385,0.895237,3.62866,0.0372205,0.894151,3.64128,-0.349336,0.415658,3.63384,0.101169,0.407051,3.66413,-0.352301,0.642118,3.6706,0.0889904,0.634517,3.68197,0.338842,0.497321,0.485012,0.154268,0.374312,0.38771,0.338605,0.15405
-0.190535,-0.23693,3.84217,-0.19651,-0.179807,3.96432,-0.209094,0.0852576,3.6759,-0.200401,0.410491,3.65007,-0.0387438,-0.332081,3.62499,-0.0363432,-0.256389,3.72303,-0.0410589,0.0431623,3.67648,-0.046798,0.414994,3.65465,-0.124835,0.416745,3.68872,-0.126118,0.713144,3.63825,-0.126928,1.00197,3.57782,-0.136708,1.1462,3.55921,-0.298935,0.893611,3.59915,0.0411857,0.894513,3.61055,-0.339255,0.415038,3.58953,0.104088,0.411402,3.61425,-0.345248,0.640209,3.63428,0.092407,0.637805,3.64689,0.340313,0.495689,0.489514,0.153737,0.369687,0.380289,0.340121,0.153603
-0.196221,-0.258324,3.76917,-0.198656,-0.201319,3.89186,-0.203821,0.0818127,3.61732,-0.191583,0.410484,3.61351,-0.0382635,-0.332247,3.62545,-0.0377088,-0.256862,3.71779,-0.0414262,0.0434009,3.66308,-0.0364799,0.414563,3.60999,-0.115107,0.416638,3.64755,-0.12225,0.713334,3.60082,-0.12829,1.00229,3.54118,-0.13398,1.14853,3.53134,-0.297379,0.890917,3.56689,0.0459321,0.894736,3.56538,-0.336965,0.4144,3.56751,0.108873,0.400912,3.58693,-0.340512,0.640388,3.60632,0.0985461,0.628338,3.60021,0.343336,0.494148,0.489232,0.155197,0.369558,0.388868,0.343311,0.155103
-0.208116,-0.296437,3.81373,-0.188229,-0.21503,3.8232,-0.196069,0.0832521,3.56264,-0.185407,0.411938,3.58583,-0.0379865,-0.332131,3.62557,-0.0379713,-0.254692,3.71411,-0.043034,0.0439847,3.64495,-0.0313351,0.415599,3.58727,-0.109486,0.417907,3.6227,-0.118893,0.714841,3.57326,-0.127824,1.00392,3.51311,-0.135586,1.1491,3.48983,-0.295467,0.888026,3.53305,0.0468099,0.893354,3.53734,-0.3319,0.411324,3.5265,0.111896,0.403657,3.53353,-0.33765,0.636042,3.57324,0.0976764,0.629891,3.56494,0.342345,0.491486,0.486672,0.154122,0.37374,0.389458,0.342277,0.154072
