Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
178,178,113,127,0,0
169,177,108,128,-5,1
164,177,93,116,-15,-12
153,174,88,120,-5,4
152,176,92,119,4,-1
139,176,101,117,9,-2
140,177,94,118,-7,1
139,176,122,118,28,0
147,173,108,112,-14,-6
141,170,132,112,24,0
154,171,127,115,-5,3
158,170,109,112,-18,-3
167,169,140,112,31,0
169,172,140,110,0,-2
173,173,130,108,-10,-2
172,172,129,111,-1,3
167,173,142,109,13,-2
164,171,139,110,-3,1
164,174,140,102,1,-8
162,175,141,105,1,3
160,171,138,97,-3,-8
162,162,112,106,-26,9
163,160,110,119,-2,13
165,158,109,109,-1,-10
168,163,108,122,-1,13
171,161,139,111,31,-11
174,156,139,118,0,7
175,160,108,133,-31,15
177,164,108,127,0,-6
177,168,106,119,-2,-8
177,170,105,127,-1,8
179,174,103,136,-2,9
178,177,137,111,34,-25
176,175,132,110,-5,-1
178,177,128,111,-4,1
174,177,131,109,3,-2
169,176,125,105,-6,-4
166,175,122,103,-3,-2
153,176,117,101,-5,-2
145,174,108,99,-9,-2
137,175,122,97,14,-2
136,178,122,97,0,0
131,177,121,95,-1,-2
138,176,81,95,-40,0
138,175,131,94,50,-1
142,174,92,93,-39,-1
150,174,102,91,10,-2
155,173,135,90,33,-1
164,173,140,89,5,-1
171,174,140,132,0,43
170,175,133,131,-7,-1
169,175,135,131,2,0
165,175,131,131,-4,0
163,179,134,126,3,-5
159,177,139,125,5,-1
152,175,110,128,-29,3
156,170,108,68,-2,-60
153,162,106,65,-2,-3
158,154,105,61,-1,-4
157,147,103,61,-2,0
163,151,103,118,0,57
163,159,101,68,-2,-50
166,151,102,124,1,56
168,149,102,73,0,-51
169,157,101,129,-1,56
170,157,99,86,-2,-43
171,166,98,94,-1,8
173,170,97,101,-1,7
174,173,96,106,-1,5
173,175,94,110,-2,4
176,174,93,111,-1,1
175,176,92,109,-1,-2
175,176,90,107,-2,-2
176,175,89,107,-1,0
173,174,87,105,-2,-2
170,172,83,102,-4,-3
162,171,79,101,-4,-1
154,172,74,99,-5,-2
145,173,72,98,-2,-1
139,173,70,97,-2,-1
135,175,127,96,57,-1
131,177,73,96,-54,0
133,178,77,95,4,-1
132,178,129,95,52,0
137,177,89,95,-40,0
143,176,97,93,8,-2
150,177,105,91,8,-2
158,177,113,90,8,-1
166,176,121,88,8,-2
172,177,126,86,5,-2
171,174,124,85,-2,-1
166,178,121,80,-3,-5
164,175,119,77,-2,-3
157,176,112,75,-7,-2
160,170,112,71,0,-4
158,166,109,68,-3,-3
160,157,108,64,-1,-4
161,148,107,62,-1,-2
163,152,105,65,-2,3
166,149,106,66,1,1
172,152,107,70,1,4
176,154,107,75,0,5
179,162,107,82,0,7
177,162,106,86,-1,4
175,169,106,93,0,7
175,170,104,132,-2,39
176,175,102,102,-2,-30
177,175,100,132,-2,30
177,175,98,104,-2,-28
175,174,94,104,-4,0
174,171,133,101,39,-3
174,170,90,100,-43,-1
171,170,88,99,-2,-1
165,168,83,96,-5,-3
159,168,79,95,-4,-1
151,169,126,93,47,-2
142,170,71,92,-55,-1
139,172,71,132,0,40
136,175,73,127,2,-5
135,176,76,124,3,-3
