Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
178,178,113,127,0,0,106,125,FF,HS
169,177,108,128,-5,1,106,125,FF,HS
164,177,104,125,-4,-3,106,125,FF,HS
153,174,100,120,-4,-5,106,125,FF,HS
152,176,92,119,-8,-1,97,118,FF,HS
139,176,101,117,9,-2,97,118,FF,HS
140,177,94,118,-7,1,97,118,FF,HS
139,176,101,118,7,0,97,118,FF,HS
147,173,108,112,7,-6,112,112,FF,FF
141,170,114,112,6,0,112,112,FF,FF
154,171,117,115,3,3,112,112,FF,FF
158,170,109,112,-8,-3,112,112,FF,FF
167,169,116,112,7,0,124,110,FF,FF
169,172,122,110,6,-2,124,110,FF,FF
173,173,130,108,8,-2,124,110,FF,FF
172,172,129,111,-1,3,124,110,FF,FF
167,173,132,109,3,-2,138,106,HS,FF
164,171,139,110,7,1,138,106,HS,FF
164,174,140,102,1,-8,138,106,HS,FF
162,175,141,105,1,3,138,106,HS,FF
160,171,138,97,-3,-8,128,105,HS,FF
162,162,131,106,-7,9,128,105,HS,FF
163,160,125,109,-6,3,128,105,HS,FF
165,158,121,109,-4,0,128,105,HS,FF
168,163,117,112,-4,3,121,115,FF,FF
171,161,122,111,5,-1,121,115,FF,FF
174,156,126,118,4,7,121,115,FF,FF
175,160,121,121,-5,3,121,115,FF,FF
177,164,117,127,-4,6,109,127,FF,HS
177,168,114,119,-3,-8,109,127,FF,HS
177,170,105,127,-9,8,109,127,FF,HS
179,174,103,136,-2,9,109,127,FF,HS
178,177,111,129,8,-7,117,122,FF,HS
176,175,116,124,5,-5,117,122,FF,HS
178,177,119,120,3,-4,117,122,FF,HS
174,177,122,117,3,-3,117,122,FF,HS
169,176,125,114,3,-3,118,106,FF,FF
166,175,122,111,-3,-3,118,106,FF,FF
153,176,117,101,-5,-10,118,106,FF,FF
145,174,108,99,-9,-2,118,106,FF,FF
137,175,111,97,3,-2,114,96,FF,FF
136,178,113,97,2,0,114,96,FF,FF
131,177,121,95,8,-2,114,96,FF,FF
138,176,111,95,-10,0,114,96,FF,FF
