Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
148,164,107,102,0,0,114,99,FF,FF
157,158,112,106,5,4,114,99,FF,FF
163,163,115,99,3,-7,114,99,FF,FF
174,36,122,90,7,-9,114,99,FF,FF
167,22,126,80,4,-10,132,65,HS,FF
163,19,131,70,5,-10,132,65,HS,FF
172,21,133,60,2,-10,132,65,HS,FF
170,28,140,51,7,-9,132,65,HS,FF
164,21,138,43,-2,-8,135,48,HS,TO
162,150,138,46,0,3,135,48,HS,TO
162,136,136,51,-2,5,135,48,HS,TO
163,133,129,55,-7,4,135,48,HS,TO
166,131,129,59,0,4,126,68,HS,FF
168,135,127,65,-2,6,126,68,HS,FF
167,143,126,72,-1,7,126,68,HS,FF
170,142,125,78,-1,6,126,68,HS,FF
167,150,120,84,-5,6,120,92,FF,FF
170,159,120,90,0,6,120,92,FF,FF
169,167,118,96,-2,6,120,92,FF,FF
175,172,123,101,5,5,120,92,FF,FF
166,176,114,106,-9,5,117,112,FF,FF
168,174,116,111,2,5,117,112,FF,FF
162,168,118,115,2,4,117,112,FF,FF
160,166,122,118,4,3,117,112,FF,FF
155,169,118,121,-4,3,108,125,FF,HS
145,169,112,131,-6,10,108,125,FF,HS
140,158,106,125,-6,-6,108,125,FF,HS
132,163,99,125,-7,0,108,125,FF,HS
128,166,93,124,-6,-1,94,122,FF,HS
126,169,90,123,-3,-1,94,122,FF,HS
128,171,96,123,6,0,94,122,FF,HS
131,170,100,121,4,-2,94,122,FF,HS
136,173,104,120,4,-1,109,115,FF,FF
143,171,108,116,4,-4,109,115,FF,FF
152,172,112,114,4,-2,109,115,FF,FF
162,171,115,112,3,-2,109,115,FF,FF
170,168,119,111,4,-1,124,106,FF,FF
172,169,121,106,2,-5,124,106,FF,FF
172,169,124,106,3,0,124,106,FF,FF
168,163,134,101,10,-5,124,106,FF,FF
169,158,135,104,1,3,131,105,HS,FF
164,152,130,109,-5,5,131,105,HS,FF
163,143,129,106,-1,-3,131,105,HS,FF
166,136,131,101,2,-5,131,105,HS,FF
168,131,129,96,-2,-5,127,92,HS,FF
167,130,128,91,-1,-5,127,92,HS,FF
167,129,126,87,-2,-4,127,92,HS,FF
170,134,125,94,-1,7,127,92,HS,FF
173,138,125,99,0,5,122,107,FF,FF
173,143,123,106,-2,7,122,107,FF,FF
172,148,122,111,-1,5,122,107,FF,FF
172,157,119,114,-3,3,122,107,FF,FF
171,166,117,117,-2,3,112,122,FF,HS
170,172,113,120,-4,3,112,122,FF,HS
168,174,110,123,-3,3,112,122,FF,HS
167,174,108,129,-2,6,112,122,FF,HS
167,168,106,130,-2,1,108,129,FF,HS
163,170,113,130,7,0,108,129,FF,HS
151,164,110,127,-3,-3,108,129,FF,HS
146,158,105,131,-5,4,108,129,FF,HS
137,160,99,135,-6,4,90,131,FF,HS
132,160,93,127,-6,-8,90,131,FF,HS
128,162,88,134,-5,7,90,131,FF,HS
128,162,82,130,-6,-4,90,131,FF,HS
129,162,79,127,-3,-3,89,125,FF,HS
133,163,84,124,5,-3,89,125,FF,HS
138,165,93,126,9,2,89,125,FF,HS
147,163,101,124,8,-2,89,125,FF,HS
157,164,107,122,6,-2,116,119,FF,FF
163,154,113,116,6,-6,116,119,FF,FF
170,160,120,119,7,3,116,119,FF,FF
172,162,124,119,4,0,116,119,FF,FF
172,160,123,118,-1,-1,117,121,FF,HS
168,160,121,121,-2,3,117,121,FF,HS
164,157,114,123,-7,2,117,121,FF,HS
161,155,111,123,-3,0,117,121,FF,HS
165,150,111,131,0,8,106,121,FF,HS
163,147,109,126,-2,-5,106,121,FF,HS
161,139,106,119,-3,-7,106,121,FF,HS
151,132,98,111,-8,-8,106,121,FF,HS
152,129,96,103,-2,-8,93,93,FF,FF
156,126,95,96,-1,-7,93,93,FF,FF
159,124,94,89,-1,-7,93,93,FF,FF
156,126,89,86,-5,-3,93,93,FF,FF
153,126,85,91,-4,5,79,80,FF,FF
149,123,80,85,-5,-6,79,80,FF,FF
146,129,81,76,1,-9,79,80,FF,FF
141,126,73,68,-8,-8,79,80,FF,FF
141,174,74,70,1,2,81,76,FF,FF
173,174,79,74,5,4,81,76,FF,FF
173,174,85,78,6,4,81,76,FF,FF
173,174,87,82,2,4,81,76,FF,FF
173,174,87,87,0,5,78,93,FF,FF
141,173,82,90,-5,3,78,93,FF,FF
141,173,76,98,-6,8,78,93,FF,FF
146,170,69,99,-7,1,78,93,FF,FF
154,170,61,98,-8,-1,50,95,FF,FF
157,170,54,96,-7,-2,50,95,FF,FF
158,170,47,95,-7,-1,50,95,FF,FF
160,170,41,94,-6,-1,50,95,FF,FF
161,170,34,92,-7,-2,29,90,TO,FF
163,170,29,91,-5,-1,29,90,TO,FF
165,170,25,90,-4,-1,29,90,TO,FF
173,170,30,89,5,-1,29,90,TO,FF
173,170,33,89,3,0,39,88,TO,FF
173,170,37,88,4,-1,39,88,TO,FF
173,170,42,88,5,0,39,88,TO,FF
173,170,47,87,5,-1,39,88,TO,FF
173,170,51,87,4,0,57,85,FF,FF
173,174,55,85,4,-2,57,85,FF,FF
173,174,60,84,5,-1,57,85,FF,FF
173,174,64,84,4,0,57,85,FF,FF
173,174,67,84,3,0,73,83,FF,FF
173,174,76,84,9,0,73,83,FF,FF
173,174,76,84,0,0,73,83,FF,FF
173,174,76,83,0,-1,73,83,FF,FF
173,173,76,82,0,-1,76,83,FF,FF
173,174,76,84,0,2,76,83,FF,FF
173,174,76,84,0,0,76,83,FF,FF
173,174,75,84,-1,0,76,83,FF,FF
