Difference Between AL & AR 
0.254336
0.337796
0.443416
0.530534
0.561344
0.563673
0.539326
0.512911
0.453361
0.416606
0.361948
0.308873
0.207597
0.113507
0.0940674
0.0799828
0.181595
0.295023
0.387575
0.464748
0.46412
0.488866
0.496406
0.490732
0.486581
0.444573
0.422336
0.397642
0.259676
0.184622
0.106213
0.109034
0.129883
0.239979
0.334769
0.414922
0.475139
0.509455
0.535718
0.507749
0.503491
0.431281
0.473575
0.441059
0.344292
0.211306
0.161611
0.168084
0.141734
0.222633
0.31595
0.397523
0.449751
0.458862
0.491674
0.494494
0.468602
0.446238
0.397374
0.330141
0.3217
0.248892
0.184458
0.136683
0.119964
0.158372
0.247575
0.325718
0.413378
0.48799
0.473379
0.462801
0.539784
0.600366
0.423675
0.372394
0.355254
0.325413
0.305227
0.216677
0.247799
0.26534
0.263871
0.260549
0.457324
0.342839
0.408498
0.375929
0.349166
0.355477
0.255131
0.247744
0.213654
0.330652
0.262119
0.28115
0.899576
0.872357
0.952938
1.00723
0.755093
1.00445
1.00594
0.980503
0.994866
1.01515
1.09135
0.840491
0.790798
0.791838
1.30389
1.30423
1.32245
1.32868
1.3219
1.33138
1.33367
1.33577
1.33205
1.32521
