Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.33,133.49,4.38,1.35,134.76,4.42,,43.5,65.9
1.34,133.95,4.39,1.35,134.73,4.42,,42.8,63.3
1.33,133.07,4.37,1.34,134.39,4.41,,42.5,63.6
1.33,132.86,4.36,1.34,134.08,4.4,,42.2,62.3
1.33,132.75,4.36,1.34,133.92,4.39,,45.3,62.2
1.33,133.38,4.38,1.35,135.34,4.44,,44.1,62.5
1.34,133.51,4.38,1.35,134.81,4.42,,43.7,63.8
1.37,136.85,4.49,1.38,137.99,4.53,,46.8,65.8
1.36,136.25,4.47,1.36,136.41,4.48,,47,67.6
1.39,138.75,4.55,1.38,138.47,4.54,,46.6,68.4
1.38,138.49,4.54,1.38,137.98,4.53,,47,67.7
1.38,138.49,4.54,1.38,137.96,4.53,,47.4,67.8
1.38,138.41,4.54,1.38,137.87,4.52,,47.6,67.6
1.38,137.58,4.51,1.36,136.24,4.47,,47.7,66.2
1.37,137.26,4.5,1.36,135.71,4.45,,49,66.1
1.36,135.86,4.46,1.35,134.85,4.42,,49.2,65.1
1.43,143,4.69,1.39,139.24,4.57,,50.1,69.3
1.4,139.96,4.59,1.36,136.42,4.48,,49.8,66.2
1.39,139.22,4.57,1.37,136.99,4.49,,48.7,66
1.4,139.69,4.58,1.37,137.3,4.5,,48.6,67.5
1.35,134.82,4.42,1.32,132.47,4.35,,47.9,62.9
1.37,136.97,4.49,1.35,134.58,4.42,,47.8,65.5
1.35,135.02,4.43,1.33,133.23,4.37,,47.6,63.3
1.36,135.77,4.45,1.34,134.15,4.4,,46.6,63.8
1.35,135.27,4.44,1.34,133.77,4.39,,47,63.4
1.34,134.12,4.4,1.33,132.57,4.35,,47,62.5
1.36,136.16,4.47,1.35,135.38,4.44,,46.9,65
1.34,133.74,4.39,1.34,133.56,4.38,,48,63.2
1.35,135.01,4.43,1.36,135.52,4.45,,47.8,64.5
1.35,134.95,4.43,1.36,135.67,4.45,,46.4,64.9
