Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
172,159,117,107,0,0
171,170,114,121,-3,14
171,177,112,132,-2,11
170,178,108,136,-4,4
175,177,107,134,-1,-2
179,174,100,135,-7,1
169,174,96,128,-4,-7
163,167,93,136,-3,8
151,171,122,132,29,-4
141,173,63,116,-59,-16
144,168,87,117,24,1
148,167,106,135,19,18
159,166,130,122,24,-13
163,168,102,120,-28,-2
162,164,103,123,1,3
160,175,118,107,15,-16
136,171,99,117,-19,10
155,166,114,125,15,8
172,160,125,116,11,-9
178,165,136,115,11,-1
173,169,137,119,1,4
165,169,132,120,-5,1
163,173,131,94,-1,-26
155,172,128,102,-3,8
160,162,110,99,-18,-3
160,160,126,122,16,23
166,151,118,128,-8,6
165,150,135,59,17,-69
159,144,123,122,-12,63
156,160,136,89,13,-33
164,169,131,106,-5,17
168,146,125,136,-6,30
175,146,110,94,-15,-42
175,147,124,100,14,6
174,156,122,137,-2,37
174,169,119,137,-3,0
174,176,118,142,-1,5
176,170,96,134,-22,-8
173,170,96,138,0,4
165,167,122,133,26,-5
156,168,122,119,0,-14
143,164,62,129,-60,10
158,167,122,134,60,5
148,162,121,131,-1,-3
153,160,6,126,-115,-5
166,159,77,126,71,0
160,162,79,136,2,10
122,169,80,115,1,-21
160,177,133,109,53,-6
146,171,100,105,-33,-4
162,175,114,111,14,6
171,168,124,84,10,-27
175,168,129,87,5,3
164,173,135,106,6,19
162,173,118,71,-17,-35
158,174,115,64,-3,-7
156,164,110,114,-5,50
151,151,103,103,-7,-11
157,139,109,132,6,29
151,125,101,60,-8,-72
153,126,103,124,2,64
154,124,98,121,-5,-3
154,139,95,17,-3,-104
168,127,97,82,2,65
178,133,100,82,3,0
173,135,101,88,1,6
167,152,99,103,-2,15
165,160,98,114,-1,11
170,169,88,123,-10,9
173,167,85,127,-3,4
173,160,77,118,-8,-9
166,160,71,114,-6,-4
161,166,67,125,-4,11
148,119,64,144,-3,19
135,174,55,118,-9,-26
135,174,52,114,-3,-4
135,174,51,115,-1,1
135,174,53,113,2,-2
134,174,50,111,-3,-2
174,174,120,104,70,-7
100,174,48,101,-72,-3
84,174,35,99,-13,-2
82,174,33,97,-2,-2
82,174,32,90,-1,-7
176,174,121,87,89,-3
176,174,118,92,-3,5
176,175,123,90,5,-2
176,175,123,92,0,2
176,175,123,95,0,3
176,175,122,94,-1,-1
176,175,121,102,-1,8
176,175,121,108,0,6
176,176,113,115,-8,7
175,176,111,128,-2,13
175,175,106,87,-5,-41
175,175,67,82,-39,-5
175,176,66,129,-1,47
175,176,64,123,-2,-6
175,176,64,123,0,0
175,176,67,127,3,4
175,69,62,80,-5,-47
175,175,66,100,4,20
175,175,66,96,0,-4
175,175,67,108,1,12
175,175,65,104,-2,-4
175,175,64,105,-1,1
175,176,71,109,7,4
174,39,61,109,-10,0
175,43,62,103,1,-6
175,41,61,103,-1,0
175,174,63,73,2,-30
175,174,63,72,0,-1
175,175,112,103,49,31
175,175,113,103,1,0
175,175,113,101,0,-2
175,175,113,103,0,2
175,175,113,103,0,0
175,175,114,103,1,0
175,175,115,102,1,-1
175,175,115,101,0,-1
