Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.64,163.89,5.38,1.61,160.81,5.28,,57.9,82.6
1.63,162.61,5.34,1.6,159.83,5.24,,52.5,83
1.63,162.87,5.34,1.6,160.16,5.25,,53.3,82.5
1.62,162.06,5.32,1.6,159.93,5.25,,52.8,83.5
1.61,161.27,5.29,1.59,159.22,5.22,,53.2,83
1.62,161.85,5.31,1.6,159.98,5.25,,56.9,83.1
1.65,165.12,5.42,1.64,163.52,5.36,,56,85.4
1.64,163.69,5.37,1.62,162.33,5.33,,53.2,82.4
1.64,163.68,5.37,1.63,162.87,5.34,,53.6,84.1
1.64,164.13,5.38,1.63,163.08,5.35,,50.5,84
1.65,164.6,5.4,1.64,163.71,5.37,,50,84.9
1.65,164.74,5.4,1.64,163.87,5.38,,49.5,84.8
1.65,165.2,5.42,1.64,164.44,5.4,,49.1,85.2
1.65,165.3,5.42,1.65,165.14,5.42,,49.1,86.7
1.65,165.38,5.43,1.65,165.42,5.43,,48.4,87.2
1.66,166.15,5.45,1.66,166.26,5.45,,48,87.9
1.67,166.8,5.47,1.67,167.09,5.48,,47.6,89.2
1.67,167.19,5.49,1.68,167.78,5.5,,50.6,90
1.69,168.57,5.53,1.69,169.32,5.55,,50.7,91.4
1.68,167.96,5.51,1.68,168.11,5.52,,54.6,88.8
1.69,169.13,5.55,1.69,168.82,5.54,,53.2,88.9
1.7,169.81,5.57,1.69,169.36,5.56,,54.5,89
1.69,168.87,5.54,1.68,168.33,5.52,,54.7,87.9
1.71,170.77,5.6,1.7,169.82,5.57,,54.9,89.4
1.71,171.42,5.62,1.7,170.48,5.59,,53.5,89.9
1.72,171.92,5.64,1.71,170.84,5.61,,52.4,90.1
1.72,171.76,5.64,1.7,170.46,5.59,,52.8,90
1.7,170.04,5.58,1.69,168.64,5.53,,53.3,88
1.68,167.75,5.5,1.66,166.19,5.45,,52.5,85.4
1.68,168.15,5.52,1.67,166.6,5.47,,52.7,86
1.66,166.07,5.45,1.64,164.35,5.39,,53.6,83.8
1.67,166.68,5.47,1.65,164.92,5.41,,54,84
1.67,166.59,5.47,1.65,164.61,5.4,,52.4,84.1
1.66,166.24,5.45,1.64,163.87,5.38,,53.6,82.9
1.65,164.68,5.4,1.62,162.37,5.33,,50.9,82.1
1.65,164.92,5.41,1.63,162.68,5.34,,54.2,82.2
1.64,164.28,5.39,1.62,161.98,5.31,,49.7,81.7
1.64,163.98,5.38,1.62,161.82,5.31,,53.1,81.3
1.63,163.39,5.36,1.62,161.68,5.3,,51.5,81.2
1.63,162.75,5.34,1.61,161.13,5.29,,53.2,81
1.64,164.3,5.39,1.63,162.71,5.34,,52.6,81.9
1.64,163.75,5.37,1.62,162.13,5.32,,52.6,81.6
1.64,163.7,5.37,1.62,161.89,5.31,,49.8,81.9
1.63,163.37,5.36,1.62,161.58,5.3,,48.5,82.2
1.63,163.21,5.35,1.62,161.65,5.3,,48.5,82.7
1.63,163.2,5.35,1.62,161.66,5.3,,48.6,82.7
1.63,163.07,5.35,1.62,161.62,5.3,,48.7,83
1.65,164.79,5.41,1.64,163.61,5.37,,48.7,84.5
1.64,164.33,5.39,1.63,163.49,5.36,,48.8,84.2
1.67,166.94,5.48,1.66,166.39,5.46,,48.9,86.7
1.64,164.23,5.39,1.64,163.76,5.37,,48.9,84.6
1.65,164.59,5.4,1.64,164.37,5.39,,48.8,85.4
1.66,165.94,5.44,1.66,165.84,5.44,,48.7,86.6
1.65,164.97,5.41,1.65,164.84,5.41,,48.5,86.3
1.66,166.36,5.46,1.66,166.41,5.46,,49.1,86.8
1.63,163.01,5.35,1.63,162.98,5.35,,48.8,86
1.66,165.87,5.44,1.66,165.67,5.44,,50.1,85
1.67,166.73,5.47,1.66,166.12,5.45,,51,84.5
1.66,166.5,5.46,1.66,165.69,5.44,,52,85
1.67,166.77,5.47,1.66,165.94,5.44,,52.9,85.4
1.66,166.07,5.45,1.65,165.05,5.41,,54.6,85.9
1.66,165.57,5.43,1.64,164.17,5.39,,55,86.4
1.66,165.51,5.43,1.64,164.01,5.38,,56.8,86.9
1.62,162.3,5.32,1.61,160.55,5.27,,53.8,86
1.59,159.16,5.22,1.57,157.08,5.15,,53.5,82.8
1.58,157.99,5.18,1.56,155.89,5.11,,54.8,82.3
1.57,157.12,5.15,1.55,154.9,5.08,,52.8,81.5
1.56,156.15,5.12,1.54,154.05,5.05,,51.6,80
1.55,155.26,5.09,1.53,152.77,5.01,,50.6,79.2
1.65,165.43,5.43,1.63,162.78,5.34,,49.8,89.7
1.65,165.09,5.42,1.62,162.02,5.32,,49.3,89.2
1.65,164.77,5.41,1.62,162.03,5.32,,48.9,89.3
1.65,164.88,5.41,1.62,161.58,5.3,,48.4,89
1.64,163.61,5.37,1.61,160.64,5.27,,47.5,89.1
1.63,162.91,5.34,1.6,159.67,5.24,,47.6,88.9
1.63,162.56,5.33,1.6,159.84,5.24,,48.2,88.8
1.62,162.19,5.32,1.59,159.48,5.23,,48.4,88.5
1.61,160.65,5.27,1.57,157.12,5.15,,48.4,86.4
1.59,159.27,5.23,1.56,155.66,5.11,,48.6,85.5
