Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.04,104.01,3.41,1,99.983,3.28,,32.5,49.5
1.12,111.93,3.67,1.07,107.44,3.52,,34.6,57.1
0.942,94.205,3.09,0.981,98.119,3.22,,32.8,54.5
1.04,104.01,3.41,1.04,104.36,3.42,,30.8,51.1
1.03,102.98,3.38,1.06,106.37,3.49,,36.2,52.8
1.01,100.96,3.31,1.05,105.25,3.45,,36.9,51.2
1.2,120.05,3.94,1.16,115.78,3.8,,37.9,61.4
1.23,122.58,4.02,1.17,117.11,3.84,,34.3,62.8
1.01,101.31,3.32,0.997,99.686,3.27,,33.8,50.8
1.26,126.13,4.14,1.22,121.52,3.99,,36.5,68.7
1.22,122.3,4.01,1.19,119.29,3.91,,37.5,62.1
1.3,130.32,4.28,1.27,126.85,4.16,,40.2,69.1
1.31,130.66,4.29,1.27,127.16,4.17,,37.7,70.8
1.28,127.53,4.18,1.22,122,4,,37.7,64.4
1.35,135.3,4.44,1.31,130.92,4.3,,37.4,74.3
1.35,135.05,4.43,1.3,130.43,4.28,,42.6,75.8
1.31,130.56,4.28,1.26,125.71,4.12,,40.4,70.5
1.19,118.56,3.89,1.13,113.45,3.72,,38.7,58.6
1.19,118.8,3.9,1.14,113.59,3.73,,37.5,58.9
1.11,111.35,3.65,1.1,109.93,3.61,,29.9,55.2
1.1,109.72,3.6,1.08,108.34,3.55,,33.7,53.5
1.1,109.7,3.6,1.07,107.5,3.53,,33.1,52.9
1.16,116,3.81,1.18,117.7,3.86,,36.7,62.8
1.19,119.15,3.91,1.2,120.15,3.94,,36,64.2
1.32,132.46,4.35,1.33,133.13,4.37,,34.6,75
1.41,140.99,4.63,1.43,143.06,4.69,,40.9,81.2
1.44,144.2,4.73,1.45,144.98,4.76,,40.7,81.7
1.48,147.89,4.85,1.48,147.52,4.84,,39.6,83.2
1.47,146.84,4.82,1.48,147.5,4.84,,39.7,81.2
1.49,149.36,4.9,1.46,146.48,4.81,,46.3,81.4
1.49,149.26,4.9,1.47,146.73,4.81,,44.8,81.8
1.52,151.85,4.98,1.48,147.66,4.84,,44.9,82.1
1.52,151.93,4.98,1.48,147.76,4.85,,45.3,82.3
1.53,152.9,5.02,1.49,149.21,4.9,,45.1,83.4
1.55,154.61,5.07,1.49,149.48,4.9,,45.2,83.7
1.53,153.43,5.03,1.5,150.07,4.92,,46.2,84.5
1.44,144.33,4.74,1.42,141.96,4.66,,47.3,76.3
1.52,151.67,4.98,1.49,149.15,4.89,,50.4,83.6
1.42,142.41,4.67,1.4,140.22,4.6,,51.5,74.6
1.51,150.9,4.95,1.49,148.55,4.87,,47.9,82.8
1.48,148.01,4.86,1.47,146.68,4.81,,42,81.3
1.49,148.61,4.88,1.48,147.66,4.84,,44.7,81.1
1.49,149.03,4.89,1.48,147.7,4.85,,42.1,81.6
1.49,149.38,4.9,1.48,148.04,4.86,,48.9,81.8
1.49,149.19,4.89,1.48,147.57,4.84,,46.7,81.3
1.41,141.15,4.63,1.4,140.15,4.6,,47.5,74.7
1.48,147.92,4.85,1.47,146.83,4.82,,45.9,80.7
1.42,141.6,4.65,1.4,140.02,4.59,,47.1,74.2
1.49,148.58,4.87,1.47,146.6,4.81,,44.1,80.8
1.47,146.66,4.81,1.45,144.66,4.75,,43,78.7
1.47,146.53,4.81,1.45,145.16,4.76,,42.7,78.7
1.47,147.01,4.82,1.46,145.61,4.78,,47.2,79.1
1.48,147.77,4.85,1.47,146.58,4.81,,44.9,79.8
1.43,142.68,4.68,1.4,139.82,4.59,,49,73.1
1.46,146.43,4.8,1.44,144.48,4.74,,48.4,77.8
1.45,144.83,4.75,1.43,142.97,4.69,,48.8,76.7
1.46,145.94,4.79,1.44,143.94,4.72,,44.2,77
1.47,147.28,4.83,1.48,147.87,4.85,,49.5,80.6
1.46,146.09,4.79,1.43,143.34,4.7,,47,76.5
1.56,156.03,5.12,1.52,152.43,5,,43,85.4
1.5,150.26,4.93,1.47,146.62,4.81,,43.6,79.5
1.48,147.76,4.85,1.44,144.25,4.73,,44.3,76.8
1.54,153.82,5.05,1.51,150.61,4.94,,46.6,83.6
1.53,153.49,5.04,1.5,150.31,4.93,,44.7,82.9
1.52,151.96,4.99,1.5,150.12,4.93,,44.9,83.4
1.54,153.7,5.04,1.5,150.29,4.93,,46.7,82.6
1.5,149.83,4.92,1.47,146.87,4.82,,47.5,79.2
1.44,143.91,4.72,1.41,140.75,4.62,,51.6,72.5
1.51,150.51,4.94,1.49,149.01,4.89,,49.5,81.6
1.49,149.21,4.9,1.47,146.71,4.81,,48.8,78.6
1.48,148.21,4.86,1.46,146.22,4.8,,48.7,77.9
1.44,143.92,4.72,1.42,141.72,4.65,,47.3,72.7
1.44,143.98,4.72,1.42,141.85,4.65,,49.8,73.2
1.45,145.48,4.77,1.44,143.56,4.71,,49.4,74.6
1.47,146.85,4.82,1.45,145.04,4.76,,50,75.8
1.49,149.02,4.89,1.48,147.73,4.85,,51.2,78.3
1.43,143.43,4.71,1.42,141.61,4.65,,50.5,73.5
1.44,144.33,4.74,1.42,142.47,4.67,,47.9,74
1.46,146.43,4.8,1.45,144.82,4.75,,49.1,75.4
1.46,146.23,4.8,1.45,144.96,4.76,,52.6,75.8
1.48,148.31,4.87,1.47,147.09,4.83,,47.8,77.9
1.46,146.14,4.79,1.45,145.15,4.76,,45.8,75.9
1.47,146.62,4.81,1.46,145.74,4.78,,44.2,77.2
1.47,146.63,4.81,1.46,145.9,4.79,,44.8,77.4
1.47,146.75,4.81,1.45,145.47,4.77,,48.3,77.3
1.48,147.67,4.84,1.46,146.38,4.8,,45.5,77.8
1.45,145.09,4.76,1.44,144.03,4.73,,45.3,75
1.49,149.13,4.89,1.48,148.07,4.86,,44,78.9
1.48,147.77,4.85,1.47,146.63,4.81,,44.6,77.5
1.42,142.37,4.67,1.41,140.97,4.63,,43.9,71.7
1.54,154.48,5.07,1.53,153.27,5.03,,44.4,84.5
1.56,155.6,5.11,1.54,153.9,5.05,,48.6,85.4
1.49,149.02,4.89,1.47,147.13,4.83,,51.6,78.7
1.5,149.94,4.92,1.48,147.91,4.85,,50.5,79.2
1.5,149.58,4.91,1.47,147.41,4.84,,50.7,78.8
1.5,149.84,4.92,1.48,147.66,4.84,,50.9,78.8
1.46,146.15,4.79,1.44,143.95,4.72,,50.7,74.9
1.47,147.3,4.83,1.45,145.28,4.77,,51.7,76.2
1.51,150.88,4.95,1.49,148.93,4.89,,51.7,79.2
1.51,151.37,4.97,1.49,149.14,4.89,,50.1,79.3
1.52,151.6,4.97,1.49,149.46,4.9,,50.9,79.4
1.51,151.16,4.96,1.49,149.02,4.89,,50.5,79.5
1.52,151.53,4.97,1.49,149.47,4.9,,49.7,79.6
1.52,151.89,4.98,1.5,149.6,4.91,,48.9,79.6
1.52,151.76,4.98,1.49,149.44,4.9,,48.7,79.6
1.5,150.07,4.92,1.47,147.48,4.84,,48,77.6
1.49,148.89,4.88,1.47,146.51,4.81,,49.9,76.6
1.5,149.51,4.91,1.47,147.33,4.83,,49.8,77.2
1.5,149.78,4.91,1.48,147.56,4.84,,51.4,77.5
1.49,149.02,4.89,1.47,146.61,4.81,,52,76.6
1.49,148.85,4.88,1.46,146.45,4.8,,51.5,76.4
1.51,151.13,4.96,1.49,148.66,4.88,,52.1,78.2
1.5,149.94,4.92,1.48,147.55,4.84,,54.2,77.1
1.49,149.08,4.89,1.47,146.89,4.82,,52.8,76.6
1.49,148.99,4.89,1.47,146.92,4.82,,53,76.4
1.49,149.12,4.89,1.47,147.18,4.83,,51.1,76.7
1.49,149.22,4.9,1.47,147.43,4.84,,48.5,76.9
1.5,149.7,4.91,1.48,148,4.86,,47.1,77.1
1.5,149.75,4.91,1.48,148.15,4.86,,44.7,77.3
1.5,150.05,4.92,1.49,148.57,4.87,,46,77.5
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
