Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.56,156.29,5.13,1.55,155.34,5.1,,53.9,82
1.58,157.76,5.18,1.58,158.27,5.19,,55.4,84.8
1.57,157.49,5.17,1.58,157.83,5.18,,54.4,84.1
1.57,157.12,5.15,1.57,157.08,5.15,,56.8,83.2
1.56,156.07,5.12,1.55,154.91,5.08,,55.3,80.4
1.57,156.7,5.14,1.55,154.75,5.08,,55.8,80.3
1.42,142.25,4.67,1.4,139.81,4.59,,55.8,65.5
1.43,142.82,4.69,1.4,140,4.59,,55.6,65.6
1.42,141.81,4.65,1.39,139.16,4.57,,55.4,65.6
1.58,158.09,5.19,1.56,155.83,5.11,,55.6,81.8
1.57,157.46,5.17,1.55,154.95,5.08,,56.1,80.5
1.57,156.95,5.15,1.55,154.9,5.08,,56.1,80.4
1.56,156.36,5.13,1.55,154.59,5.07,,55.6,80
1.57,156.66,5.14,1.55,154.73,5.08,,55.4,80.1
1.56,156.41,5.13,1.55,154.59,5.07,,56.1,79.6
1.57,156.73,5.14,1.54,154.48,5.07,,55.8,79.3
1.57,156.53,5.14,1.55,154.66,5.07,,53.8,79.3
1.57,156.75,5.14,1.55,155.14,5.09,,54.1,80
1.56,156.13,5.12,1.54,154.35,5.06,,53.9,79.1
1.55,154.57,5.07,1.53,153.07,5.02,,55.1,77.9
1.55,154.85,5.08,1.53,153.4,5.03,,53.2,77.9
1.54,153.77,5.04,1.52,152.5,5,,54.3,77
1.53,152.93,5.02,1.51,151.24,4.96,,52.1,76
1.53,153.44,5.03,1.52,151.62,4.97,,55,76.6
1.53,152.92,5.02,1.51,151.34,4.97,,52.3,76.5
1.52,152.44,5,1.51,151.2,4.96,,54.2,76.3
1.53,153.06,5.02,1.52,151.79,4.98,,56.1,76.6
1.52,151.89,4.98,1.51,150.81,4.95,,52.8,76.1
1.52,151.93,4.98,1.51,150.99,4.95,,57.8,76.1
1.51,151.4,4.97,1.5,150.12,4.93,,57.8,74.8
1.51,151.08,4.96,1.5,150.02,4.92,,57.8,74.8
1.51,150.79,4.95,1.5,149.81,4.92,,53.6,74.6
1.51,150.54,4.94,1.5,149.63,4.91,,52.8,74.5
1.51,150.51,4.94,1.5,149.67,4.91,,52.5,74.7
1.51,150.77,4.95,1.5,149.91,4.92,,52.8,74.9
1.51,150.85,4.95,1.5,150.11,4.92,,52.7,75.2
1.51,151.12,4.96,1.5,150.47,4.94,,51.3,75.5
1.51,150.89,4.95,1.5,150.33,4.93,,52.2,75.4
1.52,151.83,4.98,1.51,151.31,4.96,,51.1,75.8
1.52,151.58,4.97,1.51,151.06,4.96,,52,76
1.52,152.04,4.99,1.52,151.55,4.97,,51.2,76.2
1.53,152.93,5.02,1.52,152.38,5,,51.7,77
1.53,153.14,5.02,1.53,152.87,5.02,,52.5,77.2
1.53,152.97,5.02,1.53,152.77,5.01,,52.2,77.2
1.53,152.9,5.02,1.53,152.71,5.01,,52.5,77.4
1.53,153.07,5.02,1.53,153.16,5.02,,53.2,78.1
1.54,153.85,5.05,1.54,153.98,5.05,,52.6,78.5
1.54,154.22,5.06,1.55,154.92,5.08,,52.5,79.5
1.55,154.59,5.07,1.55,155.39,5.1,,52.8,79.8
1.55,154.88,5.08,1.56,155.72,5.11,,53,80.1
1.56,156.31,5.13,1.57,156.82,5.14,,54.3,80.8
1.58,158.01,5.18,1.58,158.18,5.19,,54.4,82.2
1.57,156.99,5.15,1.57,156.95,5.15,,54.8,80.9
1.6,159.85,5.24,1.6,159.65,5.24,,55.3,83.7
1.59,158.71,5.21,1.58,157.76,5.18,,55.8,82.1
1.58,157.95,5.18,1.56,156.44,5.13,,55.6,80.5
1.59,158.78,5.21,1.57,157.27,5.16,,53.8,81.4
