Difference Between AL & AR 
0.26771
0.263433
0.123219
0.126288
0.127216
0.131969
0.133147
0.133746
0.134057
0.138793
0.138106
0.16221
0.173534
0.176579
0.168336
0.160016
0.15672
0.156568
0.151475
0.143202
0.180994
0.171817
0.212138
0.177898
0.14319
0.135294
0.126231
0.12849
0.130718
0.153699
0.291767
0.272398
0.0827543
0.273134
0.54164
0.2697
0.415136
0.030788
0.0387112
0.0407768
0.0464931
0.0676985
0.16083
0.172696
0.205709
0.310938
0.400022
0.477098
0.558408
0.601578
0.616896
0.63035
0.608924
0.569812
0.543715
0.465051
0.427443
0.38792
0.266451
0.209385
0.135709
0.119083
0.203961
0.292697
0.402141
0.510488
0.593988
0.604503
0.642408
0.621354
0.610149
0.58033
0.487658
0.456318
0.412121
0.350447
0.273633
0.207029
0.135891
0.127614
0.192902
0.278385
0.380419
0.483381
0.56197
0.60881
0.59189
0.633178
0.594478
0.582382
0.562748
0.511726
0.463129
0.395648
0.328838
0.25738
0.182492
0.124201
0.145489
0.211095
0.265454
0.359186
0.438526
0.495068
0.542482
0.529816
0.50524
0.534971
0.429485
0.470143
0.366676
0.366202
0.321408
0.298718
0.227489
0.212747
0.143188
0.150864
0.173914
0.230252
