Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
166,127,112,133,0,0
177,171,147,145,35,12
172,155,110,143,-37,-2
176,162,85,148,-25,5
174,160,111,149,26,1
171,164,61,10,-50,-139
177,168,12,14,-49,4
178,169,107,13,95,-1
178,175,105,135,-2,122
173,176,101,134,-4,-1
170,175,99,130,-2,-4
172,172,142,125,43,-5
171,172,142,137,0,12
171,171,141,121,-1,-16
170,175,139,129,-2,8
171,176,133,117,-6,-12
162,177,125,137,-8,20
159,175,123,136,-2,-1
154,175,120,137,-3,1
151,174,134,131,14,-6
150,174,116,130,-18,-1
151,172,116,131,0,1
152,172,108,130,-8,-1
152,172,111,126,3,-4
160,172,134,125,23,-1
165,173,126,124,-8,-1
173,174,131,123,5,-1
178,175,131,123,0,0
174,176,127,124,-4,1
172,174,140,123,13,-1
176,175,134,125,-6,2
175,175,139,132,5,7
176,173,136,123,-3,-9
174,169,134,117,-2,-6
174,167,133,126,-1,9
173,166,133,122,0,-4
173,165,134,123,1,1
174,163,133,118,-1,-5
174,166,133,121,0,3
175,165,133,114,0,-7
176,168,133,124,0,10
175,170,133,121,0,-3
176,169,133,124,0,3
176,174,131,130,-2,6
176,175,130,132,-1,2
177,175,128,134,-2,2
177,172,128,131,0,-3
177,171,126,128,-2,-3
176,170,126,121,0,-7
177,173,122,129,-4,8
174,174,121,129,-1,0
170,175,118,131,-3,2
162,175,129,127,11,-4
161,175,128,127,-1,0
156,174,112,127,-16,0
157,175,126,127,14,0
156,173,116,126,-10,-1
163,173,122,126,6,0
160,173,118,125,-4,-1
172,172,132,124,14,-1
176,173,129,125,-3,1
175,174,125,122,-4,-3
174,175,140,113,15,-9
171,175,131,113,-9,0
172,176,131,115,0,2
176,175,134,118,3,3
176,173,132,112,-2,-6
178,172,131,115,-1,3
177,171,130,122,-1,7
178,168,128,111,-2,-11
178,167,126,107,-2,-4
178,168,128,117,2,10
176,167,125,110,-3,-7
177,170,126,110,1,0
178,172,126,113,0,3
177,175,127,118,1,5
177,174,126,116,-1,-2
176,175,125,116,-1,0
176,176,124,121,-1,5
176,175,122,125,-2,4
177,171,119,125,-3,0
175,171,118,123,-1,-2
174,165,118,132,0,9
174,168,115,129,-3,-3
173,168,109,129,-6,0
172,172,109,122,0,-7
170,173,105,121,-4,-1
162,174,99,121,-6,0
159,176,109,118,10,-3
151,176,105,118,-4,0
159,175,114,117,9,-1
155,175,108,117,-6,0
163,176,123,116,15,-1
163,176,111,115,-12,-1
170,175,115,114,4,-1
174,174,119,112,4,-2
178,174,124,111,5,-1
173,174,128,111,4,0
169,175,131,109,3,-2
171,174,128,107,-3,-2
172,175,127,106,-1,-1
173,176,126,104,-1,-2
173,176,125,103,-1,-1
175,175,123,101,-2,-2
177,172,120,100,-3,-1
177,174,119,106,-1,6
177,173,118,98,-1,-8
177,174,118,100,0,2
176,177,117,107,-1,7
176,178,116,113,-1,6
175,178,116,110,0,-3
175,177,115,112,-1,2
174,178,114,115,-1,3
174,177,113,113,-1,-2
174,175,112,120,-1,7
175,174,110,120,-2,0
174,170,109,121,-1,1
173,168,109,121,0,0
172,171,106,119,-3,-2
168,172,98,117,-8,-2
