Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
166,127,112,133,0,0,111,140,FF,HS
177,171,120,136,8,3,111,140,FF,HS
172,155,110,143,-10,7,111,140,FF,HS
176,162,103,148,-7,5,111,140,FF,HS
174,160,111,149,8,1,103,132,TO,HS
171,164,107,140,-4,-9,103,132,TO,HS
177,168,99,127,-8,-13,103,132,TO,HS
178,169,95,112,-4,-15,103,132,TO,HS
178,175,88,105,-7,-7,96,104,TO,TO
173,176,91,98,3,-7,96,104,TO,TO
170,175,99,106,8,8,96,104,TO,TO
172,172,109,110,10,4,96,104,TO,TO
171,172,117,116,8,6,125,123,HS,FF
171,171,123,121,6,5,125,123,HS,FF
170,175,127,129,4,8,125,123,HS,FF
171,176,133,126,6,-3,125,123,HS,FF
162,177,125,128,-8,2,122,133,FF,HS
159,175,123,136,-2,8,122,133,FF,HS
154,175,120,137,-3,1,122,133,FF,HS
151,174,123,131,3,-6,122,133,FF,HS
150,174,116,130,-7,-1,112,129,FF,FF
151,172,116,131,0,1,112,129,FF,FF
152,172,108,130,-8,-1,112,129,FF,FF
152,172,111,126,3,-4,112,129,FF,FF
160,172,116,125,5,-1,126,123,HS,FF
165,173,126,124,10,-1,126,123,HS,FF
173,174,131,123,5,-1,126,123,HS,FF
178,175,131,123,0,0,126,123,HS,FF
174,176,127,124,-4,1,132,126,HS,FF
172,174,130,123,3,-1,132,126,HS,FF
176,175,134,125,4,2,132,126,HS,FF
175,175,139,132,5,7,132,126,HS,FF
176,173,136,123,-3,-9,134,122,HS,FF
174,169,134,117,-2,-6,134,122,HS,FF
174,167,133,126,-1,9,134,122,HS,FF
173,166,133,122,0,-4,134,122,HS,FF
173,165,134,123,1,1,133,119,HS,FF
174,163,133,118,-1,-5,133,119,HS,FF
174,166,133,121,0,3,133,119,HS,FF
175,165,133,114,0,-7,133,119,HS,FF
176,168,133,124,0,10,132,124,HS,FF
175,170,133,121,0,-3,132,124,HS,FF
176,169,133,124,0,3,132,124,HS,FF
176,174,131,130,-2,6,132,124,HS,FF
176,175,130,132,-1,2,128,131,HS,HS
177,175,128,134,-2,2,128,131,HS,HS
177,172,128,131,0,-3,128,131,HS,HS
177,171,126,128,-2,-3,128,131,HS,HS
176,170,126,121,0,-7,121,127,FF,FF
177,173,122,129,-4,8,121,127,FF,FF
174,174,121,129,-1,0,121,127,FF,FF
170,175,118,131,-3,2,121,127,FF,FF
162,175,120,127,2,-4,124,127,HS,FF
161,175,128,127,8,0,124,127,HS,FF
156,174,124,127,-4,0,124,127,HS,FF
157,175,126,127,2,0,124,127,HS,FF
156,173,116,126,-10,-1,119,125,FF,FF
163,173,122,126,6,0,119,125,FF,FF
160,173,118,125,-4,-1,119,125,FF,FF
172,172,121,124,3,-1,119,125,FF,FF
176,173,129,125,8,1,128,118,HS,FF
175,174,125,122,-4,-3,128,118,HS,FF
174,175,128,113,3,-9,128,118,HS,FF
171,175,131,113,3,0,128,118,HS,FF
172,176,131,115,0,2,132,115,HS,FF
176,175,134,118,3,3,132,115,HS,FF
176,173,132,112,-2,-6,132,115,HS,FF
178,172,131,115,-1,3,132,115,HS,FF
177,171,130,122,-1,7,128,118,HS,FF
178,168,128,119,-2,-3,128,118,HS,FF
178,167,126,116,-2,-3,128,118,HS,FF
178,168,128,117,2,1,128,118,HS,FF
176,167,125,110,-3,-7,126,112,HS,FF
