Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
171,131,114,134,0,0
171,105,17,28,-97,-106
168,164,13,14,-4,-14
172,175,10,15,-3,1
168,179,15,111,5,96
171,176,15,130,0,19
173,173,22,131,7,1
171,167,134,137,112,6
173,168,141,139,7,2
172,166,100,137,-41,-2
170,171,142,135,42,-2
169,170,96,137,-46,2
169,170,95,137,-1,0
169,168,121,137,26,0
169,166,118,138,-3,1
167,168,121,136,3,-2
162,170,122,135,1,-1
159,172,123,133,1,-2
154,172,108,130,-15,-3
155,170,123,131,15,1
156,170,120,129,-3,-2
154,169,127,128,7,-1
157,171,122,125,-5,-3
160,170,122,126,0,1
165,173,129,125,7,-1
164,173,121,123,-8,-2
174,174,133,121,12,-2
174,175,131,121,-2,0
178,173,134,120,3,-1
174,174,139,119,5,-1
175,174,129,118,-10,-1
175,176,132,116,3,-2
176,175,135,119,3,3
176,177,133,116,-2,-3
173,176,135,115,2,-1
175,176,137,114,2,-1
175,176,139,113,2,-1
175,174,134,112,-5,-1
173,173,141,108,7,-4
173,173,139,108,-2,0
172,174,141,110,2,2
173,168,138,107,-3,-3
173,172,136,116,-2,9
174,167,135,121,-1,5
173,167,134,97,-1,-24
171,164,133,103,-1,6
171,165,132,108,-1,5
172,164,131,95,-1,-13
172,164,130,106,-1,11
173,170,128,115,-2,9
173,169,128,109,0,-6
173,173,128,116,0,7
173,175,126,116,-2,0
173,175,125,112,-1,-4
173,174,124,107,-1,-5
173,174,128,121,4,14
173,175,129,130,1,9
173,175,127,114,-2,-16
173,174,125,117,-2,3
174,174,125,115,0,-2
173,173,122,120,-3,5
174,173,121,120,-1,0
174,174,120,125,-1,5
175,175,120,119,0,-6
175,174,118,123,-2,4
175,175,118,130,0,7
175,174,116,128,-2,-2
175,174,115,128,-1,0
176,173,114,135,-1,7
175,173,114,134,0,-1
175,173,112,135,-2,1
175,172,111,137,-1,2
176,172,110,132,-1,-5
176,171,112,135,2,3
175,172,113,136,1,1
175,172,114,135,1,-1
173,171,113,135,-1,0
170,172,115,133,2,-2
169,173,117,132,2,-1
163,175,128,130,11,-2
155,175,73,129,-55,-1
150,173,72,130,-1,1
146,173,72,128,0,-2
148,172,131,127,59,-1
143,173,130,124,-1,-3
148,173,121,123,-9,-1
150,173,119,121,-2,-2
148,173,118,119,-1,-2
156,174,130,120,12,1
162,175,130,118,0,-2
168,174,130,116,0,-2
174,175,132,114,2,-2
175,175,135,111,3,-3
177,174,134,109,-1,-2
171,176,137,107,3,-2
172,176,134,106,-3,-1
168,175,139,104,5,-2
170,175,140,102,1,-2
172,176,137,102,-3,0
169,176,138,102,1,0
172,174,135,105,-3,3
171,172,134,112,-1,7
172,167,132,106,-2,-6
172,167,130,109,-2,3
171,168,130,106,0,-3
171,171,128,111,-2,5
171,175,128,112,0,1
172,174,126,99,-2,-13
173,175,125,113,-1,14
173,176,125,109,0,-4
174,177,123,115,-2,6
175,176,122,110,-1,-5
175,177,121,114,-1,4
176,177,120,117,-1,3
176,177,119,112,-1,-5
177,176,119,115,0,3
177,177,118,118,-1,3
177,177,119,115,1,-3
177,175,118,118,-1,3
177,172,116,125,-2,7
